input,output,text
his ousting of president amadou toumani toure weeks before a presidential election -- ostensibly over the government 's failure to stamp out the tuareg rebellion -- achieved the opposite of the desired effect .,yes,"Input: his ousting of president amadou toumani toure weeks before a presidential election -- ostensibly over the government 's failure to stamp out the tuareg rebellion -- achieved the opposite of the desired effect . Answer: yes
"
"Administrators in the Western Zone are being rejected by the people and removed from their positions for their corrupt practices, it has been reported",yes,"Input: Administrators in the Western Zone are being rejected by the people and removed from their positions for their corrupt practices, it has been reported Answer: yes
"
Amnesty International reports of widespread human rights violations in the run up to the Ethiopian electio,yes,"Input: Amnesty International reports of widespread human rights violations in the run up to the Ethiopian electio Answer: yes
"
"after the current junta staged a bloody coup in 1988 , un envoys to burma under different missions made more than three dozen trips to burma in attempts to help solve the country 's decades-long political deadlock .",yes,"Input: after the current junta staged a bloody coup in 1988 , un envoys to burma under different missions made more than three dozen trips to burma in attempts to help solve the country 's decades-long political deadlock . Answer: yes
"
"This report was released a few days after the U.S. and its Western allies had backed the new government of Libya, which was endorsed by the U.N. and promised military aid to be able to destroy Daesh",yes,"Input: This report was released a few days after the U.S. and its Western allies had backed the new government of Libya, which was endorsed by the U.N. and promised military aid to be able to destroy Daesh Answer: yes
"
"The big effect that ""Super Tuesday"" (Super Tuesday) election has on the American politics. On what is known as ""Super Tuesday"" (Super Tuesday) competing presidential candidates...",yes,"Input: The big effect that ""Super Tuesday"" (Super Tuesday) election has on the American politics. On what is known as ""Super Tuesday"" (Super Tuesday) competing presidential candidates... Answer: yes
"
"*by katarina h ö ije* bamako , 30 april 2015 ( irin ) @-@ the last few years in mali have been busy : an independence declaration , a coup , a mutiny , a northern takeover by islamist groups , a french military intervention , a hostage crisis , a guerrilla campaign , a preliminary peace deal , and finally , in february , a ceasefire .",yes,"Input: *by katarina h ö ije* bamako , 30 april 2015 ( irin ) @-@ the last few years in mali have been busy : an independence declaration , a coup , a mutiny , a northern takeover by islamist groups , a french military intervention , a hostage crisis , a guerrilla campaign , a preliminary peace deal , and finally , in february , a ceasefire . Answer: yes
"
Libya: an explosive that exploded in a cargo truck killed 60 people,yes,"Input: Libya: an explosive that exploded in a cargo truck killed 60 people Answer: yes
"
**a wave of sexual violence** women and girls have been the main victims of the conflict in northern mali brought about by the region ’ s takeover in 2012 by islamist and secessionist rebels .,yes,"Input: **a wave of sexual violence** women and girls have been the main victims of the conflict in northern mali brought about by the region ’ s takeover in 2012 by islamist and secessionist rebels . Answer: yes
"
"Pres. AlBashir of Sudan said he will hand over power. President Omar Al Bashir, announced that he will abdicate in four years after his term ends. After Ar",yes,"Input: Pres. AlBashir of Sudan said he will hand over power. President Omar Al Bashir, announced that he will abdicate in four years after his term ends. After Ar Answer: yes
"
Rwanda: Paul Kagame's government is planning a way of impeaching Yoweli Kaguta Museveni in Uganda!,yes,"Input: Rwanda: Paul Kagame's government is planning a way of impeaching Yoweli Kaguta Museveni in Uganda! Answer: yes
"
"even so , the fall of gaddafi was not alone responsible for the current revolt .",yes,"Input: even so , the fall of gaddafi was not alone responsible for the current revolt . Answer: yes
"
Government cannot be toppled by this election - Minister Ranjith...,yes,"Input: Government cannot be toppled by this election - Minister Ranjith... Answer: yes
"
"Government didn't do what Gota did in Hambantota. Although during the Rajapaksa regime, former Defense Secretary Gotabhaya Rajapaksa, had taken steps to remove people who have been living in Kompanyaweediya for decades by- force from their homes within 24 hours, the current government has not done anything like that in Hambantota, says Mujibur Rahman, MP. Mujibar Rahumann said that the Rajapaksas took steps to expel families with children within 24 hours by using the army and the police and destroyed the houses to the ground and transferred those lands to foreign companies. He said when those families were expelled without even giving the children the time to take out their books from their homes",yes,"Input: Government didn't do what Gota did in Hambantota. Although during the Rajapaksa regime, former Defense Secretary Gotabhaya Rajapaksa, had taken steps to remove people who have been living in Kompanyaweediya for decades by- force from their homes within 24 hours, the current government has not done anything like that in Hambantota, says Mujibur Rahman, MP. Mujibar Rahumann said that the Rajapaksas took steps to expel families with children within 24 hours by using the army and the police and destroyed the houses to the ground and transferred those lands to foreign companies. He said when those families were expelled without even giving the children the time to take out their books from their homes Answer: yes
"
