input,output,text
Please will someone at @user clarify what Osbourne said about oil and renewables energy?  #budget2015 #futureoftheplanet #SemST ,yes,"Input: Please will someone at @user clarify what Osbourne said about oil and renewables energy?  #budget2015 #futureoftheplanet #SemST  Answer: yes
"
Rec high temp for this date in Charlotte is 101*. That was set in 1926. T-models were the worst for dangerous emissions. #SemST ,yes,"Input: Rec high temp for this date in Charlotte is 101*. That was set in 1926. T-models were the worst for dangerous emissions. #SemST  Answer: yes
"
@user @user  how about you give me TWO SENTENCES about climate instead of ending with a bs whale story. #SemST ,yes,"Input: @user @user  how about you give me TWO SENTENCES about climate instead of ending with a bs whale story. #SemST  Answer: yes
"
"Also, it's raining here in the Brazilian central savannas. We were supposed to be in the pinnacle of the dry season. #SemST ",yes,"Input: Also, it's raining here in the Brazilian central savannas. We were supposed to be in the pinnacle of the dry season. #SemST  Answer: yes
"
@user Republicans don't care about the environment all together. They deny this fact. #SemST ,yes,"Input: @user Republicans don't care about the environment all together. They deny this fact. #SemST  Answer: yes
"
@user This is not a fantasy this is negligence collusion with criminal corporations acting with negligence to #Ecocide #SemST ,yes,"Input: @user This is not a fantasy this is negligence collusion with criminal corporations acting with negligence to #Ecocide #SemST  Answer: yes
"
On a scale of 1 to 10 the air quality in Whistler is a 35. #wildfires #BCwildfire #SemST ,yes,"Input: On a scale of 1 to 10 the air quality in Whistler is a 35. #wildfires #BCwildfire #SemST  Answer: yes
"
"@user Good to see more global awareness, thanks. #SemST ",yes,"Input: @user Good to see more global awareness, thanks. #SemST  Answer: yes
"
That moment when Canadians realised global warming doesn't equal a tropical vacation #BCwildfire #Canadaburns #SemST ,yes,"Input: That moment when Canadians realised global warming doesn't equal a tropical vacation #BCwildfire #Canadaburns #SemST  Answer: yes
"
#Mission:#Climate @ home > Don't let heat escape from your house over a long period #Tip #EarthRightNow #SemST ,yes,"Input: #Mission:#Climate @ home > Don't let heat escape from your house over a long period #Tip #EarthRightNow #SemST  Answer: yes
"
@user @user @user 2014 was hottest year on record. Looks like 2015 is going to break that record. #SemST ,yes,"Input: @user @user @user 2014 was hottest year on record. Looks like 2015 is going to break that record. #SemST  Answer: yes
"
Dhakal: There is no silver bullet for solutions - each city has to devise own local/specific responses to #CFCC15 #SemST ,yes,"Input: Dhakal: There is no silver bullet for solutions - each city has to devise own local/specific responses to #CFCC15 #SemST  Answer: yes
"
"@user @user @user @user @user ""We are the last generation who can address this climate change #SemST ",yes,"Input: @user @user @user @user @user ""We are the last generation who can address this climate change #SemST  Answer: yes
"
Climate Change Deniers are Like Pre Historic Cave Dwellers: California Governor Jerry Brown #CSOTA #uspoli #cdnpoli #SemST ,yes,"Input: Climate Change Deniers are Like Pre Historic Cave Dwellers: California Governor Jerry Brown #CSOTA #uspoli #cdnpoli #SemST  Answer: yes
"
