input,output,text
Sanctify them through Thy Truth: Thy Word is Truth   John 17:17 KJV  #SemST ,yes,"Input: Sanctify them through Thy Truth: Thy Word is Truth   John 17:17 KJV  #SemST  Answer: yes
"
"@user I can confirm. They also worship #Hitler, the atheist diety and inventor of #SemST ",yes,"Input: @user I can confirm. They also worship #Hitler, the atheist diety and inventor of #SemST  Answer: yes
"
Exo.20.13-15 - ...Do not commit murder...DO NOT COMMIT ADULTERY...Do not steal. #SemST ,yes,"Input: Exo.20.13-15 - ...Do not commit murder...DO NOT COMMIT ADULTERY...Do not steal. #SemST  Answer: yes
"
#BIBLE = Big Irrelevant Book of Lies and Exaggerations ~ #Judaism #God #TeamJesus #Islam ~ #Truth & #Freedom = #SemST ,yes,"Input: #BIBLE = Big Irrelevant Book of Lies and Exaggerations ~ #Judaism #God #TeamJesus #Islam ~ #Truth & #Freedom = #SemST  Answer: yes
"
This world needs a tight group hug. Tight enough to relieve them from all this anger and hate. #MakePeaceWithEachOther #SemST ,yes,"Input: This world needs a tight group hug. Tight enough to relieve them from all this anger and hate. #MakePeaceWithEachOther #SemST  Answer: yes
"
Every religion is good that teaches man to be good and I know of none that instructs him to be bad. ~Thomas Paine #SemST ,yes,"Input: Every religion is good that teaches man to be good and I know of none that instructs him to be bad. ~Thomas Paine #SemST  Answer: yes
"
Religious moderation is the product of secular knowledge and scriptural ignorance. - @user  #SemST ,yes,"Input: Religious moderation is the product of secular knowledge and scriptural ignorance. - @user  #SemST  Answer: yes
"
Jesus response to a religious environment  was to create a royal environment.  It drove people nuts. Still does - thank God #SemST ,yes,"Input: Jesus response to a religious environment  was to create a royal environment.  It drove people nuts. Still does - thank God #SemST  Answer: yes
"
Give us the gifts and graces to be your vessels. Amen #SemST ,yes,"Input: Give us the gifts and graces to be your vessels. Amen #SemST  Answer: yes
"
"My Jesus, I wish to do nothing but Thy most holy will. #Saint Philip Neri #Catholic #SemST ",yes,"Input: My Jesus, I wish to do nothing but Thy most holy will. #Saint Philip Neri #Catholic #SemST  Answer: yes
"
#God > My fears God > My insecurities God > My worry God > My everything #SemST ,yes,"Input: #God > My fears God > My insecurities God > My worry God > My everything #SemST  Answer: yes
"
I am human. I look forward to the extinction of humanity with eager anticipation. We deserve nothing less. #SemST ,yes,"Input: I am human. I look forward to the extinction of humanity with eager anticipation. We deserve nothing less. #SemST  Answer: yes
"
"Mark 6:35-36 My Father, anything that has been scaring and hindering  good from coming my way, Lord let it disappear #RCCGTR #SemST ",yes,"Input: Mark 6:35-36 My Father, anything that has been scaring and hindering  good from coming my way, Lord let it disappear #RCCGTR #SemST  Answer: yes
"
Proverbs 28:5 (KJV) Evil men understand not judgment: but they that seek the Lord understand all things. #heart #SemST ,yes,"Input: Proverbs 28:5 (KJV) Evil men understand not judgment: but they that seek the Lord understand all things. #heart #SemST  Answer: yes
"
@user @user compromise your intentional ignorance all the way to freedom from religion. The best plan ever! #SemST ,yes,"Input: @user @user compromise your intentional ignorance all the way to freedom from religion. The best plan ever! #SemST  Answer: yes
"
Had a great time @ worship rehearsal.Cant wait till Sunday ! #bridgechurch2015 #bridgelaunchteam #Willacycounty #weloveyou #SemST ,yes,"Input: Had a great time @ worship rehearsal.Cant wait till Sunday ! #bridgechurch2015 #bridgelaunchteam #Willacycounty #weloveyou #SemST  Answer: yes
"
"Phew! Am glad we came to our senses and worship a 2,000 year old carpenter. - Bart Simpson #jokes #SemST ",yes,"Input: Phew! Am glad we came to our senses and worship a 2,000 year old carpenter. - Bart Simpson #jokes #SemST  Answer: yes
"
"#JaganNathAzad, a #Hindu, was asked by founder of #Pakistan to write the first National Anthem. #SemST ",yes,"Input: #JaganNathAzad, a #Hindu, was asked by founder of #Pakistan to write the first National Anthem. #SemST  Answer: yes
"
Let my house be built by wisdom and become strong through good sense -Prov. 24:3 #SemST ,yes,"Input: Let my house be built by wisdom and become strong through good sense -Prov. 24:3 #SemST  Answer: yes
"
"Come to me, all you who are weary and burdened, and I will give you rest. - Matt 11:28 #Rest #Peace #Scripture #Bible #SemST ",yes,"Input: Come to me, all you who are weary and burdened, and I will give you rest. - Matt 11:28 #Rest #Peace #Scripture #Bible #SemST  Answer: yes
"
@user @user  Believe and Obey.  Believe Jesus is the Messiah who saves us from sin by His death. Obey Acts 2:38-39. #SemST ,yes,"Input: @user @user  Believe and Obey.  Believe Jesus is the Messiah who saves us from sin by His death. Obey Acts 2:38-39. #SemST  Answer: yes
"
Bethany Hamilton Reveals She is Resting in God's Promises Despite 'Unknow #bible #biblestudy #scripture #Christianity #ChristianNews #SemST ,yes,"Input: Bethany Hamilton Reveals She is Resting in God's Promises Despite 'Unknow #bible #biblestudy #scripture #Christianity #ChristianNews #SemST  Answer: yes
"
RT @user Just say no to superstitious thought in general and religions in particular.  #freethinker #SemST ,yes,"Input: RT @user Just say no to superstitious thought in general and religions in particular.  #freethinker #SemST  Answer: yes
"
@user I'll be your huckleberry @user #SemST ,yes,"Input: @user I'll be your huckleberry @user #SemST  Answer: yes
"
I still remember the days when I prayed God for strength.. then suddenly God gave me difficulties to make me strong. Thank you God! #SemST ,yes,"Input: I still remember the days when I prayed God for strength.. then suddenly God gave me difficulties to make me strong. Thank you God! #SemST  Answer: yes
"
I pray for the best for everybody!!! #SemST ,yes,"Input: I pray for the best for everybody!!! #SemST  Answer: yes
"
"This is love: not that we loved God, but that he loved us and sent his Son as an atoning sacrifice for our sins. 1 John 4:10 #love #SemST ",yes,"Input: This is love: not that we loved God, but that he loved us and sent his Son as an atoning sacrifice for our sins. 1 John 4:10 #love #SemST  Answer: yes
"
There are dreams and desires that #God has placed in your heartthey are a part of your divine destiny. #SemST ,yes,"Input: There are dreams and desires that #God has placed in your heartthey are a part of your divine destiny. #SemST  Answer: yes
"
RT @user Psalm103:3-Who forgives all your iniquities; who heals all your diseases #SemST ,yes,"Input: RT @user Psalm103:3-Who forgives all your iniquities; who heals all your diseases #SemST  Answer: yes
"
The #Church is a hospital but the doctor is one: #Christ!! #SemST ,yes,"Input: The #Church is a hospital but the doctor is one: #Christ!! #SemST  Answer: yes
"
What really builds a relationship is when we relate to what we don't understand about God.  #Emunah #SemST ,yes,"Input: What really builds a relationship is when we relate to what we don't understand about God.  #Emunah #SemST  Answer: yes
"
"My son, be wise, and make my heart glad, that I may answer him that reproacheth me. Proverbs 27:11 #SemST ",yes,"Input: My son, be wise, and make my heart glad, that I may answer him that reproacheth me. Proverbs 27:11 #SemST  Answer: yes
"
"You stay the same through the ages, Your love never changes...Your love never fails. #SemST ",yes,"Input: You stay the same through the ages, Your love never changes...Your love never fails. #SemST  Answer: yes
"
"God is good all of the time. All of the time, God is good! #YHWH #Yeshua #God #SemST ",yes,"Input: God is good all of the time. All of the time, God is good! #YHWH #Yeshua #God #SemST  Answer: yes
"
RT @user Atheists have every right to exist in the public sphere.   #freethinker #SemST ,yes,"Input: RT @user Atheists have every right to exist in the public sphere.   #freethinker #SemST  Answer: yes
"
"James 1:14 (#KJV) But every man is TEMPTED, when he is drawn away of his own LUST, and enticed.  #God #Lord #Christ #Holy #Spirit #SemST ",yes,"Input: James 1:14 (#KJV) But every man is TEMPTED, when he is drawn away of his own LUST, and enticed.  #God #Lord #Christ #Holy #Spirit #SemST  Answer: yes
"
"All that is needed for God for something to happen is to say ""#Be"" and it is; for God is capable of all things. #God created #trinity #SemST ",yes,"Input: All that is needed for God for something to happen is to say ""#Be"" and it is; for God is capable of all things. #God created #trinity #SemST  Answer: yes
"
The #humanist church is the new cloth. #kissTheRing #tcot #SemST ,yes,"Input: The #humanist church is the new cloth. #kissTheRing #tcot #SemST  Answer: yes
"
I'm making it happen tho  S/O to GOD . #Patience #Priorities #SemST ,yes,"Input: I'm making it happen tho  S/O to GOD . #Patience #Priorities #SemST  Answer: yes
"
Bless those with a broken soul #SemST ,yes,"Input: Bless those with a broken soul #SemST  Answer: yes
"
