input,output,text
"Among those are some who are still called priests while they should be called genocide perpetrators. Those are MUNYESHYAKA Wenceslas (famous for killings at Saint Family - Kigali), RUKUNDO Emmanuel, NDAGIJIMANA Joseph from KABGAYI and NYANDWI Athanase (This is a Burundian well known for killings in Kaduha). The issue of genocide perpetrators such as RUKUNDO Emmanuel, NDAGIJIMANA Joseph from KABGAYI was known based on invitation that was distributed in May 2016 and were publicized on 25 May 2016",yes,"Input: Among those are some who are still called priests while they should be called genocide perpetrators. Those are MUNYESHYAKA Wenceslas (famous for killings at Saint Family - Kigali), RUKUNDO Emmanuel, NDAGIJIMANA Joseph from KABGAYI and NYANDWI Athanase (This is a Burundian well known for killings in Kaduha). The issue of genocide perpetrators such as RUKUNDO Emmanuel, NDAGIJIMANA Joseph from KABGAYI was known based on invitation that was distributed in May 2016 and were publicized on 25 May 2016 Answer: yes
"
"the shebab and other militia groups have tried to exploit the power vacuum in somalia , which has had no effective central authority since plunging into war 21 years ago when president mohamed siad barre was toppled .",yes,"Input: the shebab and other militia groups have tried to exploit the power vacuum in somalia , which has had no effective central authority since plunging into war 21 years ago when president mohamed siad barre was toppled . Answer: yes
"
"however , conflict between rival mujahideen factions soon broke out again .",yes,"Input: however , conflict between rival mujahideen factions soon broke out again . Answer: yes
"
"A suspect of the France attack has been arrested. In connection to the attack in Normandy, the French police have detained a suspect. Two others who took part in the attack...",yes,"Input: A suspect of the France attack has been arrested. In connection to the attack in Normandy, the French police have detained a suspect. Two others who took part in the attack... Answer: yes
"
"There are a few racial conflicts of recent times. Aluthgama conflict of 2014, Gintota incident in November 2017, an incident in a hotel at Ampara on 27[th] February 2018, Tedeniya incident in the past two days. Main cause in the Kandy Teldeniya incident was attacking a driver by a group and murdering him",yes,"Input: There are a few racial conflicts of recent times. Aluthgama conflict of 2014, Gintota incident in November 2017, an incident in a hotel at Ampara on 27[th] February 2018, Tedeniya incident in the past two days. Main cause in the Kandy Teldeniya incident was attacking a driver by a group and murdering him Answer: yes
"
"on february 20 , an indonesian soldier was killed and seven others wounded when gunfire broke out between guerrillas of the free aceh movement-gam ( gerakan aceh merdeka ) and indonesian forces along aceh 's west coast -- just as the un-affiliated international organization for migration was hauling goods and supplies to survivors .",yes,"Input: on february 20 , an indonesian soldier was killed and seven others wounded when gunfire broke out between guerrillas of the free aceh movement-gam ( gerakan aceh merdeka ) and indonesian forces along aceh 's west coast -- just as the un-affiliated international organization for migration was hauling goods and supplies to survivors . Answer: yes
"
A walk from Kandy to Colombo as a protest to Ranil,yes,"Input: A walk from Kandy to Colombo as a protest to Ranil Answer: yes
"
"the peace committee in mutur was formed in 2001 , composed of one key individual from each of 13 educational zones in the division , in an effort to reduce ethnic clashes and racial disharmony between tamils and muslims .",yes,"Input: the peace committee in mutur was formed in 2001 , composed of one key individual from each of 13 educational zones in the division , in an effort to reduce ethnic clashes and racial disharmony between tamils and muslims . Answer: yes
"
"we will try to motivate the people to move , "" said chaudhry abdul qayyum , a provincial additional commissioner , two days after police used canes to disperse demonstrators protesting against plans to shut down their camp .",yes,"Input: we will try to motivate the people to move , "" said chaudhry abdul qayyum , a provincial additional commissioner , two days after police used canes to disperse demonstrators protesting against plans to shut down their camp . Answer: yes
"
"even so , the fall of gaddafi was not alone responsible for the current revolt .",yes,"Input: even so , the fall of gaddafi was not alone responsible for the current revolt . Answer: yes
"
