input,output,text
""" hundreds of people have been evacuated , most of them from the masirah island , "" an oman civil defence department spokesman said , adding that some of the evacuees had been taken to muscat .",yes,"Input: "" hundreds of people have been evacuated , most of them from the masirah island , "" an oman civil defence department spokesman said , adding that some of the evacuees had been taken to muscat . Answer: yes
"
UN Refugee Agency says that because of Boko Haram terrorist attacks thousands of Nigeriens have been displaced from their livelihoods. In south eastern Niger tens of thousands ....,yes,"Input: UN Refugee Agency says that because of Boko Haram terrorist attacks thousands of Nigeriens have been displaced from their livelihoods. In south eastern Niger tens of thousands .... Answer: yes
"
""" since several areas will remain flooded till monsoon rains taper off by the next month , it is a big challenge to provide tents and rehabilitate the evacuated people , "" he added .",yes,"Input: "" since several areas will remain flooded till monsoon rains taper off by the next month , it is a big challenge to provide tents and rehabilitate the evacuated people , "" he added . Answer: yes
"
"Residents are being displaced because of the risk of flooding in most regions of our country, reports indicate. In contrast to El Nino, the weather condition which is believed to be responsible for drought during the rainy season in our country, La Nina is causing frequent damage from flooding. The La Nina phenomenon is expected to bring irregular rain to our country the next rainy season and cause severe damage, which has prompted the displacement of people living near river banks. According to news reports, 1.5 million are facing serious risk, and floods have caused severe damage in towns and rural areas. This is because the government has not done any preventive activities. As a result, many inhabitants are at risk and have been fleeing to various areas, according to the reports",yes,"Input: Residents are being displaced because of the risk of flooding in most regions of our country, reports indicate. In contrast to El Nino, the weather condition which is believed to be responsible for drought during the rainy season in our country, La Nina is causing frequent damage from flooding. The La Nina phenomenon is expected to bring irregular rain to our country the next rainy season and cause severe damage, which has prompted the displacement of people living near river banks. According to news reports, 1.5 million are facing serious risk, and floods have caused severe damage in towns and rural areas. This is because the government has not done any preventive activities. As a result, many inhabitants are at risk and have been fleeing to various areas, according to the reports Answer: yes
"
"zucula said the government was working on a long-term plan to permanently resettle refugees from flood-hit areas , many of whom have been forced from their homes several times in recent years due to flooding .",yes,"Input: zucula said the government was working on a long-term plan to permanently resettle refugees from flood-hit areas , many of whom have been forced from their homes several times in recent years due to flooding . Answer: yes
"
"in the context of providing assistance to people living in emergency evacuation areas and people rebuilding their homes , in addition to the role of the government , volunteers from the community will also have an extremely important part to play .",yes,"Input: in the context of providing assistance to people living in emergency evacuation areas and people rebuilding their homes , in addition to the role of the government , volunteers from the community will also have an extremely important part to play . Answer: yes
"
"thousands of people have fled to monasteries , schools or other places so that temporary settlements have been created .",yes,"Input: thousands of people have fled to monasteries , schools or other places so that temporary settlements have been created . Answer: yes
"
"downstream in thatta , the towns of sujawal , daro and mirpur batoro , with a combined population of 400,000 , were ordered evacuated after the swollen indus river broke through an embankment early thursday morning .",yes,"Input: downstream in thatta , the towns of sujawal , daro and mirpur batoro , with a combined population of 400,000 , were ordered evacuated after the swollen indus river broke through an embankment early thursday morning . Answer: yes
"
Our sources in Sudan reported that human traffickers in Sudan and the Sudanese police are targeting houses rented by Eritreans and they are forcing them to make the perilous journey to Libya. The smugglers and the police have made this arrangement for financial gain,yes,"Input: Our sources in Sudan reported that human traffickers in Sudan and the Sudanese police are targeting houses rented by Eritreans and they are forcing them to make the perilous journey to Libya. The smugglers and the police have made this arrangement for financial gain Answer: yes
"
"floods and landslides triggered by the summer deluge have caused the evacuations of more than 800,000 people , state-run television said .",yes,"Input: floods and landslides triggered by the summer deluge have caused the evacuations of more than 800,000 people , state-run television said . Answer: yes
"
"he also plans to travel to mopti , a town some 450 kilometres north-east of the capital bamako , where he will meet with displaced people and civil society groups which have had access to , or fled from , the crisis-stricken northern regions and some of its worst-hit towns such as timbuktu and gao .",yes,"Input: he also plans to travel to mopti , a town some 450 kilometres north-east of the capital bamako , where he will meet with displaced people and civil society groups which have had access to , or fled from , the crisis-stricken northern regions and some of its worst-hit towns such as timbuktu and gao . Answer: yes
"
Next 36 hours critical - Red notices to fishermen and Navy personnel,yes,"Input: Next 36 hours critical - Red notices to fishermen and Navy personnel Answer: yes
"
Rain water which drowned Nawalapitiya #HiruNews #StandBy 9.55pm,yes,"Input: Rain water which drowned Nawalapitiya #HiruNews #StandBy 9.55pm Answer: yes
"
"Beijing correspondent of the Italian ""Business News"", Mr. [Heath], is a reporter who familiarizes himself with realities, writes diligently, holds fast to objectivity, and is good at thinking. Since the great Wenchuan earthquake occurred in China, Mr. [Heath] has sent numerous reports and comments on the disaster and situations of disaster relief. The following is a summary of a commentary article he recently published. In the face of such a super serious earthquake disaster, China took emergency action within a few hours, and the entire nation was united and mobilized into a race against death in just a few days",yes,"Input: Beijing correspondent of the Italian ""Business News"", Mr. [Heath], is a reporter who familiarizes himself with realities, writes diligently, holds fast to objectivity, and is good at thinking. Since the great Wenchuan earthquake occurred in China, Mr. [Heath] has sent numerous reports and comments on the disaster and situations of disaster relief. The following is a summary of a commentary article he recently published. In the face of such a super serious earthquake disaster, China took emergency action within a few hours, and the entire nation was united and mobilized into a race against death in just a few days Answer: yes
"
evacuation : concern will facilitate the voluntary evacuation of households that are found to be in need .,yes,"Input: evacuation : concern will facilitate the voluntary evacuation of households that are found to be in need . Answer: yes
"
"The victims in Keriya County number up to 50 thousand. e The victims in Keriya County number up to 50 thousand. The reporter learned from the Civil Affairs Department of the Autonomous Region that the victims number up to 50 thousand, based on the investigation of the disaster situation, but the number of casualties is not clear, the Xinhua News Agency reported on February 14th in Urumchi (reporter: Mao Yong)",yes,"Input: The victims in Keriya County number up to 50 thousand. e The victims in Keriya County number up to 50 thousand. The reporter learned from the Civil Affairs Department of the Autonomous Region that the victims number up to 50 thousand, based on the investigation of the disaster situation, but the number of casualties is not clear, the Xinhua News Agency reported on February 14th in Urumchi (reporter: Mao Yong) Answer: yes
"
"Www.Alkuyi.Com! Please remember the address of our website, Alkuyi. Name: viewed 5513 times. Magnitude 6.6 earthquake occurred in Xinjiang Uyghur Autonomous Region and the tremor in Urumchi City was very strong. Alkuyi Network news , June 30 : At 03:07 Urumchi Time , June 30, 2012, in the border between Kunes County, Ili Kazak Autonomous Prefecture, Xinjiang Uyghur Autonomous Region, and Hejing County, Batin'ghulin Prefecture (at 43.4 degrees north latitude and 84.8 degrees east longitude) a strong 6.6 magnitude earthquake occurred. The earthquake depth was 7 km. The tremor was very strong in cities like Urumchi, Sanji, Chochek, Kuytun, and Shixo",yes,"Input: Www.Alkuyi.Com! Please remember the address of our website, Alkuyi. Name: viewed 5513 times. Magnitude 6.6 earthquake occurred in Xinjiang Uyghur Autonomous Region and the tremor in Urumchi City was very strong. Alkuyi Network news , June 30 : At 03:07 Urumchi Time , June 30, 2012, in the border between Kunes County, Ili Kazak Autonomous Prefecture, Xinjiang Uyghur Autonomous Region, and Hejing County, Batin'ghulin Prefecture (at 43.4 degrees north latitude and 84.8 degrees east longitude) a strong 6.6 magnitude earthquake occurred. The earthquake depth was 7 km. The tremor was very strong in cities like Urumchi, Sanji, Chochek, Kuytun, and Shixo Answer: yes
"
"Now the march of unification is being played for organizing people. We started the battle, so let's go to a safe place, with the Tughuchi people who were protecting themselves from the disaster. The union is strength. The livestock were affected by the flood. 35 people in the Qumul Shehrizat Company are delivering help to the affected area. Charitable people have come. I heard some other legitimate charity organizations are going to go to the affected area for helping people. The relevant bureau and organizations were working hard for the post-disaster recovery in their utmost",yes,"Input: Now the march of unification is being played for organizing people. We started the battle, so let's go to a safe place, with the Tughuchi people who were protecting themselves from the disaster. The union is strength. The livestock were affected by the flood. 35 people in the Qumul Shehrizat Company are delivering help to the affected area. Charitable people have come. I heard some other legitimate charity organizations are going to go to the affected area for helping people. The relevant bureau and organizations were working hard for the post-disaster recovery in their utmost Answer: yes
"
"According to our sources, a fire blast occurred in a prison in Gondar the source of which is unknown. The inmates were prevented by the guards from escaping, as a result of which more than 17 prisoners died at once, while approximately 7 hundred were injured. It has been learned that, seeing this, many residents rushed to the scene to provide help, but were turned back by the police who fired shots, leading to the number of casualties to increase",yes,"Input: According to our sources, a fire blast occurred in a prison in Gondar the source of which is unknown. The inmates were prevented by the guards from escaping, as a result of which more than 17 prisoners died at once, while approximately 7 hundred were injured. It has been learned that, seeing this, many residents rushed to the scene to provide help, but were turned back by the police who fired shots, leading to the number of casualties to increase Answer: yes
"
"kenya red cross society ? s assessment indicates the need for evacuation and resettlement of people , provision of tents to 3,157 households affected , relief food , river bank protection to avoid more water over flow , reconstruction of the main bridge connecting lokori to morulem and other centers .",yes,"Input: kenya red cross society ? s assessment indicates the need for evacuation and resettlement of people , provision of tents to 3,157 households affected , relief food , river bank protection to avoid more water over flow , reconstruction of the main bridge connecting lokori to morulem and other centers . Answer: yes
"
"he added that evacuees who had been recommended to remain at shelter despite a drop in volcanic activities hailed from suka meriah , bekerah , simacem , gurukinayan , kutatonggal , berastepu , gamber and sibintun hamlets .",yes,"Input: he added that evacuees who had been recommended to remain at shelter despite a drop in volcanic activities hailed from suka meriah , bekerah , simacem , gurukinayan , kutatonggal , berastepu , gamber and sibintun hamlets . Answer: yes
"
"heryawan said the excavation would be only a short-term solution to deal with the floods , which affect hundreds of houses and public facilities in east and south bandung each year .",yes,"Input: heryawan said the excavation would be only a short-term solution to deal with the floods , which affect hundreds of houses and public facilities in east and south bandung each year . Answer: yes
"
"Over 100 people including China's State Office for Teaching Chinese as a Foreign Language (SOCTFL) Director Xu Lin, President of the University of Arizona Shelton, faculties and students of the university, as well as representatives of local overseas Chinese attended the ceremony. Before the ceremony began, the participants paid silent tribute in a body for the victims of the Sichuan earthquake in China. Xu Lin briefed the participants on the planning and work of the SOCTFL in the next five years. She added that it will promote Chinese language and culture around the world to deepen mutual understanding with people of different countries and better promote exchanges between different cultures",yes,"Input: Over 100 people including China's State Office for Teaching Chinese as a Foreign Language (SOCTFL) Director Xu Lin, President of the University of Arizona Shelton, faculties and students of the university, as well as representatives of local overseas Chinese attended the ceremony. Before the ceremony began, the participants paid silent tribute in a body for the victims of the Sichuan earthquake in China. Xu Lin briefed the participants on the planning and work of the SOCTFL in the next five years. She added that it will promote Chinese language and culture around the world to deepen mutual understanding with people of different countries and better promote exchanges between different cultures Answer: yes
"
