input,output,text
Relief for debted-customers affected by floods,yes,"Input: Relief for debted-customers affected by floods Answer: yes
"
"project outputs : to rehabilitate eight primary schools , including classrooms , teacher housing and bathroom facilities , to government standards .",yes,"Input: project outputs : to rehabilitate eight primary schools , including classrooms , teacher housing and bathroom facilities , to government standards . Answer: yes
"
"the pumping of contaminated water from the basement floor of unit 1 's turbine building into its main condenser is in progress , whereas at unit 2 that process has not begun because the steam condenser is full .",yes,"Input: the pumping of contaminated water from the basement floor of unit 1 's turbine building into its main condenser is in progress , whereas at unit 2 that process has not begun because the steam condenser is full . Answer: yes
"
"A tweet by the Ministry of Local Government says: Following too much rain in the North and caused disaster, Nyabarongo valley is currently flooded. Kigali-Muhanga highway is blocked. The road from Muhanga to Ngororero is also blocked at Cyome point after landslide fell over it",yes,"Input: A tweet by the Ministry of Local Government says: Following too much rain in the North and caused disaster, Nyabarongo valley is currently flooded. Kigali-Muhanga highway is blocked. The road from Muhanga to Ngororero is also blocked at Cyome point after landslide fell over it Answer: yes
"
"temporary toilets will also be provided , as will temporary shelter ( cadjan sheds @-@ cadjan being a roof covering made out of coconut leaf ) .",yes,"Input: temporary toilets will also be provided , as will temporary shelter ( cadjan sheds @-@ cadjan being a roof covering made out of coconut leaf ) . Answer: yes
"
"chenzhou , a city of about 4 million in the central province of hunan , began its 11 th day without power on tuesday , with people lining up at fire hydrants with buckets to get water .",yes,"Input: chenzhou , a city of about 4 million in the central province of hunan , began its 11 th day without power on tuesday , with people lining up at fire hydrants with buckets to get water . Answer: yes
"
Adverse weather for Dickwella - Hiniduma,yes,"Input: Adverse weather for Dickwella - Hiniduma Answer: yes
"
"Paulos is a 24-year-old Eritrean who started from Sudan, crossed Chad and entered Libya in April",yes,"Input: Paulos is a 24-year-old Eritrean who started from Sudan, crossed Chad and entered Libya in April Answer: yes
"
the rehabilitation of the water supply systems was recommended through increasing the number of water taps ; installing taps in emergency and intensive care units ; gynaecology wards and improving and upgrading washing points for patients in hospitals and clinics .,yes,"Input: the rehabilitation of the water supply systems was recommended through increasing the number of water taps ; installing taps in emergency and intensive care units ; gynaecology wards and improving and upgrading washing points for patients in hospitals and clinics . Answer: yes
"
"world vision has provided 91 toilets , 104 bathrooms , 15 drilled wells , 6 water tanks , 45 garbage containers and 1 drainage system , benefiting 22,864 internally displaced persons ( idp ) in aceh besar , lhoong , banda aceh , lamno , meulaboh and leupung .",yes,"Input: world vision has provided 91 toilets , 104 bathrooms , 15 drilled wells , 6 water tanks , 45 garbage containers and 1 drainage system , benefiting 22,864 internally displaced persons ( idp ) in aceh besar , lhoong , banda aceh , lamno , meulaboh and leupung . Answer: yes
"
