input,output,text
When is the Sun closest to the Earth?,yes,"Input: When is the Sun closest to the Earth? Answer: yes
"
How much caffeine is in a 16 oz cup of coffee?,yes,"Input: How much caffeine is in a 16 oz cup of coffee? Answer: yes
"
How much caffeine is in a 16 oz cup of coffee?,yes,"Input: How much caffeine is in a 16 oz cup of coffee? Answer: yes
"
What year did the Titanic start on its journey?,yes,"Input: What year did the Titanic start on its journey? Answer: yes
"
How many states have a lottery?,yes,"Input: How many states have a lottery? Answer: yes
"
How long does a dog sleep?,yes,"Input: How long does a dog sleep? Answer: yes
"
How long does it take to travel from Tokyo to Niigata?,yes,"Input: How long does it take to travel from Tokyo to Niigata? Answer: yes
"
When was the slinky invented?,yes,"Input: When was the slinky invented? Answer: yes
"
How many dollars a day did Arthur Frommer say you could get by on in Europe in 1968?,yes,"Input: How many dollars a day did Arthur Frommer say you could get by on in Europe in 1968? Answer: yes
"
How many meters are in a mile?,yes,"Input: How many meters are in a mile? Answer: yes
"
How many meters are in a mile?,yes,"Input: How many meters are in a mile? Answer: yes
"
How much Coca Cola is drunk in one day in the world?,yes,"Input: How much Coca Cola is drunk in one day in the world? Answer: yes
"
What is the world 's population?,yes,"Input: What is the world 's population? Answer: yes
"
How many liters in a gallon?,yes,"Input: How many liters in a gallon? Answer: yes
"
What is the current population for these countries,yes,"Input: What is the current population for these countries Answer: yes
"
How many Admirals are there in the U.S. Navy?,yes,"Input: How many Admirals are there in the U.S. Navy? Answer: yes
"
How many children under 18 are victims of some sort of Physical Abuse each year?,yes,"Input: How many children under 18 are victims of some sort of Physical Abuse each year? Answer: yes
"
How old is singer Freedy Johnston?,yes,"Input: How old is singer Freedy Johnston? Answer: yes
"
When is Bastille Day?,yes,"Input: When is Bastille Day? Answer: yes
"
How many more weeks of winter are there if a ground hog sees his shadow?,yes,"Input: How many more weeks of winter are there if a ground hog sees his shadow? Answer: yes
"
How many times larger than life size is the Statue of Liberty?,yes,"Input: How many times larger than life size is the Statue of Liberty? Answer: yes
"
How long is the Columbia River in miles?,yes,"Input: How long is the Columbia River in miles? Answer: yes
"
How many Americans have HIV?,yes,"Input: How many Americans have HIV? Answer: yes
"
How long does it take for your blood to make one complete trip through the body?,yes,"Input: How long does it take for your blood to make one complete trip through the body? Answer: yes
"
How long does it take for your blood to make one complete trip through the body?,yes,"Input: How long does it take for your blood to make one complete trip through the body? Answer: yes
"
How tall is the giraffe?,yes,"Input: How tall is the giraffe? Answer: yes
"
What year did the NFL go on strike?,yes,"Input: What year did the NFL go on strike? Answer: yes
"
When was the Brandenburg Gate in Berlin built?,yes,"Input: When was the Brandenburg Gate in Berlin built? Answer: yes
"
How much did Manchester United spend on players in 1993?,yes,"Input: How much did Manchester United spend on players in 1993? Answer: yes
"
How much folic acid should an expectant mother get daily?,yes,"Input: How much folic acid should an expectant mother get daily? Answer: yes
"
How old was Sir Edmund Hillary when he climbed Mt. Everest?,yes,"Input: How old was Sir Edmund Hillary when he climbed Mt. Everest? Answer: yes
"
When was the Big Thompson flood?,yes,"Input: When was the Big Thompson flood? Answer: yes
"
What does a teaspoon of matter weigh in a black hole?,yes,"Input: What does a teaspoon of matter weigh in a black hole? Answer: yes
"
How far is Yaroslavl from Moscow?,yes,"Input: How far is Yaroslavl from Moscow? Answer: yes
"
When was Abraham Lincoln born?,yes,"Input: When was Abraham Lincoln born? Answer: yes
"
How many referees work a soccer game?,yes,"Input: How many referees work a soccer game? Answer: yes
"
When is the Tulip Festival in Michigan?,yes,"Input: When is the Tulip Festival in Michigan? Answer: yes
"
What was the number of people that Randy Steven Craft was convicted of killing?,yes,"Input: What was the number of people that Randy Steven Craft was convicted of killing? Answer: yes
"
What is the conversion rate between dollars and pounds?,yes,"Input: What is the conversion rate between dollars and pounds? Answer: yes
"
How much do drugs to treat tuberculosis cost?,yes,"Input: How much do drugs to treat tuberculosis cost? Answer: yes
"
How many websites are there in the world?,yes,"Input: How many websites are there in the world? Answer: yes
"
"What day is August 13, 1971?",yes,"Input: What day is August 13, 1971? Answer: yes
"
How many thousands of students attend the University of Massachusetts?,yes,"Input: How many thousands of students attend the University of Massachusetts? Answer: yes
"
How many Marx Brothers were there?,yes,"Input: How many Marx Brothers were there? Answer: yes
"
How many colors are there in a rainbow?,yes,"Input: How many colors are there in a rainbow? Answer: yes
"
How many years old is Benny Carter?,yes,"Input: How many years old is Benny Carter? Answer: yes
"
What is the temperature today?,yes,"Input: What is the temperature today? Answer: yes
"
What 's men 's par on a 455-yard golf hole?,yes,"Input: What 's men 's par on a 455-yard golf hole? Answer: yes
"
How many penny-farthings are there on a Trivial Pursuit game board?,yes,"Input: How many penny-farthings are there on a Trivial Pursuit game board? Answer: yes
"
What is the current ticket fare from from Cairo to Barbados?,yes,"Input: What is the current ticket fare from from Cairo to Barbados? Answer: yes
"
How many stars are there on the Soviet Union 's flag?,yes,"Input: How many stars are there on the Soviet Union 's flag? Answer: yes
"
What was the date of CNN 's first broadcast?,yes,"Input: What was the date of CNN 's first broadcast? Answer: yes
"
How tall is Prince Charles?,yes,"Input: How tall is Prince Charles? Answer: yes
"
When was the first practical commercial typewriter marketed?,yes,"Input: When was the first practical commercial typewriter marketed? Answer: yes
"
What day is known as the `` national day of prayer ''?,yes,"Input: What day is known as the `` national day of prayer ''? Answer: yes
"
What year was Desmond Mpilo Tutu awarded the Nobel Peace Prize?,yes,"Input: What year was Desmond Mpilo Tutu awarded the Nobel Peace Prize? Answer: yes
"
How long does cocaine stay in your system?,yes,"Input: How long does cocaine stay in your system? Answer: yes
"
When was the Congress of Vienna?,yes,"Input: When was the Congress of Vienna? Answer: yes
"
What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara?,yes,"Input: What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara? Answer: yes
"
How many people were executed for Abraham Lincoln 's assassination?,yes,"Input: How many people were executed for Abraham Lincoln 's assassination? Answer: yes
"
What was the average life expectancy during the Stone Age?,yes,"Input: What was the average life expectancy during the Stone Age? Answer: yes
"
What does an average daycare provider get paid in New England?,yes,"Input: What does an average daycare provider get paid in New England? Answer: yes
"
What does an average daycare provider get paid in New England?,yes,"Input: What does an average daycare provider get paid in New England? Answer: yes
"
How many people watch network television?,yes,"Input: How many people watch network television? Answer: yes
"
How many wings does a flea have?,yes,"Input: How many wings does a flea have? Answer: yes
"
How many American soldiers have died for their country to date?,yes,"Input: How many American soldiers have died for their country to date? Answer: yes
"
How many feet long is a baseball pitcher 's rubber?,yes,"Input: How many feet long is a baseball pitcher 's rubber? Answer: yes
"
What year was the NAACP founded?,yes,"Input: What year was the NAACP founded? Answer: yes
"
What was the minimum wage in 1991?,yes,"Input: What was the minimum wage in 1991? Answer: yes
"
What is the frequency of VHF?,yes,"Input: What is the frequency of VHF? Answer: yes
"
What is the frequency of VHF?,yes,"Input: What is the frequency of VHF? Answer: yes
"
How tall is the replica of the Matterhorn at Disneyland?,yes,"Input: How tall is the replica of the Matterhorn at Disneyland? Answer: yes
"
How many watts make a kilowatt?,yes,"Input: How many watts make a kilowatt? Answer: yes
"
What century 's the setting for TV 's The Adventures of Robin Hood?,yes,"Input: What century 's the setting for TV 's The Adventures of Robin Hood? Answer: yes
"
How many Americans fought for the British in the American Revolution?,yes,"Input: How many Americans fought for the British in the American Revolution? Answer: yes
"
How many home runs did Lou Gehrig have during his career?,yes,"Input: How many home runs did Lou Gehrig have during his career? Answer: yes
"
When did Mount St. Helen last have a major eruption?,yes,"Input: When did Mount St. Helen last have a major eruption? Answer: yes
"
How big is Australia?,yes,"Input: How big is Australia? Answer: yes
"
When was the telephone invented?,yes,"Input: When was the telephone invented? Answer: yes
"
What was Joe Namath 's first contract worth?,yes,"Input: What was Joe Namath 's first contract worth? Answer: yes
"
When does the average teenager first have intercourse?,yes,"Input: When does the average teenager first have intercourse? Answer: yes
"
How many colors are there in the spectrum?,yes,"Input: How many colors are there in the spectrum? Answer: yes
"
When did Iraqi troops invade Kuwait?,yes,"Input: When did Iraqi troops invade Kuwait? Answer: yes
"
What year did the Andy Griffith show begin?,yes,"Input: What year did the Andy Griffith show begin? Answer: yes
"
How long was the longest hiccup attack?,yes,"Input: How long was the longest hiccup attack? Answer: yes
"
What is the distance in miles from the earth to the sun?,yes,"Input: What is the distance in miles from the earth to the sun? Answer: yes
"
What is the first day of the week?,yes,"Input: What is the first day of the week? Answer: yes
"
How long does it take the moon to revolve around the Earth?,yes,"Input: How long does it take the moon to revolve around the Earth? Answer: yes
"
What is the chemical reactivity of neon?,yes,"Input: What is the chemical reactivity of neon? Answer: yes
"
When was General Manuel Noriega ousted as the leader of Panama and turned over to U.S. authorities?,yes,"Input: When was General Manuel Noriega ousted as the leader of Panama and turned over to U.S. authorities? Answer: yes
"
How many words are there in the Spanish language?,yes,"Input: How many words are there in the Spanish language? Answer: yes
"
What month 's third weekend is the Monterey Jazz Festival held on?,yes,"Input: What month 's third weekend is the Monterey Jazz Festival held on? Answer: yes
"
"What are the shoe sizes of O 'Neal, Jordan, and Mutombo, the NBA players?",yes,"Input: What are the shoe sizes of O 'Neal, Jordan, and Mutombo, the NBA players? Answer: yes
"
What is the estimated total U.S. whitetail deer population?,yes,"Input: What is the estimated total U.S. whitetail deer population? Answer: yes
"
Where does the U.S. rank among world countries in area?,yes,"Input: Where does the U.S. rank among world countries in area? Answer: yes
"
When was the first flush toilet invented?,yes,"Input: When was the first flush toilet invented? Answer: yes
"
What is the price for AAA 's liability auto insurance?,yes,"Input: What is the price for AAA 's liability auto insurance? Answer: yes
"
What year was the Mona Lisa painted?,yes,"Input: What year was the Mona Lisa painted? Answer: yes
"
When did the Jurassic Period end?,yes,"Input: When did the Jurassic Period end? Answer: yes
"
How big is the largest diamond?,yes,"Input: How big is the largest diamond? Answer: yes
"
How many types of dogs ' tails are there-three,yes,"Input: How many types of dogs ' tails are there-three Answer: yes
"
When did Amtrak begin operations?,yes,"Input: When did Amtrak begin operations? Answer: yes
"
On which date is the Ukrainians ' Christmas?,yes,"Input: On which date is the Ukrainians ' Christmas? Answer: yes
"
In what year did Thatcher gain power?,yes,"Input: In what year did Thatcher gain power? Answer: yes
"
What are the statistics for drunken drivers in Maryland?,yes,"Input: What are the statistics for drunken drivers in Maryland? Answer: yes
"
When did the Dow first reach?,yes,"Input: When did the Dow first reach? Answer: yes
"
When was the first stained glass window made?,yes,"Input: When was the first stained glass window made? Answer: yes
"
"What is the latitude and longitude of El Paso, Texas?",yes,"Input: What is the latitude and longitude of El Paso, Texas? Answer: yes
"
How many fingers are used to draw a bow?,yes,"Input: How many fingers are used to draw a bow? Answer: yes
"
How much does one ton of cement cost?,yes,"Input: How much does one ton of cement cost? Answer: yes
"
How many head injuries are there in recreational ice skating each year?,yes,"Input: How many head injuries are there in recreational ice skating each year? Answer: yes
"
How wide is the Milky Way galaxy?,yes,"Input: How wide is the Milky Way galaxy? Answer: yes
"
How many shillings more than 2 were there in a guinea?,yes,"Input: How many shillings more than 2 were there in a guinea? Answer: yes
"
How many years ago did Led Zeppelin release its last album?,yes,"Input: How many years ago did Led Zeppelin release its last album? Answer: yes
"
How long was Mao 's 1930s Long March?,yes,"Input: How long was Mao 's 1930s Long March? Answer: yes
"
How much in miles is a ten K run?,yes,"Input: How much in miles is a ten K run? Answer: yes
"
What was the target rate for M3 growth in 1992?,yes,"Input: What was the target rate for M3 growth in 1992? Answer: yes
"
How many quarts of whole milk is needed to make one pound of butter?,yes,"Input: How many quarts of whole milk is needed to make one pound of butter? Answer: yes
"
How many major Nazi leaders went on trial after the war at Nuremberg?,yes,"Input: How many major Nazi leaders went on trial after the war at Nuremberg? Answer: yes
"
What year did Spielberg make `` Jaws ''?,yes,"Input: What year did Spielberg make `` Jaws ''? Answer: yes
"
What time of year do most people fly?,yes,"Input: What time of year do most people fly? Answer: yes
"
"How many casinos are in Atlantic City, NJ?",yes,"Input: How many casinos are in Atlantic City, NJ? Answer: yes
"
How far is the service line from the net in tennis?,yes,"Input: How far is the service line from the net in tennis? Answer: yes
"
What chapter of the Bible has the most verses?,yes,"Input: What chapter of the Bible has the most verses? Answer: yes
"
How many Gutenberg Bibles are there?,yes,"Input: How many Gutenberg Bibles are there? Answer: yes
"
How many rings are there on a five-zone archery target?,yes,"Input: How many rings are there on a five-zone archery target? Answer: yes
"
What is the average cost for four years of medical school?,yes,"Input: What is the average cost for four years of medical school? Answer: yes
"
How many Beatles ' records went #1?,yes,"Input: How many Beatles ' records went #1? Answer: yes
"
What is the chemical reactivity of argon?,yes,"Input: What is the chemical reactivity of argon? Answer: yes
"
When did Hitler come to power in Germany?,yes,"Input: When did Hitler come to power in Germany? Answer: yes
"
How many films did Ingmar Bergman make?,yes,"Input: How many films did Ingmar Bergman make? Answer: yes
"
When was Lyndon B. Johnson born?,yes,"Input: When was Lyndon B. Johnson born? Answer: yes
"
How many Russians have landed on the moon?,yes,"Input: How many Russians have landed on the moon? Answer: yes
"
What is the average life expectancy of a male in Ireland in 1996?,yes,"Input: What is the average life expectancy of a male in Ireland in 1996? Answer: yes
"
