input,output,text
Rossi:  #39;I #39;m fairly happy #39;,yes,"Input: Rossi:  #39;I #39;m fairly happy #39; Answer: yes
"
Injured Toomer might be able to play tomorrow,yes,"Input: Injured Toomer might be able to play tomorrow Answer: yes
"
Mears wins Busch pole,yes,"Input: Mears wins Busch pole Answer: yes
"
Singh looking to finish year in style,yes,"Input: Singh looking to finish year in style Answer: yes
"
Sheffield day to day with sprained left ankle,yes,"Input: Sheffield day to day with sprained left ankle Answer: yes
"
Goosen takes lead in the BMW Open,yes,"Input: Goosen takes lead in the BMW Open Answer: yes
"
Coleman Enjoys Fulhams Battling Display,yes,"Input: Coleman Enjoys Fulhams Battling Display Answer: yes
"
Utah Caps Unbeaten Season With Rout of BYU (AP),yes,"Input: Utah Caps Unbeaten Season With Rout of BYU (AP) Answer: yes
"
Deportivo La Corua 0-1 Liverpool: FT Report,yes,"Input: Deportivo La Corua 0-1 Liverpool: FT Report Answer: yes
"
The Wayne Rooney era begins at Manchester United,yes,"Input: The Wayne Rooney era begins at Manchester United Answer: yes
"
"Giants win 6th straight, but Schmidt is injured",yes,"Input: Giants win 6th straight, but Schmidt is injured Answer: yes
"
Miller Takes Fourth Win in Five Races,yes,"Input: Miller Takes Fourth Win in Five Races Answer: yes
"
Wilko in doubt,yes,"Input: Wilko in doubt Answer: yes
"
Today in Athens,yes,"Input: Today in Athens Answer: yes
"
"Giants 27, Browns 10",yes,"Input: Giants 27, Browns 10 Answer: yes
"
Sprint is chock full of potential heros,yes,"Input: Sprint is chock full of potential heros Answer: yes
"
AL Wrap: Oakland's Durazo Piles on Misery for Baltimore,yes,"Input: AL Wrap: Oakland's Durazo Piles on Misery for Baltimore Answer: yes
"
"One of nation #39;s hottest coaches, Tedford will shock nation and &lt;b&gt;...&lt;/b&gt;",yes,"Input: One of nation #39;s hottest coaches, Tedford will shock nation and &lt;b&gt;...&lt;/b&gt; Answer: yes
"
Eriksson doesn #39;t feel any extra pressure following scandal,yes,"Input: Eriksson doesn #39;t feel any extra pressure following scandal Answer: yes
"
Jim Mora #39;s lucky star Falcons need a healthy Michael Vick,yes,"Input: Jim Mora #39;s lucky star Falcons need a healthy Michael Vick Answer: yes
"
They've caught his eye,yes,"Input: They've caught his eye Answer: yes
"
Gregg: I will help to close deal,yes,"Input: Gregg: I will help to close deal Answer: yes
"
Hokies making statement about ACC title intentions,yes,"Input: Hokies making statement about ACC title intentions Answer: yes
"
Buckeyes have lots to replace but are brimming with optimism,yes,"Input: Buckeyes have lots to replace but are brimming with optimism Answer: yes
"
Ravens Get Rest,yes,"Input: Ravens Get Rest Answer: yes
"
Warner Will Start for Giants in Opener,yes,"Input: Warner Will Start for Giants in Opener Answer: yes
"
Wariner Succeeds Johnson as 400 Meter Champion,yes,"Input: Wariner Succeeds Johnson as 400 Meter Champion Answer: yes
"
Button decision delayed,yes,"Input: Button decision delayed Answer: yes
"
Harrison keeps title for fifth time,yes,"Input: Harrison keeps title for fifth time Answer: yes
"
Bonds MVP Award Provides Sparkle in Tainted Season,yes,"Input: Bonds MVP Award Provides Sparkle in Tainted Season Answer: yes
"
Broncos DT Elliss Out for the Season,yes,"Input: Broncos DT Elliss Out for the Season Answer: yes
"
"Baseball-Ichiro Breaks Hits Record, Adds Single",yes,"Input: Baseball-Ichiro Breaks Hits Record, Adds Single Answer: yes
"
China Wins Paralympics,yes,"Input: China Wins Paralympics Answer: yes
"
Radcliffe withdrawal not due to injury,yes,"Input: Radcliffe withdrawal not due to injury Answer: yes
"
Mini World Cup heats up,yes,"Input: Mini World Cup heats up Answer: yes
"
Pierce hunts down Sharapova,yes,"Input: Pierce hunts down Sharapova Answer: yes
"
Ulmer storms to gold,yes,"Input: Ulmer storms to gold Answer: yes
"
US MNT Streaking Into Final Round,yes,"Input: US MNT Streaking Into Final Round Answer: yes
"
