input,output,text
After 4 long months of being apart; I will see my husband again. I want to surprise him and show him how much I've missed him but I can't think of anything! I'm just too excited to come up with creative ideas! Any suggestions?,yes,"Input: After 4 long months of being apart; I will see my husband again. I want to surprise him and show him how much I've missed him but I can't think of anything! I'm just too excited to come up with creative ideas! Any suggestions? Answer: yes
"
Friend of mine left her dog with me for 3 weeks. The dog is really quiet - hez is not eating; not barking; not going for walk - anything..just sitting in a corner. Getting worried now - any ideas guys what can be done ?,yes,"Input: Friend of mine left her dog with me for 3 weeks. The dog is really quiet - hez is not eating; not barking; not going for walk - anything..just sitting in a corner. Getting worried now - any ideas guys what can be done ? Answer: yes
"
My friend submitted an application for transfer of sponsorship to a local company. It is showing application is postponed on www.moi.gov.qa. Does anyone know about this or been through this. Appreciate all serious answers. Thanks.,yes,"Input: My friend submitted an application for transfer of sponsorship to a local company. It is showing application is postponed on www.moi.gov.qa. Does anyone know about this or been through this. Appreciate all serious answers. Thanks. Answer: yes
"
Does anybody know any good mobile hairdressers or a good barbers who are in the vicinity of education city? My husband wants a decent hair cut; there is always a queue at the nearest barbers and it seems to take 40 minuets for a simple hair cut...!,yes,"Input: Does anybody know any good mobile hairdressers or a good barbers who are in the vicinity of education city? My husband wants a decent hair cut; there is always a queue at the nearest barbers and it seems to take 40 minuets for a simple hair cut...! Answer: yes
"
Hi frndz; I am recently working as a secretary 4 more than 2 months; but last week my sponsor decided to bring me 2 their house to teach English 4 his children 4 good with out even asking me if I will agree. Then; I decided to refuse living in their house. I said its ok 4 me to teach his children but; I dont want to stay in their house because its very far from the city and besides in my visa Im going to work as secretary in his office and not as a totur or babysitter. Can I ask everyone if my decision is really good 4 me? Because now my sponsor is angry he don't want me 2 work in office and he don't want 2 release me either. And 1 thing is my visa had already expired last feb.6 I do not take finger print yet until now. Please I really need advice especially kabayan. thanx in advance....,yes,"Input: Hi frndz; I am recently working as a secretary 4 more than 2 months; but last week my sponsor decided to bring me 2 their house to teach English 4 his children 4 good with out even asking me if I will agree. Then; I decided to refuse living in their house. I said its ok 4 me to teach his children but; I dont want to stay in their house because its very far from the city and besides in my visa Im going to work as secretary in his office and not as a totur or babysitter. Can I ask everyone if my decision is really good 4 me? Because now my sponsor is angry he don't want me 2 work in office and he don't want 2 release me either. And 1 thing is my visa had already expired last feb.6 I do not take finger print yet until now. Please I really need advice especially kabayan. thanx in advance.... Answer: yes
"
Is it a good brand or you prefer NEXT ?,yes,"Input: Is it a good brand or you prefer NEXT ? Answer: yes
"
Please help me how to get working visa.,yes,"Input: Please help me how to get working visa. Answer: yes
"
Hello... its been more than a month now and im still waiting for my visa to arrive;; im from the philippines and i was given offer of employment to work as a secretary their in doha;;; my friend says it took him a week to get it;; when i follow up in my employer he said that its still under process and he says wait for one more week;; but that week passed and im still waiting(frustrated).. Do visas in qatar that really hard and long to process? thank for your help,yes,"Input: Hello... its been more than a month now and im still waiting for my visa to arrive;; im from the philippines and i was given offer of employment to work as a secretary their in doha;;; my friend says it took him a week to get it;; when i follow up in my employer he said that its still under process and he says wait for one more week;; but that week passed and im still waiting(frustrated).. Do visas in qatar that really hard and long to process? thank for your help Answer: yes
"
hi my friend in qatar living how is your live i hope all people happy and me also after i get the help form your said if possibly and i well thanks to you am here now 2 years in qatar and finis contract with my company and i want to move from the company and i am trying to found one sponsor to my visa only sponsor not more than and i well pay yearly for him that my request and i well PE happy if any one suggest me ore help for that thanks,yes,"Input: hi my friend in qatar living how is your live i hope all people happy and me also after i get the help form your said if possibly and i well thanks to you am here now 2 years in qatar and finis contract with my company and i want to move from the company and i am trying to found one sponsor to my visa only sponsor not more than and i well pay yearly for him that my request and i well PE happy if any one suggest me ore help for that thanks Answer: yes
"
how is your experience of weekend in summer where to go and what to do.....?,yes,"Input: how is your experience of weekend in summer where to go and what to do.....? Answer: yes
"
"Hello to all the people here in Qatarliving!..May I ask if someone could give us the best suggestion regarding our problem with my family visa? Our problem is; my husband is currently working here in a government sector and on ""Definite Contract"" for 2 years with a bachelor status in the company;in short; he is not entitled to get family visa for me unless the contract will not yet renewed and change to family.Because of his eagerness to get a family visa for me; i came here for a family visit and applied for family visa in the immigration andwe are very happy that it was already approved and I had my medical and finger printing..When we went to immigration to apply for an RP the lady told us to go the captain to have my form signed if we are going to shoulder the payment for the visa;unfortunately the captain didn't sign my application form but rather asked for a letter from the company..We are very worried because we understand that the company will not give us a letter to the immigration because my husband is not yet entitled of the family status.. Please give us some advise on what we are going to do; the lady on the counter told me that it is possible to get an RP without the letter but it is the decession of the captain...",yes,"Input: Hello to all the people here in Qatarliving!..May I ask if someone could give us the best suggestion regarding our problem with my family visa? Our problem is; my husband is currently working here in a government sector and on ""Definite Contract"" for 2 years with a bachelor status in the company;in short; he is not entitled to get family visa for me unless the contract will not yet renewed and change to family.Because of his eagerness to get a family visa for me; i came here for a family visit and applied for family visa in the immigration andwe are very happy that it was already approved and I had my medical and finger printing..When we went to immigration to apply for an RP the lady told us to go the captain to have my form signed if we are going to shoulder the payment for the visa;unfortunately the captain didn't sign my application form but rather asked for a letter from the company..We are very worried because we understand that the company will not give us a letter to the immigration because my husband is not yet entitled of the family status.. Please give us some advise on what we are going to do; the lady on the counter told me that it is possible to get an RP without the letter but it is the decession of the captain... Answer: yes
"
HOW DO I DOUBLE MY MONEY IN QATAR.....,yes,"Input: HOW DO I DOUBLE MY MONEY IN QATAR..... Answer: yes
"
friends i was selected from an interview for a job in qatar petroleum.The interview was 45 days back and still i did not get the job offer letter. i contaced my agent here who keeps telling me that they are waiting for Job offer letter. how long does it take for QP to issue a JOb offer letter. i am keeping my fingers crossed does the company cancel selection after selecting form an interview if the offer letter takes that long how about the visa kindly reply,yes,"Input: friends i was selected from an interview for a job in qatar petroleum.The interview was 45 days back and still i did not get the job offer letter. i contaced my agent here who keeps telling me that they are waiting for Job offer letter. how long does it take for QP to issue a JOb offer letter. i am keeping my fingers crossed does the company cancel selection after selecting form an interview if the offer letter takes that long how about the visa kindly reply Answer: yes
"
Hi; am moving to Al-khor from Abu Hamour; i want to know some details about Al-Khor Community and its atmosphere there; facilities and anything important.Any body who lives there or lived there before can share best info ;more over is there any Kindergarten ;kid care there for my sister's kids aged 2 and 6. Thanks,yes,"Input: Hi; am moving to Al-khor from Abu Hamour; i want to know some details about Al-Khor Community and its atmosphere there; facilities and anything important.Any body who lives there or lived there before can share best info ;more over is there any Kindergarten ;kid care there for my sister's kids aged 2 and 6. Thanks Answer: yes
"
hi can anyone recommend a good pediatrician besides the ones at Al Alhi and hamad? Many thanks,yes,"Input: hi can anyone recommend a good pediatrician besides the ones at Al Alhi and hamad? Many thanks Answer: yes
"
hello; did anybody hear about a company called vacation international travel and tours ;do you know whether the offer for the 5 weeks holiday in 10 countries for a discounted money with a deposit around 6000 qr is good or not did anybody try it or traveled with them they met us at a mall and told us we won a prize a week in sharm el sheikh but come to the office is the offer is for real or not?,yes,"Input: hello; did anybody hear about a company called vacation international travel and tours ;do you know whether the offer for the 5 weeks holiday in 10 countries for a discounted money with a deposit around 6000 qr is good or not did anybody try it or traveled with them they met us at a mall and told us we won a prize a week in sharm el sheikh but come to the office is the offer is for real or not? Answer: yes
"
hello everyone; just want to ask help for you guys; i don't know how to start may letter for request for leave out on my company; i ask them but they told me that i have to make a letter first before they will approved it; please any suggestion or letter on yours is highly appreciated;,yes,"Input: hello everyone; just want to ask help for you guys; i don't know how to start may letter for request for leave out on my company; i ask them but they told me that i have to make a letter first before they will approved it; please any suggestion or letter on yours is highly appreciated; Answer: yes
"
Hi for all I have done an interview call there is about 5 months ago; and there is about 2 days ago they called me and send me by mail cost of living in Qatar and also the company where I would working in; so please I would to know cos I am not in Qatar what they want to ask me for or send me and how time I have to wait for Visa.... Thank you in advance for all your supports.,yes,"Input: Hi for all I have done an interview call there is about 5 months ago; and there is about 2 days ago they called me and send me by mail cost of living in Qatar and also the company where I would working in; so please I would to know cos I am not in Qatar what they want to ask me for or send me and how time I have to wait for Visa.... Thank you in advance for all your supports. Answer: yes
"
I got a job offer in qa w/ 8k base salary and 7k housing allowance. I will bring w/ me my family. Is this enough to live in qatar?,yes,"Input: I got a job offer in qa w/ 8k base salary and 7k housing allowance. I will bring w/ me my family. Is this enough to live in qatar? Answer: yes
"
here is my situation. On August 29 ; I saw an ad on Qatar living for a apartment to be rented in Al Sadd for 8000 QAR. The ad specifically said no comission. I went to see the apartment ; the current tenant just moved in first of August ; and needs to vacate the premises closer to his job ; and needs to find a replacement tenant to take over the lease. I agreed. Then one day before signing the contract with the LANDLORD ; I receive a call from the current tenant informing me that he paid commission to the person who assisted him in finding the apartment ; and that I need to pay him part of the comssion since he only lived there for a month. I thought bout it ; if i disagree ; he will find another renter. So I said ok . Then I signed the contract with the landlord ; and there is no mention of commission on the contract . Now I am living in the new apartment. Do I have to pay the previous tenant the comission ; since I already agreed ; depsite the ad in qatar living saying no comission and also the contract i signed doesnt mention any comission ; the previous tenant said he is not liable for the comission as he only lived there for a few weeks. Please help.,yes,"Input: here is my situation. On August 29 ; I saw an ad on Qatar living for a apartment to be rented in Al Sadd for 8000 QAR. The ad specifically said no comission. I went to see the apartment ; the current tenant just moved in first of August ; and needs to vacate the premises closer to his job ; and needs to find a replacement tenant to take over the lease. I agreed. Then one day before signing the contract with the LANDLORD ; I receive a call from the current tenant informing me that he paid commission to the person who assisted him in finding the apartment ; and that I need to pay him part of the comssion since he only lived there for a month. I thought bout it ; if i disagree ; he will find another renter. So I said ok . Then I signed the contract with the landlord ; and there is no mention of commission on the contract . Now I am living in the new apartment. Do I have to pay the previous tenant the comission ; since I already agreed ; depsite the ad in qatar living saying no comission and also the contract i signed doesnt mention any comission ; the previous tenant said he is not liable for the comission as he only lived there for a few weeks. Please help. Answer: yes
"
Just arriving from UK. Very Green indeed. Any nice Pub around? Please help,yes,"Input: Just arriving from UK. Very Green indeed. Any nice Pub around? Please help Answer: yes
"
she developed a cough a week ago and now it is dry. please advise a good doctor for her... thanks.,yes,"Input: she developed a cough a week ago and now it is dry. please advise a good doctor for her... thanks. Answer: yes
"
I have finaly got my Res Permit; and my Russia wife and two young children will be coming to Doha in a two weeks; once their Family/dependent visa is ready. We have a great Nanny that is from the Ukrain that we want to bring with us when my wife comes. I understand that we can not invite the nanny until my wife/kids have a residence permit...BUT WE NEED A NANNY THE VERY FIRST DAY MY WIFE ARRIVES IN DOHA! I am looking for an agency that can immediatly hire my Ukrainian Nanny. I will then hire the agency to provide nanny services. After a few months; once my wife has her Residence Permit and we can get the proper paperwork in place; we will become a direct sponcer of our nanny; and hire her directy. Any one know of an agency that can help getting my Ukrainian nanny to Doha? I seem to only be able to find agencies that deal with Asian maids/nannys.,yes,"Input: I have finaly got my Res Permit; and my Russia wife and two young children will be coming to Doha in a two weeks; once their Family/dependent visa is ready. We have a great Nanny that is from the Ukrain that we want to bring with us when my wife comes. I understand that we can not invite the nanny until my wife/kids have a residence permit...BUT WE NEED A NANNY THE VERY FIRST DAY MY WIFE ARRIVES IN DOHA! I am looking for an agency that can immediatly hire my Ukrainian Nanny. I will then hire the agency to provide nanny services. After a few months; once my wife has her Residence Permit and we can get the proper paperwork in place; we will become a direct sponcer of our nanny; and hire her directy. Any one know of an agency that can help getting my Ukrainian nanny to Doha? I seem to only be able to find agencies that deal with Asian maids/nannys. Answer: yes
"
