input,output,text
"@user yes ironic that the alarmists are the actual ""deniers #SemST ",yes,"Input: @user yes ironic that the alarmists are the actual ""deniers #SemST  Answer: yes
"
"The only thing ""man made"" about global warming is the false narrative. #WakeUpAmerica #boycottSanFrancisco #Election2016 #SemST ",yes,"Input: The only thing ""man made"" about global warming is the false narrative. #WakeUpAmerica #boycottSanFrancisco #Election2016 #SemST  Answer: yes
"
@user Hey Justin I will give you 50 cents if you stop talking about climate 'Change' #Ottawa #davidsuzuki #cbc #SemST ,yes,"Input: @user Hey Justin I will give you 50 cents if you stop talking about climate 'Change' #Ottawa #davidsuzuki #cbc #SemST  Answer: yes
"
ONE Volcano emits more pollution than man has in our HISTORY! #SemST ,yes,"Input: ONE Volcano emits more pollution than man has in our HISTORY! #SemST  Answer: yes
"
"We are not ""killing the Earth"". The Earth has been through worse and will be fine after all humans suffocate, drown or starve #SemST ",yes,"Input: We are not ""killing the Earth"". The Earth has been through worse and will be fine after all humans suffocate, drown or starve #SemST  Answer: yes
"
Paul Leadley Talking about #biodiversity scenarios under #h22 #CFCC15 #SemST ,no,"Input: Paul Leadley Talking about #biodiversity scenarios under #h22 #CFCC15 #SemST  Answer: no
"
@user @user Nobody denies the climate changes. #SemST ,no,"Input: @user @user Nobody denies the climate changes. #SemST  Answer: no
"
Will the world place sanctions on #Australia for it's insane pursuit of new massive #coal mines? #UN #auspol #sanctions #SemST ,no,"Input: Will the world place sanctions on #Australia for it's insane pursuit of new massive #coal mines? #UN #auspol #sanctions #SemST  Answer: no
"
@user what's the plan for getting job-creating big green energy corps located here in #alberta? #taxbreaks #jobs #SemST ,no,"Input: @user what's the plan for getting job-creating big green energy corps located here in #alberta? #taxbreaks #jobs #SemST  Answer: no
"
Eager to learn at the Modern Prosperity event at the @user hosted by  @user #carbonpricing #jobsjusticeclimate #SemST ,no,"Input: Eager to learn at the Modern Prosperity event at the @user hosted by  @user #carbonpricing #jobsjusticeclimate #SemST  Answer: no
"
Rec high temp for this date in Charlotte is 101*. That was set in 1926. T-models were the worst for dangerous emissions. #SemST ,no,"Input: Rec high temp for this date in Charlotte is 101*. That was set in 1926. T-models were the worst for dangerous emissions. #SemST  Answer: no
"
We are causing the ice masses of Earth to melt at an alarming rate. #SemST ,no,"Input: We are causing the ice masses of Earth to melt at an alarming rate. #SemST  Answer: no
"
"Maybe we should start ""labelling every #product"" made with its ""#Environmental #footprint""? Sooner or later we must act! #SemST ",no,"Input: Maybe we should start ""labelling every #product"" made with its ""#Environmental #footprint""? Sooner or later we must act! #SemST  Answer: no
"
It literarly just took me 10 minutes to get in a bus because an old lady just had to go in front of everyone... #SemST ,no,"Input: It literarly just took me 10 minutes to get in a bus because an old lady just had to go in front of everyone... #SemST  Answer: no
"
67 degrees Fahrenheit on July 8th. I love this weather! #PureMichigan #SemST ,no,"Input: 67 degrees Fahrenheit on July 8th. I love this weather! #PureMichigan #SemST  Answer: no
"
We need governments and corporations to respond AND ordinary people to change our daily habits to consume less. #SemST ,no,"Input: We need governments and corporations to respond AND ordinary people to change our daily habits to consume less. #SemST  Answer: no
"
#Defrance: displacements due to natural disasters higher than those caused by conflicts #migration #development #CFCC #S2242 #SemST ,no,"Input: #Defrance: displacements due to natural disasters higher than those caused by conflicts #migration #development #CFCC #S2242 #SemST  Answer: no
"
@user Tuvalu has been at the forefront of dealing with consequences of climate change. They are realists #auspol #SemST ,no,"Input: @user Tuvalu has been at the forefront of dealing with consequences of climate change. They are realists #auspol #SemST  Answer: no
"
#Follow @user US leader in weather #riskmanagement . Helping the world's #economy adapt to climate change. #SemST ,no,"Input: #Follow @user US leader in weather #riskmanagement . Helping the world's #economy adapt to climate change. #SemST  Answer: no
"
Zinta Zommers: need for a unified tool to bring all these variabilities together #CFCC15 #climate #SemST ,no,"Input: Zinta Zommers: need for a unified tool to bring all these variabilities together #CFCC15 #climate #SemST  Answer: no
"
The biggest terror threat in the World is climate change #drought #floods #SemST ,no,"Input: The biggest terror threat in the World is climate change #drought #floods #SemST  Answer: no
"
#KCA #VoteJKT48ID ClimateCommRPB: The green diet: how to eat healthy and save the planet #SemST ,no,"Input: #KCA #VoteJKT48ID ClimateCommRPB: The green diet: how to eat healthy and save the planet #SemST  Answer: no
"
"Food and water security are intertwined: ""Adaptation costs water."" #CFCC15 #journey2015 #L25 #SemST ",no,"Input: Food and water security are intertwined: ""Adaptation costs water."" #CFCC15 #journey2015 #L25 #SemST  Answer: no
"
@user Rettet die Erde! Save the Earth!  #SemST ,no,"Input: @user Rettet die Erde! Save the Earth!  #SemST  Answer: no
"
@user This is not a fantasy this is negligence collusion with criminal corporations acting with negligence to #Ecocide #SemST ,no,"Input: @user This is not a fantasy this is negligence collusion with criminal corporations acting with negligence to #Ecocide #SemST  Answer: no
"
We're Committed to Green in Our Dreams: @user What'll Drive Change is Power of Parents & Grandparents #CSOTA #SemST ,no,"Input: We're Committed to Green in Our Dreams: @user What'll Drive Change is Power of Parents & Grandparents #CSOTA #SemST  Answer: no
"
Be kind to the earth beneath your feet.  #environment #SemST ,no,"Input: Be kind to the earth beneath your feet.  #environment #SemST  Answer: no
"
@user anthropogenicthat which is caused by humans; #SnowballJim #SemST ,no,"Input: @user anthropogenicthat which is caused by humans; #SnowballJim #SemST  Answer: no
"
"Growing concern of Pacific Islanders to adapt to sea level rise, increasing storminess; want to avoid becoming CC refugees #SemST ",no,"Input: Growing concern of Pacific Islanders to adapt to sea level rise, increasing storminess; want to avoid becoming CC refugees #SemST  Answer: no
"
