input,output,text
"At 11:00 tonight, 36-year-old driver, Wang Sheng, with 15 years of driving experience, honked a long horn and drove a large container truck out the door of Huzhou Yinge Outdoor Travel Goods Co., Ltd. His destination is Guangyuan City, an earthquake-stricken area in Sichuan Province, which is 2000 kilometers away. Watching the departing vehicle, Chairman of ""Yinge"", Tang Ye, said with tears in his eyes, ""A tent is a home, ah, the suffering compatriots are more anxious than I am!",yes,"Input: At 11:00 tonight, 36-year-old driver, Wang Sheng, with 15 years of driving experience, honked a long horn and drove a large container truck out the door of Huzhou Yinge Outdoor Travel Goods Co., Ltd. His destination is Guangyuan City, an earthquake-stricken area in Sichuan Province, which is 2000 kilometers away. Watching the departing vehicle, Chairman of ""Yinge"", Tang Ye, said with tears in his eyes, ""A tent is a home, ah, the suffering compatriots are more anxious than I am! Answer: yes
"
"powerful waves also damaged 3 km of sea dike , many embankments , over 100 houses , two schools and 30 salt stocks .",yes,"Input: powerful waves also damaged 3 km of sea dike , many embankments , over 100 houses , two schools and 30 salt stocks . Answer: yes
"
"A press conference on the earthquake relief in the ""2.12"" magnitude Keriya earthquake in the Hotan region. Abstract: on February 15, a press conference discussed the whole situation of earthquake relief for the Hotan region, following the ""2.12""magnitude Keriya earthquake, measuring 7.3 on the Richter scale",yes,"Input: A press conference on the earthquake relief in the ""2.12"" magnitude Keriya earthquake in the Hotan region. Abstract: on February 15, a press conference discussed the whole situation of earthquake relief for the Hotan region, following the ""2.12""magnitude Keriya earthquake, measuring 7.3 on the Richter scale Answer: yes
"
"referring to the new construction in the earthquake affected areas particularly due to frequent aftershocks , the chairman erra said the whole new construction and structure in the affected areas would be "" earthquake resistance "" and with proper heating system .",yes,"Input: referring to the new construction in the earthquake affected areas particularly due to frequent aftershocks , the chairman erra said the whole new construction and structure in the affected areas would be "" earthquake resistance "" and with proper heating system . Answer: yes
"
"The strongest earthquake in a generation occurred in Sichuan, China yesterday, resulting in tens of thousands of people being killed, missing, or buried underneath the debris of collapsed housing estates. Emergency rescue efforts were launched across the country as a result. A magnitude 7.9 strong earthquake hit Sichuan, China, causing schools, houses, and factories to collapse. The military and rescue teams in all areas scrambled to advance to the disaster areas by air, land, or sea",yes,"Input: The strongest earthquake in a generation occurred in Sichuan, China yesterday, resulting in tens of thousands of people being killed, missing, or buried underneath the debris of collapsed housing estates. Emergency rescue efforts were launched across the country as a result. A magnitude 7.9 strong earthquake hit Sichuan, China, causing schools, houses, and factories to collapse. The military and rescue teams in all areas scrambled to advance to the disaster areas by air, land, or sea Answer: yes
"
"in addition to rebuilding schools , the aim is to create capacity to formulate policy , train teachers and refine the curriculum and textbooks .",yes,"Input: in addition to rebuilding schools , the aim is to create capacity to formulate policy , train teachers and refine the curriculum and textbooks . Answer: yes
"
traffic long the kasara ghat on mumbai-agra road ( national highway no. 3 ) towards nashik and mumbai is blocked by highway police due to heavy rains & overtopping of floods on bridge near shahapur & on bhivandi bypass .,yes,"Input: traffic long the kasara ghat on mumbai-agra road ( national highway no. 3 ) towards nashik and mumbai is blocked by highway police due to heavy rains & overtopping of floods on bridge near shahapur & on bhivandi bypass . Answer: yes
"
172 hectares of banana plantations 106 classrooms destroyed ngoma,yes,"Input: 172 hectares of banana plantations 106 classrooms destroyed ngoma Answer: yes
"
"instead of providing emergency shelter in public buildings which the indian government closed , collective centres were set up which also provided material for provisional shelters .",yes,"Input: instead of providing emergency shelter in public buildings which the indian government closed , collective centres were set up which also provided material for provisional shelters . Answer: yes
"
"of the 25 sites in total in northern sri lanka , oxfam has been given responsibility to cover all requirements for water and sanitation , garbage disposal , and semipermanent community building for all 12 sites in killinochchi and some of the 13 sites in mullaitivu",yes,"Input: of the 25 sites in total in northern sri lanka , oxfam has been given responsibility to cover all requirements for water and sanitation , garbage disposal , and semipermanent community building for all 12 sites in killinochchi and some of the 13 sites in mullaitivu Answer: yes
"
