input,output,text
"#BCOG @user she is cool, confident, cocky, and she kicks ass!!! @user @user @user ",yes,"Input: #BCOG @user she is cool, confident, cocky, and she kicks ass!!! @user @user @user  Answer: yes
"
Ain’t nobody shit if you ask me... including myself. ,yes,"Input: Ain’t nobody shit if you ask me... including myself.  Answer: yes
"
#StopEtchecopar? Fuck you all 🖕🖕🖕🖕🖕 Que florezcan mil Baby Etchecopar 🌻🌻🌻 ,yes,"Input: #StopEtchecopar? Fuck you all 🖕🖕🖕🖕🖕 Que florezcan mil Baby Etchecopar 🌻🌻🌻  Answer: yes
"
#NightMayor 's DT cycle track can easily open Antifa tennis courts inside Crescent Heights until we are able to trash Nenshi’s communist vape shop! ,yes,"Input: #NightMayor 's DT cycle track can easily open Antifa tennis courts inside Crescent Heights until we are able to trash Nenshi’s communist vape shop!  Answer: yes
"
@user @user @user She is the most disingenuous person in the Senate. If she was my Senator I would hide in shame after her despicable behavior in the SCOTUS hearings. ,yes,"Input: @user @user @user She is the most disingenuous person in the Senate. If she was my Senator I would hide in shame after her despicable behavior in the SCOTUS hearings.  Answer: yes
"
"#Elitist #Actors #NBC #Liberals of #Dems in #Hollywood at the #Emmy Awards a 'toothless' #NBC self-promotion onslaught peppered with #MeToo cracks but it was planned, staged and okay because they are #Democrats #Socialist #Liberals of the #Left #WALKAWAY ! ",yes,"Input: #Elitist #Actors #NBC #Liberals of #Dems in #Hollywood at the #Emmy Awards a 'toothless' #NBC self-promotion onslaught peppered with #MeToo cracks but it was planned, staged and okay because they are #Democrats #Socialist #Liberals of the #Left #WALKAWAY !  Answer: yes
"
"3 days before BBC Radio 2’s Festival in a Day, they decide to tell us that their headline act isn’t coming anymore. Thanks a lot, now I’ve paid a fortune to see a tonne of acts who are shit and who are of no interest to me 😑👍🏻 ",yes,"Input: 3 days before BBC Radio 2’s Festival in a Day, they decide to tell us that their headline act isn’t coming anymore. Thanks a lot, now I’ve paid a fortune to see a tonne of acts who are shit and who are of no interest to me 😑👍🏻  Answer: yes
"
#OITNB. She is the worst public defender. Trailing her pen uner the words. ,yes,"Input: #OITNB. She is the worst public defender. Trailing her pen uner the words.  Answer: yes
"
"#DisarmThem? This goes to show how moronic Antifa types are, because this is a good way to encourage some dumbass to rightfully get speedrocked. Open carry users practice weapon retention. Gun grabs will go very badly for you if you try. You will get shot, so don't do it. #2A ",yes,"Input: #DisarmThem? This goes to show how moronic Antifa types are, because this is a good way to encourage some dumbass to rightfully get speedrocked. Open carry users practice weapon retention. Gun grabs will go very badly for you if you try. You will get shot, so don't do it. #2A  Answer: yes
"
"28, 27, 25 and 21 but like,, it’s still really miserable and unpleasant for us?? And like they even told me how they weren’t happy and would have got divorced before I was even born so I’m like cool cool I was literally born into hatred that’s awesome no wonder I’m such a fuckup ",yes,"Input: 28, 27, 25 and 21 but like,, it’s still really miserable and unpleasant for us?? And like they even told me how they weren’t happy and would have got divorced before I was even born so I’m like cool cool I was literally born into hatred that’s awesome no wonder I’m such a fuckup  Answer: yes
"
"#Barbara Boxer If LIBERALS Want to Use RAPE as a Political Tactic! THEY Had Better Have Some HARD EVIDENCE! Her Word Isn't Evidence!!! Its Called HEARSAY . On that note, I Could Say ' YOU  ' Cornered Me In A Bathroom, And put YOUR Hands All Over Me' 35 Years Ago. PROVE ME WRONG ",yes,"Input: #Barbara Boxer If LIBERALS Want to Use RAPE as a Political Tactic! THEY Had Better Have Some HARD EVIDENCE! Her Word Isn't Evidence!!! Its Called HEARSAY . On that note, I Could Say ' YOU  ' Cornered Me In A Bathroom, And put YOUR Hands All Over Me' 35 Years Ago. PROVE ME WRONG  Answer: yes
"
"50 Cent Calls Out Joe Budden's Bullshit"""" On Instagram ",yes,"Input: 50 Cent Calls Out Joe Budden's Bullshit"""" On Instagram  Answer: yes
"
#FortniteBattleRoyale #XboxShare @user   Please ban this cheating scum.  he is literally invisible ,yes,"Input: #FortniteBattleRoyale #XboxShare @user   Please ban this cheating scum.  he is literally invisible  Answer: yes
"
#FortniteBattleRoyale #XboxShare @user   Please ban this cheating scum.  he is literally invisible ,yes,"Input: #FortniteBattleRoyale #XboxShare @user   Please ban this cheating scum.  he is literally invisible  Answer: yes
"
#AVALANCHE I'm sorry! I see you! I love you! I was an asshole! You know how we are #maga ,yes,"Input: #AVALANCHE I'm sorry! I see you! I love you! I was an asshole! You know how we are #maga  Answer: yes
"
@user @user @user @user Beats the hell NJ out of me lol. Dude already made the assumption that I'm antifa. He even ignored all the evidence to make that assumption. ,yes,"Input: @user @user @user @user Beats the hell NJ out of me lol. Dude already made the assumption that I'm antifa. He even ignored all the evidence to make that assumption.  Answer: yes
"
"@user  Stick to Comedy ... You weren't that funny yo start with, but that political commentary of yours is pathetic !!! ",yes,"Input: @user  Stick to Comedy ... You weren't that funny yo start with, but that political commentary of yours is pathetic !!!  Answer: yes
"
"@user The difference between you and I as I stated before, and this inane asinine comment have solidified is I bring facts and truth, while all you have is lies and bullshit. Present a single shred of credible evidence to support a single thing you've just said. Lies is all you've got. ",yes,"Input: @user The difference between you and I as I stated before, and this inane asinine comment have solidified is I bring facts and truth, while all you have is lies and bullshit. Present a single shred of credible evidence to support a single thing you've just said. Lies is all you've got.  Answer: yes
"
2018 not surprised it starts from the top!!!  Karma a bitch watch!!!! ,yes,"Input: 2018 not surprised it starts from the top!!!  Karma a bitch watch!!!!  Answer: yes
"
"#OrrinHatch I can’t believe this sexist , clueless, old fart gets to weigh in on another woman’s charges against a Supreme Court nominee. And he is spouting the same old nasty shit he spewed 20+ years ago against Anita Hill. His time’s up! Good riddance Neanderthal! ",yes,"Input: #OrrinHatch I can’t believe this sexist , clueless, old fart gets to weigh in on another woman’s charges against a Supreme Court nominee. And he is spouting the same old nasty shit he spewed 20+ years ago against Anita Hill. His time’s up! Good riddance Neanderthal!  Answer: yes
"
"#Antifa, September 22: Stop the fascist NVU in #Amsterdam! ",yes,"Input: #Antifa, September 22: Stop the fascist NVU in #Amsterdam!  Answer: yes
"
#TheView stormy was in trapped by a dollar bill in her face poor pornstar but no worries the Democratic Party she is the leader of ,yes,"Input: #TheView stormy was in trapped by a dollar bill in her face poor pornstar but no worries the Democratic Party she is the leader of  Answer: yes
"
#Conservatives do NOT represent all Canadians.   They are Authoritarian scum.   #cdnpoli #onpoli ,yes,"Input: #Conservatives do NOT represent all Canadians.   They are Authoritarian scum.   #cdnpoli #onpoli  Answer: yes
"
"#Ted always has a feel for the most appropriate public behavior. But, often, he is unable to control himself. #GOPDysfunction ",yes,"Input: #Ted always has a feel for the most appropriate public behavior. But, often, he is unable to control himself. #GOPDysfunction  Answer: yes
"
@user To demonstrate how wholly incapable of carrying a thought to its logical conclusion she is? ,yes,"Input: @user To demonstrate how wholly incapable of carrying a thought to its logical conclusion she is?  Answer: yes
"
@user #MoreBS = MORE #BARRYSOETOROBULLSHIT ,yes,"Input: @user #MoreBS = MORE #BARRYSOETOROBULLSHIT  Answer: yes
"
"#ConfirmKavanugh now, stall tactics are DC cronies only recourse. No more delays.  #VoteRed to end this madness and to #MAGA ",yes,"Input: #ConfirmKavanugh now, stall tactics are DC cronies only recourse. No more delays.  #VoteRed to end this madness and to #MAGA  Answer: yes
"
"#Christian #America – If we go by #Trump’s example, where liberals support open borders, I guess conservatives support school shootings.   Please explain how this makes America great again. ",yes,"Input: #Christian #America – If we go by #Trump’s example, where liberals support open borders, I guess conservatives support school shootings.   Please explain how this makes America great again.  Answer: yes
"
#TheView #BothamJean I don't believe #AmyGuyger she is a lying pos! I live near a police station..I hope and pray a cop doesn't bust up in my house thinking it's his/hers and kills me..my God..we/people of color are police prey..we're always in police cross-hairs..no matter what ,yes,"Input: #TheView #BothamJean I don't believe #AmyGuyger she is a lying pos! I live near a police station..I hope and pray a cop doesn't bust up in my house thinking it's his/hers and kills me..my God..we/people of color are police prey..we're always in police cross-hairs..no matter what  Answer: yes
"
"@user #ThoseThatAreTheLoudest are afraid, JUSTICE is coming #Bono is a scam just like the #ClintonFoundation #PedoWood #Haiti ",yes,"Input: @user #ThoseThatAreTheLoudest are afraid, JUSTICE is coming #Bono is a scam just like the #ClintonFoundation #PedoWood #Haiti  Answer: yes
"
Amazon will ship live Christmas trees to your door — but will they stay and put on the damn lights? ,yes,"Input: Amazon will ship live Christmas trees to your door — but will they stay and put on the damn lights?  Answer: yes
"
@user @user 😂 You do not like the Jewish people because you ALL claims they are holding all the money. Sound familiar? Your left wing libtard  family is the family of the KKK. You do not hate Jews? That’s funny. Gun control; even funnier. Good luck ,yes,"Input: @user @user 😂 You do not like the Jewish people because you ALL claims they are holding all the money. Sound familiar? Your left wing libtard  family is the family of the KKK. You do not hate Jews? That’s funny. Gun control; even funnier. Good luck  Answer: yes
"
#ArrestGeorgeSoros He Funds #DomesticTerrorists #Antifa ,yes,"Input: #ArrestGeorgeSoros He Funds #DomesticTerrorists #Antifa  Answer: yes
"
#Cuckservative Traitors Are Worse Than Fortnite Players #Conservatives #TriggerWarningRadio ,yes,"Input: #Cuckservative Traitors Are Worse Than Fortnite Players #Conservatives #TriggerWarningRadio  Answer: yes
"
#Liberals are so pathetic!  INNOCENT UNTIL PROVEN GUILTY mean much?  #Democrats should look at their own party if they need a rapist to hang!  #KavanaughIsInnocent #WalkAwayFromDemocrats. #LiberalLies are straight from the Pitts of HELL 🔥 ,yes,"Input: #Liberals are so pathetic!  INNOCENT UNTIL PROVEN GUILTY mean much?  #Democrats should look at their own party if they need a rapist to hang!  #KavanaughIsInnocent #WalkAwayFromDemocrats. #LiberalLies are straight from the Pitts of HELL 🔥  Answer: yes
"
#LiberalismIsAMentalDisorder #Hypocrites #DemocratsHateAmerica #DemocratsAreDangerous EVERYTHING LIBERALS TOUCH TURNS TO ABSOLUTE SHIT. ,yes,"Input: #LiberalismIsAMentalDisorder #Hypocrites #DemocratsHateAmerica #DemocratsAreDangerous EVERYTHING LIBERALS TOUCH TURNS TO ABSOLUTE SHIT.  Answer: yes
"
Anyone who finds M*neta's behavior funny can fuck off and die ,yes,"Input: Anyone who finds M*neta's behavior funny can fuck off and die  Answer: yes
"
*gets all the bitches* ,yes,"Input: *gets all the bitches*  Answer: yes
"
#Antifa: Take note of how to protest with civility.   This is why socialism (aka communism) will never win. It is inherently evil and unsustainable. ,yes,"Input: #Antifa: Take note of how to protest with civility.   This is why socialism (aka communism) will never win. It is inherently evil and unsustainable.  Answer: yes
"
#DespicableDems lie again about rifles. Dem Distorted the Law to Push Gun-Control at Kavanaugh Confirmation via @user ,yes,"Input: #DespicableDems lie again about rifles. Dem Distorted the Law to Push Gun-Control at Kavanaugh Confirmation via @user  Answer: yes
"
