input,output,text
"in sri lanka , direct relief is working to provide secure , long-lasting access to clean drinking water in the most severely affected neighborhoods of the hard hit north and east coasts by funding the construction of wells .",yes,"Input: in sri lanka , direct relief is working to provide secure , long-lasting access to clean drinking water in the most severely affected neighborhoods of the hard hit north and east coasts by funding the construction of wells . Answer: yes
"
an official added that the facilities are using jhelum river water and are purifying all chemical and bacterial contamination .,yes,"Input: an official added that the facilities are using jhelum river water and are purifying all chemical and bacterial contamination . Answer: yes
"
"it 's a small bottle of -- it 's called hydrogen -- i 'm sorry , sodium hydrochloride , and it is -- you put a capful in a 10-liter water container , you mix it around , and it will purify the water .",yes,"Input: it 's a small bottle of -- it 's called hydrogen -- i 'm sorry , sodium hydrochloride , and it is -- you put a capful in a 10-liter water container , you mix it around , and it will purify the water . Answer: yes
"
"“ where there is no provision of electricity , solar submersible pumps will be installed to provide clean drinking water to the people and the livestock , ” says the report .",yes,"Input: “ where there is no provision of electricity , solar submersible pumps will be installed to provide clean drinking water to the people and the livestock , ” says the report . Answer: yes
"
"Records indicate that Mother Nature has meted out punishment to humankind on a total of three occasions during the last one-hundred years. Two of these instances were in China. One instance was the great flood of 1931, in which in excess of 3.5 million people died in China",yes,"Input: Records indicate that Mother Nature has meted out punishment to humankind on a total of three occasions during the last one-hundred years. Two of these instances were in China. One instance was the great flood of 1931, in which in excess of 3.5 million people died in China Answer: yes
"
"continuing sri lanka 's assistance to maldives to address ongoing water crisis in the capital , male , sri lanka air force in a special humanitarian operation transported essential spares and accessories by air for the repairs of desalination facility in male , yesterday ( 11 th dec ) .",yes,"Input: continuing sri lanka 's assistance to maldives to address ongoing water crisis in the capital , male , sri lanka air force in a special humanitarian operation transported essential spares and accessories by air for the repairs of desalination facility in male , yesterday ( 11 th dec ) . Answer: yes
"
extreme water shortage caused by two to three years of failed rains has killed huge numbers of farm animals and severely reduced crop production .,yes,"Input: extreme water shortage caused by two to three years of failed rains has killed huge numbers of farm animals and severely reduced crop production . Answer: yes
"
"the commission said the city is in dire need of food , cereals , medicines and water treatment devices , warning against "" a health calamity "" due to the destroyed sewerage system .",yes,"Input: the commission said the city is in dire need of food , cereals , medicines and water treatment devices , warning against "" a health calamity "" due to the destroyed sewerage system . Answer: yes
"
"in torit , hundreds of committed volunteers like martin are going house-to-house , distributing oral rehydration salts and soap and demonstrating how to take care of basic hygiene and use water purification tablets .",yes,"Input: in torit , hundreds of committed volunteers like martin are going house-to-house , distributing oral rehydration salts and soap and demonstrating how to take care of basic hygiene and use water purification tablets . Answer: yes
"
"services to be provided include : water supply ; material aid and psycho-social support to families , including nutrient enriched porridge for children and the elderly ; temporary learning and recreational centers for children .",yes,"Input: services to be provided include : water supply ; material aid and psycho-social support to families , including nutrient enriched porridge for children and the elderly ; temporary learning and recreational centers for children . Answer: yes
"
they disgorged water into underground tanks every 10 kilometres for the thirsty to trek there from far and wide .,yes,"Input: they disgorged water into underground tanks every 10 kilometres for the thirsty to trek there from far and wide . Answer: yes
"
"aai is educating both women and children about the importance of hand washing , disease transmission and how to maintain clean water sources .",yes,"Input: aai is educating both women and children about the importance of hand washing , disease transmission and how to maintain clean water sources . Answer: yes
"
a drainage system and septic tank are being constructed for the juba teaching hospital ( jth ) and the water supply is being improved .,yes,"Input: a drainage system and septic tank are being constructed for the juba teaching hospital ( jth ) and the water supply is being improved . Answer: yes
"
"Furniture fell in the homes of some residents, but road traffic was normal. However, the most recent report stated that two primary schools in Liangping County, Chongqing collapsed. Over 100 students were injured, four students had died, and some students were buried. After the earthquake, the reporter immediately got in touch with the news center at the Three Gorges Reservoir Area and the Three Gorges Dam",yes,"Input: Furniture fell in the homes of some residents, but road traffic was normal. However, the most recent report stated that two primary schools in Liangping County, Chongqing collapsed. Over 100 students were injured, four students had died, and some students were buried. After the earthquake, the reporter immediately got in touch with the news center at the Three Gorges Reservoir Area and the Three Gorges Dam Answer: yes
"
"* there are also fears of disease from ruined sewage systems and drinking water sources , but health minister mohammad naseer khan told reuters vaccination teams were fanning out to innoculate people against diseases such as cholera and tetanus .",yes,"Input: * there are also fears of disease from ruined sewage systems and drinking water sources , but health minister mohammad naseer khan told reuters vaccination teams were fanning out to innoculate people against diseases such as cholera and tetanus . Answer: yes
"
It was reported that money collected by the people to alleviate water shortage in in the South Ambalaje district was embezzled by the administrators,yes,"Input: It was reported that money collected by the people to alleviate water shortage in in the South Ambalaje district was embezzled by the administrators Answer: yes
"
"the overall situation is accompanied with limited camping space , poor hygiene practices , inadequate sanitation facilities and inadequate safe water for drinking .",yes,"Input: the overall situation is accompanied with limited camping space , poor hygiene practices , inadequate sanitation facilities and inadequate safe water for drinking . Answer: yes
"
