input,output,text
Jake shipped the box towards Carson.,yes,"Input: Jake shipped the box towards Carson. Answer: yes
"
I persuaded there to be a problem.,yes,"Input: I persuaded there to be a problem. Answer: yes
"
They caught her without a license is what happened.,yes,"Input: They caught her without a license is what happened. Answer: yes
"
The cook boned the fish of bones.,yes,"Input: The cook boned the fish of bones. Answer: yes
"
The Greeks arrived all.,yes,"Input: The Greeks arrived all. Answer: yes
"
You washed myself.,yes,"Input: You washed myself. Answer: yes
"
I read that Bill had seen myself.,yes,"Input: I read that Bill had seen myself. Answer: yes
"
How hard to read the book it was!,yes,"Input: How hard to read the book it was! Answer: yes
"
Which temple did Athena contemplate the reason that her devotees had built?,yes,"Input: Which temple did Athena contemplate the reason that her devotees had built? Answer: yes
"
Maxwell isn't half the doctor that that he would be if he studied is certain.,yes,"Input: Maxwell isn't half the doctor that that he would be if he studied is certain. Answer: yes
"
The committee hasn't yet made up their mind.,yes,"Input: The committee hasn't yet made up their mind. Answer: yes
"
Any lion is rare.,yes,"Input: Any lion is rare. Answer: yes
"
Gilgamesh might have been not reading the cuneiform tablets.,yes,"Input: Gilgamesh might have been not reading the cuneiform tablets. Answer: yes
"
Whether he left!,yes,"Input: Whether he left! Answer: yes
"
Every reading Shakespeare satisfied me,yes,"Input: Every reading Shakespeare satisfied me Answer: yes
"
Jason killed.,yes,"Input: Jason killed. Answer: yes
"
Did Medea poison who?,yes,"Input: Did Medea poison who? Answer: yes
"
"We gave him enough opportunity and, sure enough, every senator succumbed to corruption.",yes,"Input: We gave him enough opportunity and, sure enough, every senator succumbed to corruption. Answer: yes
"
Oliver addressed the king the letter.,yes,"Input: Oliver addressed the king the letter. Answer: yes
"
Monica covered a blanket over the baby.,yes,"Input: Monica covered a blanket over the baby. Answer: yes
"
The cat was being eating.,yes,"Input: The cat was being eating. Answer: yes
"
The lions ate raw the meat.,yes,"Input: The lions ate raw the meat. Answer: yes
"
Peter is pigs,yes,"Input: Peter is pigs Answer: yes
"
The string cut.,yes,"Input: The string cut. Answer: yes
"
We think for Bill left.,yes,"Input: We think for Bill left. Answer: yes
"
What Medea believed was Jason to be a murderer.,yes,"Input: What Medea believed was Jason to be a murderer. Answer: yes
"
John seems that is nice.,yes,"Input: John seems that is nice. Answer: yes
"
In the corner lay a dog.,yes,"Input: In the corner lay a dog. Answer: yes
"
How do you wonder whether John said Mary solved the problem?,yes,"Input: How do you wonder whether John said Mary solved the problem? Answer: yes
"
Am not I going?,yes,"Input: Am not I going? Answer: yes
"
We persuaded them to examine them.,yes,"Input: We persuaded them to examine them. Answer: yes
"
Carrie touched the stick into the cat.,yes,"Input: Carrie touched the stick into the cat. Answer: yes
"
Every boy has any potatoes.,yes,"Input: Every boy has any potatoes. Answer: yes
"
Wash himself.,yes,"Input: Wash himself. Answer: yes
"
"Kim wanted to go and Sandy wanted, too.",yes,"Input: Kim wanted to go and Sandy wanted, too. Answer: yes
"
Two miles are as far as they can walk.,yes,"Input: Two miles are as far as they can walk. Answer: yes
"
Ann may spending her vacation in Italy.,yes,"Input: Ann may spending her vacation in Italy. Answer: yes
"
Paula swatted the cloth against the fly.,yes,"Input: Paula swatted the cloth against the fly. Answer: yes
"
Which city do you believe the claim that Philip would invade?,yes,"Input: Which city do you believe the claim that Philip would invade? Answer: yes
"
John was cost $10 by the book.,yes,"Input: John was cost $10 by the book. Answer: yes
"
To please John is eager.,yes,"Input: To please John is eager. Answer: yes
"
Fruit hit the roof against the ground.,yes,"Input: Fruit hit the roof against the ground. Answer: yes
"
Cynthia gobbled .,yes,"Input: Cynthia gobbled . Answer: yes
"
I was trying and buying some whiskey.,yes,"Input: I was trying and buying some whiskey. Answer: yes
"
You can rely on that he will help you.,yes,"Input: You can rely on that he will help you. Answer: yes
"
Gwen exchanged the dress to Mary.,yes,"Input: Gwen exchanged the dress to Mary. Answer: yes
"
Absolutely an owl hunts mice.,yes,"Input: Absolutely an owl hunts mice. Answer: yes
"
The only girl for whom it bothers me to wear that old fedora is Annabelle.,yes,"Input: The only girl for whom it bothers me to wear that old fedora is Annabelle. Answer: yes
"
