input,output,text
"At Trade, Anson danced extremely frantically",yes,"Input: At Trade, Anson danced extremely frantically Answer: yes
"
That he ever went there alone is odd.,yes,"Input: That he ever went there alone is odd. Answer: yes
"
Bill's mother's friends and John are waiting at the restaurant.,yes,"Input: Bill's mother's friends and John are waiting at the restaurant. Answer: yes
"
These plants may grow as high as 6 feet.,yes,"Input: These plants may grow as high as 6 feet. Answer: yes
"
Cheese mice love stinks.,yes,"Input: Cheese mice love stinks. Answer: yes
"
That he has blood on his hands proves that John is the murderer.,yes,"Input: That he has blood on his hands proves that John is the murderer. Answer: yes
"
No man has ever beaten the centaur.,yes,"Input: No man has ever beaten the centaur. Answer: yes
"
The explorers cut their way through the jungle.,yes,"Input: The explorers cut their way through the jungle. Answer: yes
"
They have no car.,yes,"Input: They have no car. Answer: yes
"
only the student left.,yes,"Input: only the student left. Answer: yes
"
Plays and ballets alternate.,yes,"Input: Plays and ballets alternate. Answer: yes
"
The oil and vinegar separated.,yes,"Input: The oil and vinegar separated. Answer: yes
"
I read his every book.,yes,"Input: I read his every book. Answer: yes
"
Webster touched a sword after Henry had done so.,yes,"Input: Webster touched a sword after Henry had done so. Answer: yes
"
John has chosen Bill for the position.,yes,"Input: John has chosen Bill for the position. Answer: yes
"
More than two students attended every seminar.,yes,"Input: More than two students attended every seminar. Answer: yes
"
I walk.,yes,"Input: I walk. Answer: yes
"
"This guitar, I've sung folk songs and accompanied myself on it all my life.",yes,"Input: This guitar, I've sung folk songs and accompanied myself on it all my life. Answer: yes
"
Susan wanted Jane to study German.,yes,"Input: Susan wanted Jane to study German. Answer: yes
"
I believed that Otto was wearing this hat.,yes,"Input: I believed that Otto was wearing this hat. Answer: yes
"
They praised them as volunteers.,yes,"Input: They praised them as volunteers. Answer: yes
"
Tom will force you to marry no student.,yes,"Input: Tom will force you to marry no student. Answer: yes
"
Michael left Meg,yes,"Input: Michael left Meg Answer: yes
"
Crystal vases break easily.,yes,"Input: Crystal vases break easily. Answer: yes
"
Whom did Matt kiss?,yes,"Input: Whom did Matt kiss? Answer: yes
"
John learned French perfectly.,yes,"Input: John learned French perfectly. Answer: yes
"
Angela characterized Shelly as a lifesaver.,yes,"Input: Angela characterized Shelly as a lifesaver. Answer: yes
"
Bill pounded the metal.,yes,"Input: Bill pounded the metal. Answer: yes
"
June covered the baby with a blanket.,yes,"Input: June covered the baby with a blanket. Answer: yes
"
John sounded happy.,yes,"Input: John sounded happy. Answer: yes
"
John can't even open an umbrella!,yes,"Input: John can't even open an umbrella! Answer: yes
"
This metal hammers flat easily.,yes,"Input: This metal hammers flat easily. Answer: yes
"
"The more you eat, the less you want.",yes,"Input: The more you eat, the less you want. Answer: yes
"
Rory eats.,yes,"Input: Rory eats. Answer: yes
"
I saw enough of the fool to be convinced.,yes,"Input: I saw enough of the fool to be convinced. Answer: yes
"
He replied that he was happy.,yes,"Input: He replied that he was happy. Answer: yes
"
Did the wealthy young man buy that piano for his secret fiancée?,yes,"Input: Did the wealthy young man buy that piano for his secret fiancée? Answer: yes
"
"He can't possibly do that, can he",yes,"Input: He can't possibly do that, can he Answer: yes
"
You British and you Americans pamper yourselves.,yes,"Input: You British and you Americans pamper yourselves. Answer: yes
"
A choir sang in the church.,yes,"Input: A choir sang in the church. Answer: yes
"
Who was it who interviewed you?,yes,"Input: Who was it who interviewed you? Answer: yes
"
Kim and Sandy is looking for a new bicycle.,yes,"Input: Kim and Sandy is looking for a new bicycle. Answer: yes
"
Bill's reading Shakespeare and Maureen's singing Schubert satisfy me,yes,"Input: Bill's reading Shakespeare and Maureen's singing Schubert satisfy me Answer: yes
"
The bed was slept in by the Shah.,yes,"Input: The bed was slept in by the Shah. Answer: yes
"
Calvin will be eating.,yes,"Input: Calvin will be eating. Answer: yes
"
