input,output,text
"Blue Chips Unchanged, Wal-Mart Weighs",yes,"Input: Blue Chips Unchanged, Wal-Mart Weighs Answer: yes
"
US Airways Pilots Approve 18 Pay Cut,yes,"Input: US Airways Pilots Approve 18 Pay Cut Answer: yes
"
"New housing goals finalized for Fannie, Freddie",yes,"Input: New housing goals finalized for Fannie, Freddie Answer: yes
"
Bidding is hot for hotel eyed for condos,yes,"Input: Bidding is hot for hotel eyed for condos Answer: yes
"
"Tokyo Stocks Higher, Lifted by Survey",yes,"Input: Tokyo Stocks Higher, Lifted by Survey Answer: yes
"
Vioxx Should Have Been Recalled In 2000,yes,"Input: Vioxx Should Have Been Recalled In 2000 Answer: yes
"
Transport strike hits Netherlands,yes,"Input: Transport strike hits Netherlands Answer: yes
"
"Canada, US fail to resolve beef trade dispute",yes,"Input: Canada, US fail to resolve beef trade dispute Answer: yes
"
Citigroup Hits Back at Parmalat,yes,"Input: Citigroup Hits Back at Parmalat Answer: yes
"
Coke to Pay New CEO Same as Predecessor,yes,"Input: Coke to Pay New CEO Same as Predecessor Answer: yes
"
TiVo Net Loss Widens; Subscribers Grow,yes,"Input: TiVo Net Loss Widens; Subscribers Grow Answer: yes
"
GLOBAL MARKETS-Shares and dollar turn south after US data,yes,"Input: GLOBAL MARKETS-Shares and dollar turn south after US data Answer: yes
"
Infineon admits conspiracy in DRAM cartel,yes,"Input: Infineon admits conspiracy in DRAM cartel Answer: yes
"
Plane repos ready to take flight,yes,"Input: Plane repos ready to take flight Answer: yes
"
Dollar Mired Near Lows Before Jobs Data,yes,"Input: Dollar Mired Near Lows Before Jobs Data Answer: yes
"
US Treasuries cut early gains on jobless drop,yes,"Input: US Treasuries cut early gains on jobless drop Answer: yes
"
Update 3: ADM #39;s Earnings Skyrocket; Stocks Soars,yes,"Input: Update 3: ADM #39;s Earnings Skyrocket; Stocks Soars Answer: yes
"
Vivendi surprises with rise in revenue,yes,"Input: Vivendi surprises with rise in revenue Answer: yes
"
"DaimlerChrysler, Bombardier Settle Dispute",yes,"Input: DaimlerChrysler, Bombardier Settle Dispute Answer: yes
"
Anil Ambani authorises mother to take decisions on his behalf,yes,"Input: Anil Ambani authorises mother to take decisions on his behalf Answer: yes
"
Oil Prices Nosedive on Profit-Taking,yes,"Input: Oil Prices Nosedive on Profit-Taking Answer: yes
"
Stewart Asks to Serve Sentence Soon,yes,"Input: Stewart Asks to Serve Sentence Soon Answer: yes
"
Oracle Quarterly Net Income Rises 16 Pct,yes,"Input: Oracle Quarterly Net Income Rises 16 Pct Answer: yes
"
Martha Stewart Living posts bigger loss,yes,"Input: Martha Stewart Living posts bigger loss Answer: yes
"
Molson Will Pay Dividend to Push Through Coors Merger (Update6),yes,"Input: Molson Will Pay Dividend to Push Through Coors Merger (Update6) Answer: yes
"
Lehman in Talks to Buy UK Hedge Fund -WSJ (Reuters),yes,"Input: Lehman in Talks to Buy UK Hedge Fund -WSJ (Reuters) Answer: yes
"
Study: CEOs rewarded for outsourcing,yes,"Input: Study: CEOs rewarded for outsourcing Answer: yes
"
"GM, Daimler Go Green",yes,"Input: GM, Daimler Go Green Answer: yes
"
"GM, Daimler Go Green",yes,"Input: GM, Daimler Go Green Answer: yes
"
Thai Airways orders six Airbus superjumbos,yes,"Input: Thai Airways orders six Airbus superjumbos Answer: yes
"
"New trade war erupts over Boeing, Airbus",yes,"Input: New trade war erupts over Boeing, Airbus Answer: yes
"
Funds: What Makes a Fund a Winner? (Reuters),yes,"Input: Funds: What Makes a Fund a Winner? (Reuters) Answer: yes
"
Atlas Copco to Sell Electric Tool Business,yes,"Input: Atlas Copco to Sell Electric Tool Business Answer: yes
"
A Canadian Invasion,yes,"Input: A Canadian Invasion Answer: yes
"
Oil price rise adds to airlines woes as losses continue,yes,"Input: Oil price rise adds to airlines woes as losses continue Answer: yes
"
Stocks Finish Mixed in Early Close,yes,"Input: Stocks Finish Mixed in Early Close Answer: yes
"
"Stock Futures Flat Before GDP, Fed Speech",yes,"Input: Stock Futures Flat Before GDP, Fed Speech Answer: yes
"
Ex-Enron executive testifies about cover-up,yes,"Input: Ex-Enron executive testifies about cover-up Answer: yes
"
Argentina Views China As Market Economy,yes,"Input: Argentina Views China As Market Economy Answer: yes
"
Antidepressants to Reflect Suicide Risk,yes,"Input: Antidepressants to Reflect Suicide Risk Answer: yes
"
BT to buy Infonet for US\$965mil,yes,"Input: BT to buy Infonet for US\$965mil Answer: yes
"
"Ford Down, Nissan Up in September Sales",yes,"Input: Ford Down, Nissan Up in September Sales Answer: yes
"
Arthritis drug withdrawn after trial,yes,"Input: Arthritis drug withdrawn after trial Answer: yes
"
Intel Taps Otellini As Next CEO,yes,"Input: Intel Taps Otellini As Next CEO Answer: yes
"
Eurostocks Nudge Up on Ericsson,yes,"Input: Eurostocks Nudge Up on Ericsson Answer: yes
"
Wal-Mart Keeps Its September Sales View,yes,"Input: Wal-Mart Keeps Its September Sales View Answer: yes
"
Salvation Army bell ringers booted from Target stores,yes,"Input: Salvation Army bell ringers booted from Target stores Answer: yes
"
"Almost 5,000 jobs cut on Bank of America getting funds",yes,"Input: Almost 5,000 jobs cut on Bank of America getting funds Answer: yes
"
"Treasuries Drop, Foreigners Shun 10-Year",yes,"Input: Treasuries Drop, Foreigners Shun 10-Year Answer: yes
"
"DaimlerChrysler, GM to team up on hybrid engines",yes,"Input: DaimlerChrysler, GM to team up on hybrid engines Answer: yes
"
"ONGC, Cairn Energy decide to team up",yes,"Input: ONGC, Cairn Energy decide to team up Answer: yes
"
Dimon solidifies control at nation #39;s second-largest bank,yes,"Input: Dimon solidifies control at nation #39;s second-largest bank Answer: yes
"
CEO Eisner to Step Down in Sept 2006 -WSJ,yes,"Input: CEO Eisner to Step Down in Sept 2006 -WSJ Answer: yes
"
Job numbers give candidates room to debate,yes,"Input: Job numbers give candidates room to debate Answer: yes
"
Interpublic Posts Wider 3Q Loss,yes,"Input: Interpublic Posts Wider 3Q Loss Answer: yes
"
Kraft Profit Falls on Higher Costs,yes,"Input: Kraft Profit Falls on Higher Costs Answer: yes
"
IBM Claims Its BlueGene Supercomputer Is the Fastest,yes,"Input: IBM Claims Its BlueGene Supercomputer Is the Fastest Answer: yes
"
Philippines GDP grows 6.3 on strong exports,yes,"Input: Philippines GDP grows 6.3 on strong exports Answer: yes
"
Insurance firms can take hit,yes,"Input: Insurance firms can take hit Answer: yes
"
Congress Asks SEC for Mutual Fund Study,yes,"Input: Congress Asks SEC for Mutual Fund Study Answer: yes
"
PepsiCo Reaffirms Its 2005 Outlook,yes,"Input: PepsiCo Reaffirms Its 2005 Outlook Answer: yes
"
China plans renewed bank bailout,yes,"Input: China plans renewed bank bailout Answer: yes
"
"La. Seeks New Bridge, Elevated Highway",yes,"Input: La. Seeks New Bridge, Elevated Highway Answer: yes
"
Holiday Shoppers Off to a Fast Start,yes,"Input: Holiday Shoppers Off to a Fast Start Answer: yes
"
Dollar Stabilizes Above Recent Lows (Reuters),yes,"Input: Dollar Stabilizes Above Recent Lows (Reuters) Answer: yes
"
"Cash America shuffles assets, sets special dividend",yes,"Input: Cash America shuffles assets, sets special dividend Answer: yes
"
Dollar Rises on the Interest Rate Plays,yes,"Input: Dollar Rises on the Interest Rate Plays Answer: yes
"
Boeing CEO says market slower than Airbus suggests,yes,"Input: Boeing CEO says market slower than Airbus suggests Answer: yes
"
Retail Sales Down; Trade Gap Larger (Reuters),yes,"Input: Retail Sales Down; Trade Gap Larger (Reuters) Answer: yes
"
Coke opens fridge door to rivals,yes,"Input: Coke opens fridge door to rivals Answer: yes
"
Update 4: Court Dismisses Suit From Hollinger,yes,"Input: Update 4: Court Dismisses Suit From Hollinger Answer: yes
"
Before the Bell - ESS Technology drops 4.4 pct,yes,"Input: Before the Bell - ESS Technology drops 4.4 pct Answer: yes
"
Update 1: Hollinger to Take \$27M Charge for Suits,yes,"Input: Update 1: Hollinger to Take \$27M Charge for Suits Answer: yes
"
Premier swallows Bird #39;s custard,yes,"Input: Premier swallows Bird #39;s custard Answer: yes
"
Japan Shares Up 2 Percent by Midday,yes,"Input: Japan Shares Up 2 Percent by Midday Answer: yes
"
