input,output,text
Screensaver Strikes Back at Spammers,yes,"Input: Screensaver Strikes Back at Spammers Answer: yes
"
"Sony, IBM, and Toshiba Reveal Additional Details on Cell Chip",yes,"Input: Sony, IBM, and Toshiba Reveal Additional Details on Cell Chip Answer: yes
"
Google Enhances Discussion Groups,yes,"Input: Google Enhances Discussion Groups Answer: yes
"
NASA Finishes Redesigned Shuttle Fuel Tank (Reuters),yes,"Input: NASA Finishes Redesigned Shuttle Fuel Tank (Reuters) Answer: yes
"
Microsoft finalises three-year government deal,yes,"Input: Microsoft finalises three-year government deal Answer: yes
"
Is Apple Photogenic?,yes,"Input: Is Apple Photogenic? Answer: yes
"
Voting Machines Remain Unsecured--Experts,yes,"Input: Voting Machines Remain Unsecured--Experts Answer: yes
"
VeriSign bundles authentication tools,yes,"Input: VeriSign bundles authentication tools Answer: yes
"
"Card fraud unit nets 36,000 cards",yes,"Input: Card fraud unit nets 36,000 cards Answer: yes
"
Gates and Ballmer get pay raises,yes,"Input: Gates and Ballmer get pay raises Answer: yes
"
Bluetooth flying bot creates buzz,yes,"Input: Bluetooth flying bot creates buzz Answer: yes
"
"Blockbuster Cuts Online Price, Challenges Netflix (Reuters)",yes,"Input: Blockbuster Cuts Online Price, Challenges Netflix (Reuters) Answer: yes
"
ObjectWeb adds portal content management middleware,yes,"Input: ObjectWeb adds portal content management middleware Answer: yes
"
Dual Internal Clocks Control Fruit Flies -Study (Reuters),yes,"Input: Dual Internal Clocks Control Fruit Flies -Study (Reuters) Answer: yes
"
"Intel Posts Higher Profit, Sales",yes,"Input: Intel Posts Higher Profit, Sales Answer: yes
"
"Cape Clear, Neon in Web services deal",yes,"Input: Cape Clear, Neon in Web services deal Answer: yes
"
Environment check from crab urine,yes,"Input: Environment check from crab urine Answer: yes
"
Firefox - Ready To Take On Internet Explorer?,yes,"Input: Firefox - Ready To Take On Internet Explorer? Answer: yes
"
Security firm justifies virus writer's job,yes,"Input: Security firm justifies virus writer's job Answer: yes
"
E-Mail And IM Get Closer,yes,"Input: E-Mail And IM Get Closer Answer: yes
"
Photo: SGI's Columbia supercomputer,yes,"Input: Photo: SGI's Columbia supercomputer Answer: yes
"
Tabbed Browsing Flaws Detected,yes,"Input: Tabbed Browsing Flaws Detected Answer: yes
"
Old bones unearth new date for giant deer #39;s last stand,yes,"Input: Old bones unearth new date for giant deer #39;s last stand Answer: yes
"
Music industry group sues 750 for file sharing,yes,"Input: Music industry group sues 750 for file sharing Answer: yes
"
Groups Offers Beer for Blood Donations (AP),yes,"Input: Groups Offers Beer for Blood Donations (AP) Answer: yes
"
Nasa to resume shuttle missions,yes,"Input: Nasa to resume shuttle missions Answer: yes
"
Court rules against state Web-blocking law,yes,"Input: Court rules against state Web-blocking law Answer: yes
"
Microsoft braces for crucial TV test,yes,"Input: Microsoft braces for crucial TV test Answer: yes
"
"Small computers can have multiple personalities, too",yes,"Input: Small computers can have multiple personalities, too Answer: yes
"
Nintendo moving into online within 3 to 4 years,yes,"Input: Nintendo moving into online within 3 to 4 years Answer: yes
"
Discoverer of DNA Fingerprinting Has Concerns About Technology,yes,"Input: Discoverer of DNA Fingerprinting Has Concerns About Technology Answer: yes
"
Apple and U2 co-host autumn music special,yes,"Input: Apple and U2 co-host autumn music special Answer: yes
"
Microsoft makes Exchange road map more mirky,yes,"Input: Microsoft makes Exchange road map more mirky Answer: yes
"
"Sun looks for props with new server, storage hardware",yes,"Input: Sun looks for props with new server, storage hardware Answer: yes
"
Lawmakers give the space agency greater flexibility in its new &lt;b&gt;...&lt;/b&gt;,yes,"Input: Lawmakers give the space agency greater flexibility in its new &lt;b&gt;...&lt;/b&gt; Answer: yes
"
"103 arrests for Internet fraud, related crimes since June: US (AFP)",yes,"Input: 103 arrests for Internet fraud, related crimes since June: US (AFP) Answer: yes
"
The Mozilla Firefox 1.0 is out!,yes,"Input: The Mozilla Firefox 1.0 is out! Answer: yes
"
First Flight of a Wild Condor Chick in California,yes,"Input: First Flight of a Wild Condor Chick in California Answer: yes
"
Xandros rolls out Linux desktop management app,yes,"Input: Xandros rolls out Linux desktop management app Answer: yes
"
Drive maker files counterclaims in patent suit,yes,"Input: Drive maker files counterclaims in patent suit Answer: yes
"
Scammers Could Hijack Pop-Ups,yes,"Input: Scammers Could Hijack Pop-Ups Answer: yes
"
New Game in Town: ESPN Phone,yes,"Input: New Game in Town: ESPN Phone Answer: yes
"
Europeans Eat Less of Dangerous Fatty Foods,yes,"Input: Europeans Eat Less of Dangerous Fatty Foods Answer: yes
"
NetApp CEO: No Storage Spending Shortfall (TechWeb),yes,"Input: NetApp CEO: No Storage Spending Shortfall (TechWeb) Answer: yes
"
Patch in for Microsoft server spoofing flaw,yes,"Input: Patch in for Microsoft server spoofing flaw Answer: yes
"
Google Stock Slips as New Shares Hit Market,yes,"Input: Google Stock Slips as New Shares Hit Market Answer: yes
"
"Blame player, not game",yes,"Input: Blame player, not game Answer: yes
"
AOL beefs up its homeland security,yes,"Input: AOL beefs up its homeland security Answer: yes
"
NASA  #39;scramjet #39; makes historic flight off California,yes,"Input: NASA  #39;scramjet #39; makes historic flight off California Answer: yes
"
Firms announce video antipiracy technology,yes,"Input: Firms announce video antipiracy technology Answer: yes
"
Sony reveals some specs for PSP handheld,yes,"Input: Sony reveals some specs for PSP handheld Answer: yes
"
Sun acquisition to boost IT services portfolio,yes,"Input: Sun acquisition to boost IT services portfolio Answer: yes
"
"Software Licensing Moving Toward Subscription, Utility Models (Ziff Davis)",yes,"Input: Software Licensing Moving Toward Subscription, Utility Models (Ziff Davis) Answer: yes
"
IBM Releasing New Power5-Based Servers,yes,"Input: IBM Releasing New Power5-Based Servers Answer: yes
"
China's Lenovo in talks with 'major IT firm' for acquisition (AFP),yes,"Input: China's Lenovo in talks with 'major IT firm' for acquisition (AFP) Answer: yes
"
Marathoning mice could have Olympian effects on obesity,yes,"Input: Marathoning mice could have Olympian effects on obesity Answer: yes
"
Tracking Service Aims to Ease Product Returns (Ziff Davis),yes,"Input: Tracking Service Aims to Ease Product Returns (Ziff Davis) Answer: yes
"
HP Joins with JBoss on Server Support,yes,"Input: HP Joins with JBoss on Server Support Answer: yes
"
Orion Debuts Cluster Workstation,yes,"Input: Orion Debuts Cluster Workstation Answer: yes
"
Intel Sheds Light on 2005 Desktop Strategy,yes,"Input: Intel Sheds Light on 2005 Desktop Strategy Answer: yes
"
"Barents Sea Under Threat from Fishing, Oil (Reuters)",yes,"Input: Barents Sea Under Threat from Fishing, Oil (Reuters) Answer: yes
"
Wiretapping on the Net: Who pays?,yes,"Input: Wiretapping on the Net: Who pays? Answer: yes
"
IBM posts broad Q3 revenue growth,yes,"Input: IBM posts broad Q3 revenue growth Answer: yes
"
Juniper Takes A Nip Out Of Cisco (BusinessWeek Online),yes,"Input: Juniper Takes A Nip Out Of Cisco (BusinessWeek Online) Answer: yes
"
California group sues Albertson's over privacy concerns,yes,"Input: California group sues Albertson's over privacy concerns Answer: yes
"
Bea Arthur for President,yes,"Input: Bea Arthur for President Answer: yes
"
Who is Hurt by Microsoft #39;s Neglect of Older Browsers?,yes,"Input: Who is Hurt by Microsoft #39;s Neglect of Older Browsers? Answer: yes
"
Sims 2 plays with life addicts,yes,"Input: Sims 2 plays with life addicts Answer: yes
"
Great White Shark Loses Monitor Tag (AP),yes,"Input: Great White Shark Loses Monitor Tag (AP) Answer: yes
"
Obesity Raises Risk for 9 Different Types of Cancer,yes,"Input: Obesity Raises Risk for 9 Different Types of Cancer Answer: yes
"
Iran shuts reformist websites,yes,"Input: Iran shuts reformist websites Answer: yes
"
"Microsoft, Polycom team on collaboration products",yes,"Input: Microsoft, Polycom team on collaboration products Answer: yes
"
Nokia announces Near Field Communication products,yes,"Input: Nokia announces Near Field Communication products Answer: yes
"
"Nokia, NEC Test New IP Multimedia Subsystem",yes,"Input: Nokia, NEC Test New IP Multimedia Subsystem Answer: yes
"
Thunderbird email client goes gold,yes,"Input: Thunderbird email client goes gold Answer: yes
"
NetRatings survey shows broadband users now a majority in US,yes,"Input: NetRatings survey shows broadband users now a majority in US Answer: yes
"
Intel lauds milestone in shrinking chips,yes,"Input: Intel lauds milestone in shrinking chips Answer: yes
"
IBM protects passwords with PC chip,yes,"Input: IBM protects passwords with PC chip Answer: yes
"
Intel silent on Jayhawk replacement,yes,"Input: Intel silent on Jayhawk replacement Answer: yes
"
Australia Police to Trap Cyberspace Pedophiles (Reuters),yes,"Input: Australia Police to Trap Cyberspace Pedophiles (Reuters) Answer: yes
"
Safety First With Latest AOL 9.0,yes,"Input: Safety First With Latest AOL 9.0 Answer: yes
"
Testimony Ends In Evolution Sticker Trial,yes,"Input: Testimony Ends In Evolution Sticker Trial Answer: yes
"
"APPLE #39;S NEWEST WRINKLE: THE CUSTOMIZED, U2 IPOD",yes,"Input: APPLE #39;S NEWEST WRINKLE: THE CUSTOMIZED, U2 IPOD Answer: yes
"
Dinosaur May Have Been Stealth Hunter (AP),yes,"Input: Dinosaur May Have Been Stealth Hunter (AP) Answer: yes
"
NetManage Looks to SOAs with Librados Buy,yes,"Input: NetManage Looks to SOAs with Librados Buy Answer: yes
"
Trash Begins to Clutter Space Station (AP),yes,"Input: Trash Begins to Clutter Space Station (AP) Answer: yes
"
Convicted spammer gets nine years in slammer,yes,"Input: Convicted spammer gets nine years in slammer Answer: yes
"
O2 to roll out i-mode,yes,"Input: O2 to roll out i-mode Answer: yes
"
Apple Sailing on Digital River,yes,"Input: Apple Sailing on Digital River Answer: yes
"
Judge Challenges EU Position on Microsoft (Reuters),yes,"Input: Judge Challenges EU Position on Microsoft (Reuters) Answer: yes
"
MSN Search Engine - Searching for ways to make Redmond rise again,yes,"Input: MSN Search Engine - Searching for ways to make Redmond rise again Answer: yes
"
"Chip power, times 10",yes,"Input: Chip power, times 10 Answer: yes
"
China launches science satellite,yes,"Input: China launches science satellite Answer: yes
"
"In U.S. Market, Cellphone Users Are Often All Talk",yes,"Input: In U.S. Market, Cellphone Users Are Often All Talk Answer: yes
"
Rocky Legends; Tony Hawk's Underground 2; Nisus Writer Express 2.0; Surfsaver 6,yes,"Input: Rocky Legends; Tony Hawk's Underground 2; Nisus Writer Express 2.0; Surfsaver 6 Answer: yes
"
Nation's cybersecurity chief abruptly quits DHS post,yes,"Input: Nation's cybersecurity chief abruptly quits DHS post Answer: yes
"
Scientists Stumped by Dead Croakers (AP),yes,"Input: Scientists Stumped by Dead Croakers (AP) Answer: yes
"
OPM Delving Deeper Into Employees #39; Backgrounds,yes,"Input: OPM Delving Deeper Into Employees #39; Backgrounds Answer: yes
"
"NTT DoCoMo, Mm02 Sign Deal",yes,"Input: NTT DoCoMo, Mm02 Sign Deal Answer: yes
"
US raids Net song swappers,yes,"Input: US raids Net song swappers Answer: yes
"
Microsoft Browser Market Share Slips Slightly,yes,"Input: Microsoft Browser Market Share Slips Slightly Answer: yes
"
Gamers hit stores for release of  quot;PlayStation Portable quot;,yes,"Input: Gamers hit stores for release of  quot;PlayStation Portable quot; Answer: yes
"
IPod Helps Lift Apple's Fourth-Quarter Profit,yes,"Input: IPod Helps Lift Apple's Fourth-Quarter Profit Answer: yes
"
Yahoo: Internet withdrawal anguishing,yes,"Input: Yahoo: Internet withdrawal anguishing Answer: yes
"
Gas prices up 5 cents after Hurricane Ivan,yes,"Input: Gas prices up 5 cents after Hurricane Ivan Answer: yes
"
August Chip Sales Growth Slows on High Inventory,yes,"Input: August Chip Sales Growth Slows on High Inventory Answer: yes
"
Dell and Microsoft Launch Joint Software (AP),yes,"Input: Dell and Microsoft Launch Joint Software (AP) Answer: yes
"
Apple Blocks Use of RealNetworks #39; Music on iPod Photo,yes,"Input: Apple Blocks Use of RealNetworks #39; Music on iPod Photo Answer: yes
"
McCain again opposes the president,yes,"Input: McCain again opposes the president Answer: yes
"
mmO2: i-mode launch looks certain,yes,"Input: mmO2: i-mode launch looks certain Answer: yes
"
Shaving Time From The Virus Race,yes,"Input: Shaving Time From The Virus Race Answer: yes
"
Google Founders Selling Off Stock,yes,"Input: Google Founders Selling Off Stock Answer: yes
"
Hotmail Fights Fraud and Gmail with New Domains,yes,"Input: Hotmail Fights Fraud and Gmail with New Domains Answer: yes
"
Microsoft spends 1bn to keep out the hackers,yes,"Input: Microsoft spends 1bn to keep out the hackers Answer: yes
"
Yahoo offers personal search,yes,"Input: Yahoo offers personal search Answer: yes
"
MPAA asks Supreme Court to rule on P-to-P cases,yes,"Input: MPAA asks Supreme Court to rule on P-to-P cases Answer: yes
"
Glacier Grows in Mount St. Helen's Crater (AP),yes,"Input: Glacier Grows in Mount St. Helen's Crater (AP) Answer: yes
"
Midtier ERP Vendors Can Capitalize On Oracle Antitrust Verdict,yes,"Input: Midtier ERP Vendors Can Capitalize On Oracle Antitrust Verdict Answer: yes
"
Cisco switch products target small business,yes,"Input: Cisco switch products target small business Answer: yes
"
The Lowdown on Downloading Music,yes,"Input: The Lowdown on Downloading Music Answer: yes
"
The Race is On: Second Private Team Sets Launch Date for Human Spaceflight (SPACE.com),yes,"Input: The Race is On: Second Private Team Sets Launch Date for Human Spaceflight (SPACE.com) Answer: yes
"
Next Version of Windows for PC's to Ship in 2006,yes,"Input: Next Version of Windows for PC's to Ship in 2006 Answer: yes
"
Microsoft expands mainframe pitch,yes,"Input: Microsoft expands mainframe pitch Answer: yes
"
Grand Central spiffs up integration service,yes,"Input: Grand Central spiffs up integration service Answer: yes
"
TiVo loss widens,yes,"Input: TiVo loss widens Answer: yes
"
Sony Announces the Clie VZ90 Handheld For Japan,yes,"Input: Sony Announces the Clie VZ90 Handheld For Japan Answer: yes
"
Japan Gadget Turns Plants Into Speakers (AP),yes,"Input: Japan Gadget Turns Plants Into Speakers (AP) Answer: yes
"
Halo 2; Donkey Konga,yes,"Input: Halo 2; Donkey Konga Answer: yes
"
Life without numbers in a unique Amazon tribe,yes,"Input: Life without numbers in a unique Amazon tribe Answer: yes
"
Tacoma weathers ERP and CRM 'perfect storm',yes,"Input: Tacoma weathers ERP and CRM 'perfect storm' Answer: yes
"
AOL Updates Audio Video Search SingingFish,yes,"Input: AOL Updates Audio Video Search SingingFish Answer: yes
"
Astronomers ready for comet-smashing mission,yes,"Input: Astronomers ready for comet-smashing mission Answer: yes
"
Bloglines aims for simplicity (SiliconValley.com),yes,"Input: Bloglines aims for simplicity (SiliconValley.com) Answer: yes
"
Picking Your Perfect PCI Express PC,yes,"Input: Picking Your Perfect PCI Express PC Answer: yes
"
Microsoft open-sources Web authoring application,yes,"Input: Microsoft open-sources Web authoring application Answer: yes
"
Russians Next In Line To Receive Cheap Windows,yes,"Input: Russians Next In Line To Receive Cheap Windows Answer: yes
"
Titan Photos Pose New Questions,yes,"Input: Titan Photos Pose New Questions Answer: yes
"
"Linksys, Netgear prep soho VoIP kit",yes,"Input: Linksys, Netgear prep soho VoIP kit Answer: yes
"
Calif. Aims to Limit Farm-Related Smog (AP),yes,"Input: Calif. Aims to Limit Farm-Related Smog (AP) Answer: yes
"
Google launches mobile messaging service,yes,"Input: Google launches mobile messaging service Answer: yes
"
Dell touts new blades #39; bang for the buck,yes,"Input: Dell touts new blades #39; bang for the buck Answer: yes
"
McNealy: Microsoft needs Sun to beat IBM and Red Hat,yes,"Input: McNealy: Microsoft needs Sun to beat IBM and Red Hat Answer: yes
"
Yahoo! Hires Chief Data Officer,yes,"Input: Yahoo! Hires Chief Data Officer Answer: yes
"
JPEG exploit could beat antivirus software,yes,"Input: JPEG exploit could beat antivirus software Answer: yes
"
Report: IBM's PC business up for sale,yes,"Input: Report: IBM's PC business up for sale Answer: yes
"
IBM #39;s Blue Gene/L goes on sale,yes,"Input: IBM #39;s Blue Gene/L goes on sale Answer: yes
"
Swing and a Miss for Asteroid,yes,"Input: Swing and a Miss for Asteroid Answer: yes
"
Intel Helps Asian PC Partners Ship With Linux (TechWeb),yes,"Input: Intel Helps Asian PC Partners Ship With Linux (TechWeb) Answer: yes
"
"Dems, GOP: Who's Got the Brains?",yes,"Input: Dems, GOP: Who's Got the Brains? Answer: yes
"
Humans Aren #39;t So Complicated,yes,"Input: Humans Aren #39;t So Complicated Answer: yes
"
Air Force to launch enterprise Microsoft initiative,yes,"Input: Air Force to launch enterprise Microsoft initiative Answer: yes
"
Report: Russia may have to delay October space launch to &lt;b&gt;...&lt;/b&gt;,yes,"Input: Report: Russia may have to delay October space launch to &lt;b&gt;...&lt;/b&gt; Answer: yes
"
Call it one for the pages,yes,"Input: Call it one for the pages Answer: yes
"
IBM to hire even more new workers,yes,"Input: IBM to hire even more new workers Answer: yes
"
"Infocus: Deploying Network Access Quarantine Control, Part 2",yes,"Input: Infocus: Deploying Network Access Quarantine Control, Part 2 Answer: yes
"
"Priceline, Ramada to Make Sites More Accessible to Blind",yes,"Input: Priceline, Ramada to Make Sites More Accessible to Blind Answer: yes
"
Headshake to the SETI Headfake,yes,"Input: Headshake to the SETI Headfake Answer: yes
"
Light at Night Might Be a Cancer Risk,yes,"Input: Light at Night Might Be a Cancer Risk Answer: yes
"
Giga counters,yes,"Input: Giga counters Answer: yes
"
SGI Launches Linux Workstation,yes,"Input: SGI Launches Linux Workstation Answer: yes
"
Microsoft Japan to give away over one million XP SP2 CDs,yes,"Input: Microsoft Japan to give away over one million XP SP2 CDs Answer: yes
"
IBM: Blue Gene Supercomputer For Sale,yes,"Input: IBM: Blue Gene Supercomputer For Sale Answer: yes
"
Google SMS and wireless carriers that save your text messages.,yes,"Input: Google SMS and wireless carriers that save your text messages. Answer: yes
"
"Ciena Posts a Loss, Forecasts Flat Sales",yes,"Input: Ciena Posts a Loss, Forecasts Flat Sales Answer: yes
"
Informed and Awaiting a St. Helens Eruption,yes,"Input: Informed and Awaiting a St. Helens Eruption Answer: yes
"
Creators of private spaceship announce plans for second launch &lt;b&gt;...&lt;/b&gt;,yes,"Input: Creators of private spaceship announce plans for second launch &lt;b&gt;...&lt;/b&gt; Answer: yes
"
More Older People Turning to the Internet to Find Love,yes,"Input: More Older People Turning to the Internet to Find Love Answer: yes
"
Meditation Practice Helping Arthritis Patients,yes,"Input: Meditation Practice Helping Arthritis Patients Answer: yes
"
