input,output,text
Saudis Take a Small Dose of Democracy,yes,"Input: Saudis Take a Small Dose of Democracy Answer: yes
"
"22 killed, 100 injured in Nagaland twin blasts :",yes,"Input: 22 killed, 100 injured in Nagaland twin blasts : Answer: yes
"
West Japan on Guard for Aftershocks After Quakes,yes,"Input: West Japan on Guard for Aftershocks After Quakes Answer: yes
"
E. Guinea coup suspects say they were tortured,yes,"Input: E. Guinea coup suspects say they were tortured Answer: yes
"
FEC Wants Campaign Finance Decision Stayed (AP),yes,"Input: FEC Wants Campaign Finance Decision Stayed (AP) Answer: yes
"
Africa brings Sudanese parties to the table as UN sanctions loom (AFP),yes,"Input: Africa brings Sudanese parties to the table as UN sanctions loom (AFP) Answer: yes
"
Argentina Basketball Coach Magnano Quits,yes,"Input: Argentina Basketball Coach Magnano Quits Answer: yes
"
EU to talk through asylum plans,yes,"Input: EU to talk through asylum plans Answer: yes
"
Politics an Afterthought Amid Hurricane (AP),yes,"Input: Politics an Afterthought Amid Hurricane (AP) Answer: yes
"
U.N. War Court Transfers First Case to Serbia,yes,"Input: U.N. War Court Transfers First Case to Serbia Answer: yes
"
7 U.S. Groups Ask U.N. for Vote Observers (AP),yes,"Input: 7 U.S. Groups Ask U.N. for Vote Observers (AP) Answer: yes
"
Gujarat riot murder retrial opens,yes,"Input: Gujarat riot murder retrial opens Answer: yes
"
How long will the pop press stomach the horrors of Iraq?,yes,"Input: How long will the pop press stomach the horrors of Iraq? Answer: yes
"
Show lights up Paralympics,yes,"Input: Show lights up Paralympics Answer: yes
"
"Grenada In Crisis - Friday 10, September-2004",yes,"Input: Grenada In Crisis - Friday 10, September-2004 Answer: yes
"
Public warning over letter bombs,yes,"Input: Public warning over letter bombs Answer: yes
"
Four men held over Jakarta bomb,yes,"Input: Four men held over Jakarta bomb Answer: yes
"
ERA Congratulates Nobel Peace Prize Winner,yes,"Input: ERA Congratulates Nobel Peace Prize Winner Answer: yes
"
Stocks Edge Higher As Oil Prices Retreat,yes,"Input: Stocks Edge Higher As Oil Prices Retreat Answer: yes
"
Pakistan arrests key Al-Qaeda operative (AFP),yes,"Input: Pakistan arrests key Al-Qaeda operative (AFP) Answer: yes
"
Shifting signs in North Korea,yes,"Input: Shifting signs in North Korea Answer: yes
"
Poland to Reduce Number of Troops in Iraq (Reuters),yes,"Input: Poland to Reduce Number of Troops in Iraq (Reuters) Answer: yes
"
Passing of Arafat Draws Mixed Reactions (AP),yes,"Input: Passing of Arafat Draws Mixed Reactions (AP) Answer: yes
"
Pakistan al-Qaeda suspect killed,yes,"Input: Pakistan al-Qaeda suspect killed Answer: yes
"
"Russian millionaire's party heads Lithuania poll, but coalition needed (AFP)",yes,"Input: Russian millionaire's party heads Lithuania poll, but coalition needed (AFP) Answer: yes
"
Scientist Ramanna mourned,yes,"Input: Scientist Ramanna mourned Answer: yes
"
U.S. Seeks Reconciliation with Oil-Rich Venezuela,yes,"Input: U.S. Seeks Reconciliation with Oil-Rich Venezuela Answer: yes
"
Alert shuts Los Angeles airport,yes,"Input: Alert shuts Los Angeles airport Answer: yes
"
Gaddafi to Compensate Libyan Jews for Lost Homes (Reuters),yes,"Input: Gaddafi to Compensate Libyan Jews for Lost Homes (Reuters) Answer: yes
"
"UK satisfied with peace process, says Hoon",yes,"Input: UK satisfied with peace process, says Hoon Answer: yes
"
Dutch security reviewed on threat,yes,"Input: Dutch security reviewed on threat Answer: yes
"
Bangladesh bars female swim,yes,"Input: Bangladesh bars female swim Answer: yes
"
Terms of Endearment,yes,"Input: Terms of Endearment Answer: yes
"
US forces bomb Falluja,yes,"Input: US forces bomb Falluja Answer: yes
"
Saddam #39;s aides set to go on trial,yes,"Input: Saddam #39;s aides set to go on trial Answer: yes
"
Danish group #39;s gift criticized,yes,"Input: Danish group #39;s gift criticized Answer: yes
"
President terms Farooqi #39;s death big achievement,yes,"Input: President terms Farooqi #39;s death big achievement Answer: yes
"
Accusations of Fraud Mar Afghan Election,yes,"Input: Accusations of Fraud Mar Afghan Election Answer: yes
"
Schrder adopts Russian orphan,yes,"Input: Schrder adopts Russian orphan Answer: yes
"
"New Chechen Leader Vows Peace, Poll Criticized",yes,"Input: New Chechen Leader Vows Peace, Poll Criticized Answer: yes
"
China warns Singapore officials against future visits to Taiwan (AFP),yes,"Input: China warns Singapore officials against future visits to Taiwan (AFP) Answer: yes
"
Hamas official killed in blast,yes,"Input: Hamas official killed in blast Answer: yes
"
Queen Urges Thais to Help Govt. Fight Muslim Unrest,yes,"Input: Queen Urges Thais to Help Govt. Fight Muslim Unrest Answer: yes
"
"India, Myanmar sign three accords",yes,"Input: India, Myanmar sign three accords Answer: yes
"
Romania Faces Hung Parliament Risk After Vote,yes,"Input: Romania Faces Hung Parliament Risk After Vote Answer: yes
"
More African troops go to Darfur,yes,"Input: More African troops go to Darfur Answer: yes
"
Experts dampen bird flu fears,yes,"Input: Experts dampen bird flu fears Answer: yes
"
France #39;s American problem,yes,"Input: France #39;s American problem Answer: yes
"
Mauritania coup kingpin held,yes,"Input: Mauritania coup kingpin held Answer: yes
"
Putin signs up Russia for Kyoto pact,yes,"Input: Putin signs up Russia for Kyoto pact Answer: yes
"
"Bush, Kerry Bow to McCain's Wishes on Ads",yes,"Input: Bush, Kerry Bow to McCain's Wishes on Ads Answer: yes
"
No Peace Until S.Korea Explains Atomic Tests-North,yes,"Input: No Peace Until S.Korea Explains Atomic Tests-North Answer: yes
"
Pacifist Japan boosts  #39;self-defence #39; measures,yes,"Input: Pacifist Japan boosts  #39;self-defence #39; measures Answer: yes
"
World's oldest man dies aged 113,yes,"Input: World's oldest man dies aged 113 Answer: yes
"
Iraq cleric 'to end Najaf revolt',yes,"Input: Iraq cleric 'to end Najaf revolt' Answer: yes
"
One held in Jakarta embassy blast probe,yes,"Input: One held in Jakarta embassy blast probe Answer: yes
"
At Least 24 Killed Morocco Bush Crash (AP),yes,"Input: At Least 24 Killed Morocco Bush Crash (AP) Answer: yes
"
Powell accuses Iran of trying to develop nuclear missiles,yes,"Input: Powell accuses Iran of trying to develop nuclear missiles Answer: yes
"
Austria to Extradite Turkish Underworld Figure,yes,"Input: Austria to Extradite Turkish Underworld Figure Answer: yes
"
Chirac puts retirement on hold,yes,"Input: Chirac puts retirement on hold Answer: yes
"
Telescope snaps distant 'planet',yes,"Input: Telescope snaps distant 'planet' Answer: yes
"
Revolving Door,yes,"Input: Revolving Door Answer: yes
"
Israeli Army Kills 5 Palestinians in Gaza,yes,"Input: Israeli Army Kills 5 Palestinians in Gaza Answer: yes
"
Pitcairn trial views police interview tape,yes,"Input: Pitcairn trial views police interview tape Answer: yes
"
French captives #39; fate mulled,yes,"Input: French captives #39; fate mulled Answer: yes
"
Karzai's Running Mate Survives Attack,yes,"Input: Karzai's Running Mate Survives Attack Answer: yes
"
Fini named Italy foreign minister,yes,"Input: Fini named Italy foreign minister Answer: yes
"
Australian employee of Canadian oil company reportedly abducted in Yemen (Canadian Press),yes,"Input: Australian employee of Canadian oil company reportedly abducted in Yemen (Canadian Press) Answer: yes
"
"Militia, Shiite Leaders Bicker Over Shrine",yes,"Input: Militia, Shiite Leaders Bicker Over Shrine Answer: yes
"
Israeli Labour party could clinch coalition deal with Sharon  #39;in &lt;b&gt;...&lt;/b&gt;,yes,"Input: Israeli Labour party could clinch coalition deal with Sharon  #39;in &lt;b&gt;...&lt;/b&gt; Answer: yes
"
Attack on UN vehicle kills one in southern Afghanistan,yes,"Input: Attack on UN vehicle kills one in southern Afghanistan Answer: yes
"
Afghan officials meet kidnappers to seek release of UN workers &lt;b&gt;...&lt;/b&gt;,yes,"Input: Afghan officials meet kidnappers to seek release of UN workers &lt;b&gt;...&lt;/b&gt; Answer: yes
"
Harrowing footage shows Hassan pleading for her life,yes,"Input: Harrowing footage shows Hassan pleading for her life Answer: yes
"
Pakistan not for open-ended arms race: spokesman,yes,"Input: Pakistan not for open-ended arms race: spokesman Answer: yes
"
Haitian storm survivors give thanks,yes,"Input: Haitian storm survivors give thanks Answer: yes
"
Sudan Reportedly Hiding Arab Fighters in Southern Sudan,yes,"Input: Sudan Reportedly Hiding Arab Fighters in Southern Sudan Answer: yes
"
Gay Marriage Issue Motivates Conservatives,yes,"Input: Gay Marriage Issue Motivates Conservatives Answer: yes
"
"In Controversial Move, Britain Says  #39;Yes #39; to Troop-Redeployment &lt;b&gt;...&lt;/b&gt;",yes,"Input: In Controversial Move, Britain Says  #39;Yes #39; to Troop-Redeployment &lt;b&gt;...&lt;/b&gt; Answer: yes
"
Israel Says It Attacked Islamic Jihad Leader (Reuters),yes,"Input: Israel Says It Attacked Islamic Jihad Leader (Reuters) Answer: yes
"
Arafat Buried in Chaotic Scenes in West Bank (Reuters),yes,"Input: Arafat Buried in Chaotic Scenes in West Bank (Reuters) Answer: yes
"
Yellowknife parole officer found dead after visiting client in apartment (Canadian Press),yes,"Input: Yellowknife parole officer found dead after visiting client in apartment (Canadian Press) Answer: yes
"
Nursery rhymes more violent than TV (Reuters),yes,"Input: Nursery rhymes more violent than TV (Reuters) Answer: yes
"
More dead in fresh Iraq violence,yes,"Input: More dead in fresh Iraq violence Answer: yes
"
Sharon 'at risk of assassination',yes,"Input: Sharon 'at risk of assassination' Answer: yes
"
Lackluster Jobs Report Pushes Stocks Down,yes,"Input: Lackluster Jobs Report Pushes Stocks Down Answer: yes
"
Australian guilty of backpacker murder,yes,"Input: Australian guilty of backpacker murder Answer: yes
"
Japanese citizen reportedly taken hostage in Iraq,yes,"Input: Japanese citizen reportedly taken hostage in Iraq Answer: yes
"
Turkey eyes \$15 billion investment years,yes,"Input: Turkey eyes \$15 billion investment years Answer: yes
"
An ominous watershed? 4 more years of trauma?,yes,"Input: An ominous watershed? 4 more years of trauma? Answer: yes
"
Iraqi Forces Foundering in Face of Killings and Threats by Rebels,yes,"Input: Iraqi Forces Foundering in Face of Killings and Threats by Rebels Answer: yes
"
Pinochet questioned by investigative judge,yes,"Input: Pinochet questioned by investigative judge Answer: yes
"
"Bush, Lawmakers Discuss Social Security (AP)",yes,"Input: Bush, Lawmakers Discuss Social Security (AP) Answer: yes
"
Three Egyptian policemen killed by Israeli tank fire near border (AFP),yes,"Input: Three Egyptian policemen killed by Israeli tank fire near border (AFP) Answer: yes
"
PM Promotes His Image of Mostly Safe Iraq (AP),yes,"Input: PM Promotes His Image of Mostly Safe Iraq (AP) Answer: yes
"
IRA Willing to Disarm by Month #39;s End,yes,"Input: IRA Willing to Disarm by Month #39;s End Answer: yes
"
Iranian bill backs nuclear drive,yes,"Input: Iranian bill backs nuclear drive Answer: yes
"
US soldiers in Iraq murder probe,yes,"Input: US soldiers in Iraq murder probe Answer: yes
"
"US,  #39;EU-three #39; agree on demand",yes,"Input: US,  #39;EU-three #39; agree on demand Answer: yes
"
Something Positive in Zanu Pf,yes,"Input: Something Positive in Zanu Pf Answer: yes
"
"Chirac, in Beijing, Signs Accords to Increase French Investment",yes,"Input: Chirac, in Beijing, Signs Accords to Increase French Investment Answer: yes
"
Germany deports Turkey militant,yes,"Input: Germany deports Turkey militant Answer: yes
"
German leader to arrive in China,yes,"Input: German leader to arrive in China Answer: yes
"
EU Unveils Plans for New Banana Tariffs (AP),yes,"Input: EU Unveils Plans for New Banana Tariffs (AP) Answer: yes
"
Shaukat Aziz gets vote of confidence,yes,"Input: Shaukat Aziz gets vote of confidence Answer: yes
"
"US Forces Bomb Iraq's Falluja, Seize Zarqawi Aide (Reuters)",yes,"Input: US Forces Bomb Iraq's Falluja, Seize Zarqawi Aide (Reuters) Answer: yes
"
Peru Gov't: Police Killed in Self-Defense,yes,"Input: Peru Gov't: Police Killed in Self-Defense Answer: yes
"
US Cautious On Progress Toward Enriching Uranium,yes,"Input: US Cautious On Progress Toward Enriching Uranium Answer: yes
"
Anwar Begins Malaysia Political Comeback,yes,"Input: Anwar Begins Malaysia Political Comeback Answer: yes
"
U.S. Says N.Korea Miscalculating by Stalling on Talks,yes,"Input: U.S. Says N.Korea Miscalculating by Stalling on Talks Answer: yes
"
"Bush, Kerry brace for key presidential debate (AFP)",yes,"Input: Bush, Kerry brace for key presidential debate (AFP) Answer: yes
"
"23 Palestinians, 3 Israelis Die in Gaza Fighting",yes,"Input: 23 Palestinians, 3 Israelis Die in Gaza Fighting Answer: yes
"
Britain: Body Isn't Kidnapped Aid Worker (AP),yes,"Input: Britain: Body Isn't Kidnapped Aid Worker (AP) Answer: yes
"
"Conn. Man, 70, Oldest to Swim Channel",yes,"Input: Conn. Man, 70, Oldest to Swim Channel Answer: yes
"
Turkey defiant over EU accession,yes,"Input: Turkey defiant over EU accession Answer: yes
"
Israeli army set to unveil stink bomb,yes,"Input: Israeli army set to unveil stink bomb Answer: yes
"
Ransom may buy life of Iraq hostage,yes,"Input: Ransom may buy life of Iraq hostage Answer: yes
"
Sudan: UN Ruling Won #39;t Help Stop Crisis,yes,"Input: Sudan: UN Ruling Won #39;t Help Stop Crisis Answer: yes
"
Caribbean Braces for Another Hurricane (AP),yes,"Input: Caribbean Braces for Another Hurricane (AP) Answer: yes
"
"Six Iraqi national guards, 10 civilians wounded in Mosul attacks",yes,"Input: Six Iraqi national guards, 10 civilians wounded in Mosul attacks Answer: yes
"
Jordan prince loses succession,yes,"Input: Jordan prince loses succession Answer: yes
"
