input,output,text
" 6195 . Direct action also took such forms as the sit - in campaigns to desegregate lunch counters that began in Greensboro , North Carolina , in 1960 , and the 1961 Freedom Rides in which black and white volunteers rode buses and trains through the South to enforce a 1946 Supreme Court decision that desegregated interstate transportation ( Morgan v. Virginia ) .",yes,"Input:  6195 . Direct action also took such forms as the sit - in campaigns to desegregate lunch counters that began in Greensboro , North Carolina , in 1960 , and the 1961 Freedom Rides in which black and white volunteers rode buses and trains through the South to enforce a 1946 Supreme Court decision that desegregated interstate transportation ( Morgan v. Virginia ) . Answer: yes
"
 A stromatolite is a sedimentary structure formed when minerals are precipitated out of water by prokaryotes in a microbial mat ( [ link ] ) .,yes,"Input:  A stromatolite is a sedimentary structure formed when minerals are precipitated out of water by prokaryotes in a microbial mat ( [ link ] ) . Answer: yes
"
" Modern angiosperms appear to be a monophyletic group , which means that they originate from a single ancestor .",yes,"Input:  Modern angiosperms appear to be a monophyletic group , which means that they originate from a single ancestor . Answer: yes
"
" 3042 . Electric generators induce an emf by rotating a coil in a magnetic field , as briefly discussed in Induced Emf and Magnetic Flux .",yes,"Input:  3042 . Electric generators induce an emf by rotating a coil in a magnetic field , as briefly discussed in Induced Emf and Magnetic Flux . Answer: yes
"
 The distance to the closest object that can be seen clearly is called the near point of the eye ( normally 25 cm ) .,yes,"Input:  The distance to the closest object that can be seen clearly is called the near point of the eye ( normally 25 cm ) . Answer: yes
"
" 2640 . If an object moves relative to a reference frame ( for example , if a professor moves to the right relative to a white board or a passenger moves toward the rear of an airplane ) , then the object ’s position changes .",yes,"Input:  2640 . If an object moves relative to a reference frame ( for example , if a professor moves to the right relative to a white board or a passenger moves toward the rear of an airplane ) , then the object ’s position changes . Answer: yes
"
 Linear perspective refers to the fact that we perceive depth when we see two parallel lines that seem to converge in an image ( [ link ] ) .,yes,"Input:  Linear perspective refers to the fact that we perceive depth when we see two parallel lines that seem to converge in an image ( [ link ] ) . Answer: yes
"
" The act established the Civil Service Commission , a centralized agency charged with ensuring that the federal government ’s selection , retention , and promotion practices were based on open , competitive examinations in a merit system .",yes,"Input:  The act established the Civil Service Commission , a centralized agency charged with ensuring that the federal government ’s selection , retention , and promotion practices were based on open , competitive examinations in a merit system . Answer: yes
"
 We have since come to refer to this integration of international trade and finance markets as globalization .,yes,"Input:  We have since come to refer to this integration of international trade and finance markets as globalization . Answer: yes
"
 Mania is a state of extreme elation and agitation .,yes,"Input:  Mania is a state of extreme elation and agitation . Answer: yes
"
