input,output,text
What is a fear of color?,yes,"Input: What is a fear of color? Answer: yes
"
What future movie treat was introduced to American colonists in 1603 by Native Americans?,yes,"Input: What future movie treat was introduced to American colonists in 1603 by Native Americans? Answer: yes
"
What is the Ohio state bird?,yes,"Input: What is the Ohio state bird? Answer: yes
"
What were hairy bank notes in the fur trade?,yes,"Input: What were hairy bank notes in the fur trade? Answer: yes
"
"What is a fear of odors, body,?",yes,"Input: What is a fear of odors, body,? Answer: yes
"
What are three ways in which wind is created on the earth?,yes,"Input: What are three ways in which wind is created on the earth? Answer: yes
"
"What late-night TV show features Larry, Bud, Melman and Toast on a Stick?",yes,"Input: What late-night TV show features Larry, Bud, Melman and Toast on a Stick? Answer: yes
"
What was the name of the Protestant revolt against the supremacy of the Pope?,yes,"Input: What was the name of the Protestant revolt against the supremacy of the Pope? Answer: yes
"
What determines the value of the pearl?,yes,"Input: What determines the value of the pearl? Answer: yes
"
What was Franklin Roosevelt 's program for economic recovery called during the Great Depression?,yes,"Input: What was Franklin Roosevelt 's program for economic recovery called during the Great Depression? Answer: yes
"
"What dropped 1, 313 feet in 1980?",yes,"Input: What dropped 1, 313 feet in 1980? Answer: yes
"
What English word contains the most letters?,yes,"Input: What English word contains the most letters? Answer: yes
"
What non-mechanical sport achieves the highest speeds?,yes,"Input: What non-mechanical sport achieves the highest speeds? Answer: yes
"
"In order from the top, the four stripes on a can of Pepsi are what colors?",yes,"Input: In order from the top, the four stripes on a can of Pepsi are what colors? Answer: yes
"
What 's destroyed in Genesis 19,yes,"Input: What 's destroyed in Genesis 19 Answer: yes
"
What predators exist on Antarctica?,yes,"Input: What predators exist on Antarctica? Answer: yes
"
What kind of suit did true hepcats wear in 1942?,yes,"Input: What kind of suit did true hepcats wear in 1942? Answer: yes
"
Which airplane was Fawaz Younis convicted of hijacking?,yes,"Input: Which airplane was Fawaz Younis convicted of hijacking? Answer: yes
"
What drug is often used to treat AIDS patients?,yes,"Input: What drug is often used to treat AIDS patients? Answer: yes
"
What is the Illinois state flower?,yes,"Input: What is the Illinois state flower? Answer: yes
"
What is Hawaii 's state flower?,yes,"Input: What is Hawaii 's state flower? Answer: yes
"
What is New York 's state bird?,yes,"Input: What is New York 's state bird? Answer: yes
"
What newspaper returned a Pulitzer Prize for the fraudulent story Jimmy 's World?,yes,"Input: What newspaper returned a Pulitzer Prize for the fraudulent story Jimmy 's World? Answer: yes
"
What did the Yalta Conference lead to?,yes,"Input: What did the Yalta Conference lead to? Answer: yes
"
What is the first book of the Old Testament?,yes,"Input: What is the first book of the Old Testament? Answer: yes
"
What are the top 5 fiction books of all time?,yes,"Input: What are the top 5 fiction books of all time? Answer: yes
"
"What indoor sport saw the Phoenix Inferno become the Phoenix Pride on July 14, 1983, when the temperature hit 111 degrees?",yes,"Input: What indoor sport saw the Phoenix Inferno become the Phoenix Pride on July 14, 1983, when the temperature hit 111 degrees? Answer: yes
"
"What are other ways of getting stretch marks besides pregnancy, weight loss, and weight lifting?",yes,"Input: What are other ways of getting stretch marks besides pregnancy, weight loss, and weight lifting? Answer: yes
"
What disease did August von Wassermann develop a specific test for in 196?,yes,"Input: What disease did August von Wassermann develop a specific test for in 196? Answer: yes
"
What class is categorized as the bourgeoisie?,yes,"Input: What class is categorized as the bourgeoisie? Answer: yes
"
What do you call a `` twirl '' in ballet?,yes,"Input: What do you call a `` twirl '' in ballet? Answer: yes
"
What is the chemical symbol for nitrogen?,yes,"Input: What is the chemical symbol for nitrogen? Answer: yes
"
What is the best way to overcome a fear?,yes,"Input: What is the best way to overcome a fear? Answer: yes
"
What is the longest word in the English language?,yes,"Input: What is the longest word in the English language? Answer: yes
"
"What nuclear-powered Russian submarine sank in the Norwegian Sea on April 7, 1989?",yes,"Input: What nuclear-powered Russian submarine sank in the Norwegian Sea on April 7, 1989? Answer: yes
"
What color is the eight-ball in pocket billiards?,yes,"Input: What color is the eight-ball in pocket billiards? Answer: yes
"
What is the name given to a group of geese?,yes,"Input: What is the name given to a group of geese? Answer: yes
"
What is a fear of reptiles?,yes,"Input: What is a fear of reptiles? Answer: yes
"
What do ladybugs eat?,yes,"Input: What do ladybugs eat? Answer: yes
"
What is another term for the painful wrist syndrome?,yes,"Input: What is another term for the painful wrist syndrome? Answer: yes
"
What is the name of the art of growing miniature trees?,yes,"Input: What is the name of the art of growing miniature trees? Answer: yes
"
What is a fear of robbers?,yes,"Input: What is a fear of robbers? Answer: yes
"
What four forms does gold occur in?,yes,"Input: What four forms does gold occur in? Answer: yes
"
What is Grenada 's main commodity export?,yes,"Input: What is Grenada 's main commodity export? Answer: yes
"
What are the seven wonders of the world?,yes,"Input: What are the seven wonders of the world? Answer: yes
"
What sport do you shag flies in?,yes,"Input: What sport do you shag flies in? Answer: yes
"
What is the longest-running television series?,yes,"Input: What is the longest-running television series? Answer: yes
"
What sport features snatches and clean jerks?,yes,"Input: What sport features snatches and clean jerks? Answer: yes
"
Stuart Hamblen is considered to be the first singing cowboy of what?,yes,"Input: Stuart Hamblen is considered to be the first singing cowboy of what? Answer: yes
"
