input,output,text
"A press conference on the earthquake relief in the ""2.12"" magnitude Keriya earthquake in the Hotan region. Abstract: on February 15, a press conference discussed the whole situation of earthquake relief for the Hotan region, following the ""2.12""magnitude Keriya earthquake, measuring 7.3 on the Richter scale",yes,"Input: A press conference on the earthquake relief in the ""2.12"" magnitude Keriya earthquake in the Hotan region. Abstract: on February 15, a press conference discussed the whole situation of earthquake relief for the Hotan region, following the ""2.12""magnitude Keriya earthquake, measuring 7.3 on the Richter scale Answer: yes
"
it also distributed chlorine for purifying water and medical supplies .,yes,"Input: it also distributed chlorine for purifying water and medical supplies . Answer: yes
"
"The earthquake in Kiriye became a hotspot. The earthquake in Kiriye became a hotspot. For all of us, Feb 12, 2014, was an ordinary day",yes,"Input: The earthquake in Kiriye became a hotspot. The earthquake in Kiriye became a hotspot. For all of us, Feb 12, 2014, was an ordinary day Answer: yes
"
One person dead in the accident at Maracolliya at Tangalle Hambantota road - 6 others injured #lka...,yes,"Input: One person dead in the accident at Maracolliya at Tangalle Hambantota road - 6 others injured #lka... Answer: yes
"
Landslide One killed in Eheliyagoda area after a mound collapsed on the house. Villagers have been able to rescue two injured women who were inundated by the same mound,yes,"Input: Landslide One killed in Eheliyagoda area after a mound collapsed on the house. Villagers have been able to rescue two injured women who were inundated by the same mound Answer: yes
"
"H1N1 Outbreak in Iran According to the December 7 news of Iran Persian TV News Web, H1N1 outbreak occurred in the two north-west provinces of Iran. A of total 33 people were killed by this flu over the past three weeks. It's estimated that the infection might reach even to Tehran. Iran's Health Minister Sayyari said, ""the flu claimed 28 lives in Kerman province, including four pregnant women.",yes,"Input: H1N1 Outbreak in Iran According to the December 7 news of Iran Persian TV News Web, H1N1 outbreak occurred in the two north-west provinces of Iran. A of total 33 people were killed by this flu over the past three weeks. It's estimated that the infection might reach even to Tehran. Iran's Health Minister Sayyari said, ""the flu claimed 28 lives in Kerman province, including four pregnant women. Answer: yes
"
"The Saudi Arabian Heath Department stated that only 80 people were identified out of 120 dead people, including a nine-month-old baby. Mostly newly-infected people were in the capital city, Riyadh, and other cities. On Saturday, April 26[th], the Health Department visited medical hospitals in Riyadh, Jeddah and Dammam, which were taking care of 146 severely infected patients. The King of Saudi Arabia, Abdullah bin Abdulaziz Al Saud, fired the current director of the Health Department. However, other authorities from Saudi Arabia are concerned about preventing the spread of infectious disease",yes,"Input: The Saudi Arabian Heath Department stated that only 80 people were identified out of 120 dead people, including a nine-month-old baby. Mostly newly-infected people were in the capital city, Riyadh, and other cities. On Saturday, April 26[th], the Health Department visited medical hospitals in Riyadh, Jeddah and Dammam, which were taking care of 146 severely infected patients. The King of Saudi Arabia, Abdullah bin Abdulaziz Al Saud, fired the current director of the Health Department. However, other authorities from Saudi Arabia are concerned about preventing the spread of infectious disease Answer: yes
"
"outbreaks of cholera : since the first outbreaks of cholera were reported on 17 october 2005 , the epidemiological unit under the ministry of health has recorded a total of 4,359 cases of cholera outbreaks and 53 deaths in 19 districts .",yes,"Input: outbreaks of cholera : since the first outbreaks of cholera were reported on 17 october 2005 , the epidemiological unit under the ministry of health has recorded a total of 4,359 cases of cholera outbreaks and 53 deaths in 19 districts . Answer: yes
"
"no reports of outbreaks so far , but many injured are presenting with complicated crush and wound infections .",yes,"Input: no reports of outbreaks so far , but many injured are presenting with complicated crush and wound infections . Answer: yes
"
"m é decins sans fronti è res @/@ holland continues providing support to mental health institutions in the country ( 1,500 beneficiaries ) in construction ; distribution of relief goods ( food , medicines , bedding material and crutches ) ; training of health staff ; and supervision of the health status of patients .",yes,"Input: m é decins sans fronti è res @/@ holland continues providing support to mental health institutions in the country ( 1,500 beneficiaries ) in construction ; distribution of relief goods ( food , medicines , bedding material and crutches ) ; training of health staff ; and supervision of the health status of patients . Answer: yes
"
