input,output,text
Imagine a species that had split the atom and ventured into space yet most still believe a magic man created everything with magic #SemST ,yes,"Input: Imagine a species that had split the atom and ventured into space yet most still believe a magic man created everything with magic #SemST  Answer: yes
"
"If the governments of all countries were secular, the world would be a much different, probably better, place. Realising this now. #SemST ",yes,"Input: If the governments of all countries were secular, the world would be a much different, probably better, place. Realising this now. #SemST  Answer: yes
"
Subtract secularism from modern systems of superstition & you'll be left with the ancient anarchy of archaic theocracy.  #SemST ,yes,"Input: Subtract secularism from modern systems of superstition & you'll be left with the ancient anarchy of archaic theocracy.  #SemST  Answer: yes
"
"#Religions can't all be right, but they can all be wrong. #SemST ",yes,"Input: #Religions can't all be right, but they can all be wrong. #SemST  Answer: yes
"
"By accepting religion, you are pulling a big fuzz ball of superstition into your brain.  #freethinker #SemST ",yes,"Input: By accepting religion, you are pulling a big fuzz ball of superstition into your brain.  #freethinker #SemST  Answer: yes
"
"One Nation on their knees, with blowjobs and semen for all. Heavens to Betsy! #ReligionIsBullshit  #fyilive #SemST ",yes,"Input: One Nation on their knees, with blowjobs and semen for all. Heavens to Betsy! #ReligionIsBullshit  #fyilive #SemST  Answer: yes
"
"I hope for a time when schools teach 'ethics' instead of 'religion'. Sure - inc faiths bt in a sociocultl, geopoliticl context #SemST ",yes,"Input: I hope for a time when schools teach 'ethics' instead of 'religion'. Sure - inc faiths bt in a sociocultl, geopoliticl context #SemST  Answer: yes
"
Irony: When a #creationist tweets about #science being wrong on a device that couldn't have existed without it.  #SemST ,yes,"Input: Irony: When a #creationist tweets about #science being wrong on a device that couldn't have existed without it.  #SemST  Answer: yes
"
"Absolutely fucking sick & tired of the religious and their ""We're persecuted"" bollocks! So fucking what? Pissoff! #SemST ",yes,"Input: Absolutely fucking sick & tired of the religious and their ""We're persecuted"" bollocks! So fucking what? Pissoff! #SemST  Answer: yes
"
Patriotism and Humanism are impossible for someone who takes #Islam too seriously. #SemST ,yes,"Input: Patriotism and Humanism are impossible for someone who takes #Islam too seriously. #SemST  Answer: yes
"
Existing is something god have never been proficient at.  #SemST ,yes,"Input: Existing is something god have never been proficient at.  #SemST  Answer: yes
"
"Enough sneaking around, bringing in religious groups into #abed public #schools to access our kids in secrecy. #parents #SexED #SemST ",yes,"Input: Enough sneaking around, bringing in religious groups into #abed public #schools to access our kids in secrecy. #parents #SexED #SemST  Answer: yes
"
How soon do you think WWIII &WWWIV will begin? #U9tedWeStand #EndRacism #EndReligion #EndSexism #EndMisogyny #LoveYourNeighbor #SemST ,yes,"Input: How soon do you think WWIII &WWWIV will begin? #U9tedWeStand #EndRacism #EndReligion #EndSexism #EndMisogyny #LoveYourNeighbor #SemST  Answer: yes
"
@user I like how Jesus is reduced to appearing on toast and photoshopped images and they still praise it. #SemST ,yes,"Input: @user I like how Jesus is reduced to appearing on toast and photoshopped images and they still praise it. #SemST  Answer: yes
"
What is the deal with #Christian people always needing to feel like they are persecuted? #ReligiousFreedom #tcot #SemST ,yes,"Input: What is the deal with #Christian people always needing to feel like they are persecuted? #ReligiousFreedom #tcot #SemST  Answer: yes
"
Question to the #religious folks out there who can't comprehend the universe having began without a God. Where did God come from? #SemST ,yes,"Input: Question to the #religious folks out there who can't comprehend the universe having began without a God. Where did God come from? #SemST  Answer: yes
"
@user Get rid of religion... and all this will go away overnight... #humanist #egalitarian #SemST ,yes,"Input: @user Get rid of religion... and all this will go away overnight... #humanist #egalitarian #SemST  Answer: yes
"
"As opposed to how the media portrays him,the pope is a religious wacko just like any of them and still supports bigotry & misogyny #SemST ",yes,"Input: As opposed to how the media portrays him,the pope is a religious wacko just like any of them and still supports bigotry & misogyny #SemST  Answer: yes
"
I don't believe in the hereafter.  I believe in the here and now. #SemST ,yes,"Input: I don't believe in the hereafter.  I believe in the here and now. #SemST  Answer: yes
"
@user we could all just not use religion and beliefs as an excuse to murder and hate? #don'tmurder #SemST ,yes,"Input: @user we could all just not use religion and beliefs as an excuse to murder and hate? #don'tmurder #SemST  Answer: yes
"
"No, I'm not calling myself ""agnostic"" because my atheism scares you and u dont know what words mean. #SemST ",yes,"Input: No, I'm not calling myself ""agnostic"" because my atheism scares you and u dont know what words mean. #SemST  Answer: yes
"
"@user @user there's no god 2b tired of, just tired o ppl believing in such nonsense. Time 2 focus on reality, HUMANITY #SemST ",yes,"Input: @user @user there's no god 2b tired of, just tired o ppl believing in such nonsense. Time 2 focus on reality, HUMANITY #SemST  Answer: yes
"
"AtheistQ ""God's guidance is the only excuse for a man who can't find a better justification for his actions. #SemST ",yes,"Input: AtheistQ ""God's guidance is the only excuse for a man who can't find a better justification for his actions. #SemST  Answer: yes
"
"As always, please remember: fuck Harper, fuck conservatives , fuck religion #fuckharper #NDP  #fuckcons #SemST ",yes,"Input: As always, please remember: fuck Harper, fuck conservatives , fuck religion #fuckharper #NDP  #fuckcons #SemST  Answer: yes
"
#God > My fears God > My insecurities God > My worry God > My everything #SemST ,no,"Input: #God > My fears God > My insecurities God > My worry God > My everything #SemST  Answer: no
"
@user Atheist are offended with Christian Symbols  + Only when when forced where they don't belong. #SemST ,no,"Input: @user Atheist are offended with Christian Symbols  + Only when when forced where they don't belong. #SemST  Answer: no
"
"Next time you hear someone say that our Founding Fathers intended a ""Christian Nation,"" show 'em those quotes. #SemST ",no,"Input: Next time you hear someone say that our Founding Fathers intended a ""Christian Nation,"" show 'em those quotes. #SemST  Answer: no
"
"We are human. It is human nature to eat and drink ourselves destitute, fuck each other raw, and kill each other. #SemST ",no,"Input: We are human. It is human nature to eat and drink ourselves destitute, fuck each other raw, and kill each other. #SemST  Answer: no
"
"James 1:14 (#KJV) But every man is TEMPTED, when he is drawn away of his own LUST, and enticed.  #God #Lord #Christ #Holy #Spirit #SemST ",no,"Input: James 1:14 (#KJV) But every man is TEMPTED, when he is drawn away of his own LUST, and enticed.  #God #Lord #Christ #Holy #Spirit #SemST  Answer: no
"
My prayer is that you live as long as you want and not want as long as you live. #longlife #SemST ,no,"Input: My prayer is that you live as long as you want and not want as long as you live. #longlife #SemST  Answer: no
"
Happy Independence Day to America and her beautiful constitution #IndependenceDay #USA #SemST ,no,"Input: Happy Independence Day to America and her beautiful constitution #IndependenceDay #USA #SemST  Answer: no
"
Just know that you're not an accident and that you're here by HIS divine providence.  #tcot #pjnet #ccot #christian #SemST ,no,"Input: Just know that you're not an accident and that you're here by HIS divine providence.  #tcot #pjnet #ccot #christian #SemST  Answer: no
"
Proverbs 28:5 (KJV) Evil men understand not judgment: but they that seek the Lord understand all things. #heart #SemST ,no,"Input: Proverbs 28:5 (KJV) Evil men understand not judgment: but they that seek the Lord understand all things. #heart #SemST  Answer: no
"
You'll never know how much God can do in your life until you ask.  #lifechangingJourneywithJesus #SemST ,no,"Input: You'll never know how much God can do in your life until you ask.  #lifechangingJourneywithJesus #SemST  Answer: no
"
Bless those with a broken soul #SemST ,no,"Input: Bless those with a broken soul #SemST  Answer: no
"
@user When you become a Father you realize that you are not the most important person in the room anymore.... Your child is. #SemST ,no,"Input: @user When you become a Father you realize that you are not the most important person in the room anymore.... Your child is. #SemST  Answer: no
"
You and I are part and parcel of everything else. Embrace this. #spirituality #SemST ,no,"Input: You and I are part and parcel of everything else. Embrace this. #spirituality #SemST  Answer: no
"
"RT @user I remove Nehushtan -previous moves of God that have become idols, from the high places -2 Kings 18:4 #SemST ",no,"Input: RT @user I remove Nehushtan -previous moves of God that have become idols, from the high places -2 Kings 18:4 #SemST  Answer: no
"
Praise and thank God for everything in your life today. #grateful #SemST ,no,"Input: Praise and thank God for everything in your life today. #grateful #SemST  Answer: no
"
This world needs a tight group hug. Tight enough to relieve them from all this anger and hate. #MakePeaceWithEachOther #SemST ,no,"Input: This world needs a tight group hug. Tight enough to relieve them from all this anger and hate. #MakePeaceWithEachOther #SemST  Answer: no
"
"Phew! Am glad we came to our senses and worship a 2,000 year old carpenter. - Bart Simpson #jokes #SemST ",no,"Input: Phew! Am glad we came to our senses and worship a 2,000 year old carpenter. - Bart Simpson #jokes #SemST  Answer: no
"
Let Your fear come upon every soul in my city -Acts 2:43 #SemST ,no,"Input: Let Your fear come upon every soul in my city -Acts 2:43 #SemST  Answer: no
"
"I believe that ""sacred"" is an ap term to describe existence #celebrant #SemST ",no,"Input: I believe that ""sacred"" is an ap term to describe existence #celebrant #SemST  Answer: no
"
Moral relativism does not feed into democracy but rather it feeds into chaos #Catholic #Christian #liberal #progressive #secularist #SemST ,no,"Input: Moral relativism does not feed into democracy but rather it feeds into chaos #Catholic #Christian #liberal #progressive #secularist #SemST  Answer: no
"
While scientists fantasize about bugs I am considering gods.  ~~   #TheLUPOL #theism #futurism #singularity #AncientAliens #SemST ,no,"Input: While scientists fantasize about bugs I am considering gods.  ~~   #TheLUPOL #theism #futurism #singularity #AncientAliens #SemST  Answer: no
"
"The people who walk in darkness Will see a great light; Those who live in a dark land, The light will shine on them. Isaiah 9:2 #SemST ",no,"Input: The people who walk in darkness Will see a great light; Those who live in a dark land, The light will shine on them. Isaiah 9:2 #SemST  Answer: no
"
From the end of the earth I call to You when my heart is faint; Lead me to the rock that is higher than I Psalm 61:2 NASB #HeIsHigher #SemST ,no,"Input: From the end of the earth I call to You when my heart is faint; Lead me to the rock that is higher than I Psalm 61:2 NASB #HeIsHigher #SemST  Answer: no
"
