input,output,text
Who was the Charlie perfume woman?,yes,"Input: Who was the Charlie perfume woman? Answer: yes
"
What 2th-century fictional character attends Pencey Prep School?,yes,"Input: What 2th-century fictional character attends Pencey Prep School? Answer: yes
"
What fool is not so wise To lose an oath to win a paradise?,yes,"Input: What fool is not so wise To lose an oath to win a paradise? Answer: yes
"
Who moderated the first Kennedy-Nixon TV debate?,yes,"Input: Who moderated the first Kennedy-Nixon TV debate? Answer: yes
"
Who played the Ringo Kid in the 1939 film Stagecoach?,yes,"Input: Who played the Ringo Kid in the 1939 film Stagecoach? Answer: yes
"
Who was the Democratic nominee in the American presidential election?,yes,"Input: Who was the Democratic nominee in the American presidential election? Answer: yes
"
Who won the first World Series?,yes,"Input: Who won the first World Series? Answer: yes
"
Who made the first airplane that could fly?,yes,"Input: Who made the first airplane that could fly? Answer: yes
"
Who coined the term NN cyberspace `` in his novel NN Neuromancer ''?,yes,"Input: Who coined the term NN cyberspace `` in his novel NN Neuromancer ''? Answer: yes
"
What composer was awarded the Medal of Honor by Franklin D. Roosevelt?,yes,"Input: What composer was awarded the Medal of Honor by Franklin D. Roosevelt? Answer: yes
"
What 's the name of Tom Sawyer 's aunt with whom he lives?,yes,"Input: What 's the name of Tom Sawyer 's aunt with whom he lives? Answer: yes
"
What barroom judge called himself The Law West of the Pecos?,yes,"Input: What barroom judge called himself The Law West of the Pecos? Answer: yes
"
What was Marilyn Monroe 's real name?,yes,"Input: What was Marilyn Monroe 's real name? Answer: yes
"
What doctor is synonymous with footwear and foot care?,yes,"Input: What doctor is synonymous with footwear and foot care? Answer: yes
"
What comedienne upstaged Dwight D. Eisenhower 's first inauguration by giving birth to her first child?,yes,"Input: What comedienne upstaged Dwight D. Eisenhower 's first inauguration by giving birth to her first child? Answer: yes
"
What TV family sometimes buys eclairs from Nelson 's Bakery?,yes,"Input: What TV family sometimes buys eclairs from Nelson 's Bakery? Answer: yes
"
Who was the girl in Peter Sellers 's soup?,yes,"Input: Who was the girl in Peter Sellers 's soup? Answer: yes
"
Who patented the first phonograph?,yes,"Input: Who patented the first phonograph? Answer: yes
"
Who is Dear Abby?,yes,"Input: Who is Dear Abby? Answer: yes
"
What suburban housewife and mother of three wrote The Feminine Mystique?,yes,"Input: What suburban housewife and mother of three wrote The Feminine Mystique? Answer: yes
"
What author did photographer Yousuf Karsh call `` the shiest man I ever met ''?,yes,"Input: What author did photographer Yousuf Karsh call `` the shiest man I ever met ''? Answer: yes
"
What doctor claimed in a 1946 book,yes,"Input: What doctor claimed in a 1946 book Answer: yes
"
Which Bloom County resident wreaks havoc with a computer?,yes,"Input: Which Bloom County resident wreaks havoc with a computer? Answer: yes
"
Who was the star of Leave It to Beaver?,yes,"Input: Who was the star of Leave It to Beaver? Answer: yes
"
Who was Whitcomb Judson?,yes,"Input: Who was Whitcomb Judson? Answer: yes
"
What 4-foot-9 actress in 1984 became the first performer to win an Oscar for playing a character of the opposite sex?,yes,"Input: What 4-foot-9 actress in 1984 became the first performer to win an Oscar for playing a character of the opposite sex? Answer: yes
"
Who is the actress known for her role in the movie `` Gypsy ''?,yes,"Input: Who is the actress known for her role in the movie `` Gypsy ''? Answer: yes
"
"What radio, TV and movie character did Jackie Gleason and William Bendix play?",yes,"Input: What radio, TV and movie character did Jackie Gleason and William Bendix play? Answer: yes
"
Who 's won the most Oscars for costume design?,yes,"Input: Who 's won the most Oscars for costume design? Answer: yes
"
