input,output,text
"Sleezy men: DO NOT catcall at me and @user while we're out walking. It's NOT welcome, attractive or harmless. #SemST ",yes,"Input: Sleezy men: DO NOT catcall at me and @user while we're out walking. It's NOT welcome, attractive or harmless. #SemST  Answer: yes
"
Why do #women take their husban's name?Why not the other way round?Let's start #Itookhername!!!us #gender #genderequity #SemST ,yes,"Input: Why do #women take their husban's name?Why not the other way round?Let's start #Itookhername!!!us #gender #genderequity #SemST  Answer: yes
"
"I'm not a feminist, I believe in equality of the sexes! THATS EXACTLY WHAT FEMINISM IS #SemST ",yes,"Input: I'm not a feminist, I believe in equality of the sexes! THATS EXACTLY WHAT FEMINISM IS #SemST  Answer: yes
"
"I hate it when ignorant losers say ""another feminist cured."" I don't need to be cured for wanting to be treated like a person. #SemST ",yes,"Input: I hate it when ignorant losers say ""another feminist cured."" I don't need to be cured for wanting to be treated like a person. #SemST  Answer: yes
"
Expel them_ #male millionaires from society!  All Rights for women and children!  Stop #children #women trafficking! #SemST ,yes,"Input: Expel them_ #male millionaires from society!  All Rights for women and children!  Stop #children #women trafficking! #SemST  Answer: yes
"
"@user unlearn that believing in gender equality is life saving, yes it's fab-but why not actively fight for change? #SemST ",yes,"Input: @user unlearn that believing in gender equality is life saving, yes it's fab-but why not actively fight for change? #SemST  Answer: yes
"
@user I don't understand why all these nerds hate you so much. I would love to do the nasty with you sexy #GamerGate #feminist #SemST ,yes,"Input: @user I don't understand why all these nerds hate you so much. I would love to do the nasty with you sexy #GamerGate #feminist #SemST  Answer: yes
"
Saw something about Facebook moving the gender icons around. Women are officially not living in the shadow of a man! #InternetWin #SemST ,yes,"Input: Saw something about Facebook moving the gender icons around. Women are officially not living in the shadow of a man! #InternetWin #SemST  Answer: yes
"
Gender is an adjective not a noun - Ruth    Pearson #gender #genconuea2015 #SemST ,yes,"Input: Gender is an adjective not a noun - Ruth    Pearson #gender #genconuea2015 #SemST  Answer: yes
"
Why are you afraid of me when I open my mouth but not when I open my legs? #SemST ,yes,"Input: Why are you afraid of me when I open my mouth but not when I open my legs? #SemST  Answer: yes
"
@user @user are you fucking KIDDING ME? so you're saying that justifies rape? #rapeculture #smdh #SemST ,yes,"Input: @user @user are you fucking KIDDING ME? so you're saying that justifies rape? #rapeculture #smdh #SemST  Answer: yes
"
"Nice job referring to a human being as an ""It"" #DolphZiggler. #WomensWrestling #RawChicago #SemST ",yes,"Input: Nice job referring to a human being as an ""It"" #DolphZiggler. #WomensWrestling #RawChicago #SemST  Answer: yes
"
And girls just wanna have fun...damental rights #SemST ,yes,"Input: And girls just wanna have fun...damental rights #SemST  Answer: yes
"
i need feminism because i cant even walk to dairy queen without a male yelling nice ass out of his window #SemST ,yes,"Input: i need feminism because i cant even walk to dairy queen without a male yelling nice ass out of his window #SemST  Answer: yes
"
Having fabulous feminist conversations with Naoise Wheelan. #SemST ,yes,"Input: Having fabulous feminist conversations with Naoise Wheelan. #SemST  Answer: yes
"
"Growing up, getting told ""no let your brother do that it's too heavy"" is why we need feminism #SemST ",yes,"Input: Growing up, getting told ""no let your brother do that it's too heavy"" is why we need feminism #SemST  Answer: yes
"
"@user : ATTENTION ALL FEMINISTS, FOLLOW #TumblrPosts #yesallwomen #THANKYOUELLENPAO #reddit #GamerGate #KILLALLMEN #LGBT #SemST ",yes,"Input: @user : ATTENTION ALL FEMINISTS, FOLLOW #TumblrPosts #yesallwomen #THANKYOUELLENPAO #reddit #GamerGate #KILLALLMEN #LGBT #SemST  Answer: yes
"
"To the young woman I stood next to at KL airport. Sorry I did not step in when your partner grabbed, threatened you #YesAllWomen #SemST ",yes,"Input: To the young woman I stood next to at KL airport. Sorry I did not step in when your partner grabbed, threatened you #YesAllWomen #SemST  Answer: yes
"
"The more you push me, the more I resist. Don't bother #strongwomen #women #SemST ",yes,"Input: The more you push me, the more I resist. Don't bother #strongwomen #women #SemST  Answer: yes
"
"Rather be an ""ugly"" feminist then be these sad people that throws hat on people that believes in equality! #SemST ",yes,"Input: Rather be an ""ugly"" feminist then be these sad people that throws hat on people that believes in equality! #SemST  Answer: yes
"
The feds are still planning to put a woman on the $10 dollar bill #abouttime #equalityforall #historychanged #SemST ,yes,"Input: The feds are still planning to put a woman on the $10 dollar bill #abouttime #equalityforall #historychanged #SemST  Answer: yes
"
your mother did not carry you for 9 months so you could yell 'suck my dick' at me from your car #SemST ,yes,"Input: your mother did not carry you for 9 months so you could yell 'suck my dick' at me from your car #SemST  Answer: yes
"
"@user is our hero with her #LikeAGirl campaign! What a brilliant leader she is, so badass just like Arya! #GoT #SemST ",yes,"Input: @user is our hero with her #LikeAGirl campaign! What a brilliant leader she is, so badass just like Arya! #GoT #SemST  Answer: yes
"
"Men are from Earth, women are from Earth. Deal with it.  - George Carlin #QuotesOfTheDay #EqualityForAll #equality #SemST ",yes,"Input: Men are from Earth, women are from Earth. Deal with it.  - George Carlin #QuotesOfTheDay #EqualityForAll #equality #SemST  Answer: yes
"
Women's Forum for #FFD3 happening today! Follow @user @user @user et al #justice #SemST ,yes,"Input: Women's Forum for #FFD3 happening today! Follow @user @user @user et al #justice #SemST  Answer: yes
"
"I still cannot get over how much women are degraded in media, sports, and the business world simply because of who we are #SemST ",yes,"Input: I still cannot get over how much women are degraded in media, sports, and the business world simply because of who we are #SemST  Answer: yes
"
I need feminism because:  A man in a room full of women is ecstatic. A woman in a room full of men is terrified. #SemST ,yes,"Input: I need feminism because:  A man in a room full of women is ecstatic. A woman in a room full of men is terrified. #SemST  Answer: yes
"
Man: this is an issue and needs to be addressed Woman: this is an iss... Men: why are you so outraged???? #everydaysexism #SemST ,yes,"Input: Man: this is an issue and needs to be addressed Woman: this is an iss... Men: why are you so outraged???? #everydaysexism #SemST  Answer: yes
"
"I decided to watch The Stepford Wives and I hope the women go back to normal and smash the patriarchy it's big, dumb face. #SemST ",yes,"Input: I decided to watch The Stepford Wives and I hope the women go back to normal and smash the patriarchy it's big, dumb face. #SemST  Answer: yes
"
@user @user @user women. The term is women. Misogynist! #SemST ,yes,"Input: @user @user @user women. The term is women. Misogynist! #SemST  Answer: yes
"
"Dear parents, please don't tell your boys ""not to be a girl"" when they cry. Girls rock. #SemST ",yes,"Input: Dear parents, please don't tell your boys ""not to be a girl"" when they cry. Girls rock. #SemST  Answer: yes
"
"When guys text hella girls it's fine but when girls text guys they get called ""thots #SemST ",yes,"Input: When guys text hella girls it's fine but when girls text guys they get called ""thots #SemST  Answer: yes
"
@user you disagree that people should strive to be stronger? #empowering #SemST ,yes,"Input: @user you disagree that people should strive to be stronger? #empowering #SemST  Answer: yes
"
"You are NOT a feminist if you are a racist. If you don't stand for all girls of every color, shape, size then u ain't a feminist #SemST ",yes,"Input: You are NOT a feminist if you are a racist. If you don't stand for all girls of every color, shape, size then u ain't a feminist #SemST  Answer: yes
"
Women shouldn't be topless! Oh shit and here I thought my breasts were for feeding babies and not the male gaze. My bad #SemST ,yes,"Input: Women shouldn't be topless! Oh shit and here I thought my breasts were for feeding babies and not the male gaze. My bad #SemST  Answer: yes
"
I aim to stop continuing to allow men in my life to lead when they are capable of only following. #manifesta #iamFuriosa #SemST ,yes,"Input: I aim to stop continuing to allow men in my life to lead when they are capable of only following. #manifesta #iamFuriosa #SemST  Answer: yes
"
We live in a sad world when wanting equality makes you a troll... #SemST ,yes,"Input: We live in a sad world when wanting equality makes you a troll... #SemST  Answer: yes
"
"It's a problem when explaining feminism, even in a calm & complex level, cannot be understood. #feminist #respect #EqualityForAll #SemST ",yes,"Input: It's a problem when explaining feminism, even in a calm & complex level, cannot be understood. #feminist #respect #EqualityForAll #SemST  Answer: yes
"
The Office Cinderella: When a female is considered as not-giving-100%-to-work because she comes and leaves office on time. #women #SemST ,yes,"Input: The Office Cinderella: When a female is considered as not-giving-100%-to-work because she comes and leaves office on time. #women #SemST  Answer: yes
"
A wOMAN?? Wanting to be EQUAL to a MAN???!?! What monstrosity is this?!??!!!? #SemST ,no,"Input: A wOMAN?? Wanting to be EQUAL to a MAN???!?! What monstrosity is this?!??!!!? #SemST  Answer: no
"
Some Feminists are doing a huge disservice to rape victims by lying about numbers and supporting false accusations. #SemST ,no,"Input: Some Feminists are doing a huge disservice to rape victims by lying about numbers and supporting false accusations. #SemST  Answer: no
"
"UGH I am SICK to DEATH of this whole bitches wanting ""equality"" thing like stfu u DUMB CUNT #feminismiscruelty #SemST ",no,"Input: UGH I am SICK to DEATH of this whole bitches wanting ""equality"" thing like stfu u DUMB CUNT #feminismiscruelty #SemST  Answer: no
"
Women want to be treated as equals until they get hit after hitting a man first. BULL SHIT! MOTHA FUCK #SemST ,no,"Input: Women want to be treated as equals until they get hit after hitting a man first. BULL SHIT! MOTHA FUCK #SemST  Answer: no
"
In civilian clothes and someone laughs at me thinking its a joke that I'm apart of the U.S. Navy. #SemST ,no,"Input: In civilian clothes and someone laughs at me thinking its a joke that I'm apart of the U.S. Navy. #SemST  Answer: no
"
@user @user . There's no capacity for discourse when you assume ppl are your enemy. Hate. Misery. Paranoia. A waste. #SemST ,no,"Input: @user @user . There's no capacity for discourse when you assume ppl are your enemy. Hate. Misery. Paranoia. A waste. #SemST  Answer: no
"
If women didn't have tits would any of us even really care anymore? #SemST ,no,"Input: If women didn't have tits would any of us even really care anymore? #SemST  Answer: no
"
"DEAR FEMINISTS   Don't say you are ""disempowered"" when you have the power to get anybody fired, just like #TimHunt. #SemST ",no,"Input: DEAR FEMINISTS   Don't say you are ""disempowered"" when you have the power to get anybody fired, just like #TimHunt. #SemST  Answer: no
"
@user did you break through the glass ceiling? #SemST ,no,"Input: @user did you break through the glass ceiling? #SemST  Answer: no
"
Girls over 130 pounds shouldn't wear a swim suit #womenintech #SemST ,no,"Input: Girls over 130 pounds shouldn't wear a swim suit #womenintech #SemST  Answer: no
"
Why would they have girl dragons in dragonvale? #SemST ,no,"Input: Why would they have girl dragons in dragonvale? #SemST  Answer: no
"
"The define of feminism clearly states that it is for women and yet feminist still deny it-""it's for everyone""!! #SemST ",no,"Input: The define of feminism clearly states that it is for women and yet feminist still deny it-""it's for everyone""!! #SemST  Answer: no
"
"@user I hope everyone is going to see ""she's beautiful when she's angry""; see the origins of what you are doing #SemST ",no,"Input: @user I hope everyone is going to see ""she's beautiful when she's angry""; see the origins of what you are doing #SemST  Answer: no
"
@user the 'author' is @user she's making money out of it #SemST ,no,"Input: @user the 'author' is @user she's making money out of it #SemST  Answer: no
"
Putting the air conditioners in while wearing a sundress because #SemST ,no,"Input: Putting the air conditioners in while wearing a sundress because #SemST  Answer: no
"
FEMINIST WHO TOOK PHOTOS OF MEN'S  CROTCHES SHOULD BE CHARGED.  #MANSPREADING #SemST ,no,"Input: FEMINIST WHO TOOK PHOTOS OF MEN'S  CROTCHES SHOULD BE CHARGED.  #MANSPREADING #SemST  Answer: no
"
You should start using Google translate @user it is sooooo easy even retarded feminists like you can use it.  #SemST ,no,"Input: You should start using Google translate @user it is sooooo easy even retarded feminists like you can use it.  #SemST  Answer: no
"
"Don't tell me what to do and what not to do. Now come here, let me tell you what a real man is.   #hypocrites #SemST ",no,"Input: Don't tell me what to do and what not to do. Now come here, let me tell you what a real man is.   #hypocrites #SemST  Answer: no
"
