input,output,text
you can't say you support women's rights but be against abortion #SemST ,yes,"Input: you can't say you support women's rights but be against abortion #SemST  Answer: yes
"
Liberals say I need more tolerance. I say screw tolerating murder.                                #AbortionKills #ToleranceIsDeath #SemST ,yes,"Input: Liberals say I need more tolerance. I say screw tolerating murder.                                #AbortionKills #ToleranceIsDeath #SemST  Answer: yes
"
This #rally4life shit! How people support it I'll never understand. #SemST ,yes,"Input: This #rally4life shit! How people support it I'll never understand. #SemST  Answer: yes
"
The most horrific violence in America is the war on babies. #SemST ,yes,"Input: The most horrific violence in America is the war on babies. #SemST  Answer: yes
"
@user  Surprised? A poll sponsored by biased @user was always going to give a pro-abortion result #repealthe8th #SemST ,yes,"Input: @user  Surprised? A poll sponsored by biased @user was always going to give a pro-abortion result #repealthe8th #SemST  Answer: yes
"
Life is sacred on all levels. Abortion does not compute with my philosophy. Kate Mulgrew @user (Red on #OITNB ) #SemST ,yes,"Input: Life is sacred on all levels. Abortion does not compute with my philosophy. Kate Mulgrew @user (Red on #OITNB ) #SemST  Answer: yes
"
En route to Parnell Square for the rally for life!!  #everylifematters #SemST ,yes,"Input: En route to Parnell Square for the rally for life!!  #everylifematters #SemST  Answer: yes
"
pro-choicers are basically tryna fight oppression with more  oppression . #feminist #SemST ,yes,"Input: pro-choicers are basically tryna fight oppression with more  oppression . #feminist #SemST  Answer: yes
"
@user @user where is #SilencedDiscourse for @user questions on #Divisions #SchoolChoice #Taxes #DoubleStandard #Biased #SemST ,yes,"Input: @user @user where is #SilencedDiscourse for @user questions on #Divisions #SchoolChoice #Taxes #DoubleStandard #Biased #SemST  Answer: yes
"
Our #TruthTour continues in #CarletonPlace as we show the graphic truth of abortion 2 traffic & pedestrians! #ShowTheTruth #onpoli #SemST ,yes,"Input: Our #TruthTour continues in #CarletonPlace as we show the graphic truth of abortion 2 traffic & pedestrians! #ShowTheTruth #onpoli #SemST  Answer: yes
"
"Not sure where I stand on God and religion.  Still, don't need to be a Christian or religious to be against abortion.  #evil #SemST ",yes,"Input: Not sure where I stand on God and religion.  Still, don't need to be a Christian or religious to be against abortion.  #evil #SemST  Answer: yes
"
Dear America: If only a 3D ultrasound picture could evoke the same emotional response. #lifeisprecious #SemST ,yes,"Input: Dear America: If only a 3D ultrasound picture could evoke the same emotional response. #lifeisprecious #SemST  Answer: yes
"
Societies that put to death the weak and vulnerable are more violent. #Nazis #streetgangs #Communists #AssistedSuicide #SemST ,yes,"Input: Societies that put to death the weak and vulnerable are more violent. #Nazis #streetgangs #Communists #AssistedSuicide #SemST  Answer: yes
"
RT @user God is the author of life and nobody has the right to take it. #SemST ,yes,"Input: RT @user God is the author of life and nobody has the right to take it. #SemST  Answer: yes
"
I just unfollowed someone because they tweeted about being pro-life #SemST ,yes,"Input: I just unfollowed someone because they tweeted about being pro-life #SemST  Answer: yes
"
@user @user I know! I'm the only perfect :-) candidate. #ProCivilLiberties #ProBusiness #ProWorker #ProPeace #SemST ,yes,"Input: @user @user I know! I'm the only perfect :-) candidate. #ProCivilLiberties #ProBusiness #ProWorker #ProPeace #SemST  Answer: yes
"
"Woman's Heartbreaking Letter to Father of Baby She Aborted: ""I'm So Very Sorry - LifeNews. Please pray for the men hurt by abortion #SemST ",yes,"Input: Woman's Heartbreaking Letter to Father of Baby She Aborted: ""I'm So Very Sorry - LifeNews. Please pray for the men hurt by abortion #SemST  Answer: yes
"
@user @user @user we do care about the hurt inflicted upon preborn children through #abortion. #TruthTour #Ottawa #SemST ,yes,"Input: @user @user @user we do care about the hurt inflicted upon preborn children through #abortion. #TruthTour #Ottawa #SemST  Answer: yes
"
Looking forward to the protest today. I can't be there long but I hope my signs will. #Kingston #protesters #SemST ,yes,"Input: Looking forward to the protest today. I can't be there long but I hope my signs will. #Kingston #protesters #SemST  Answer: yes
"
PRAISE REPORT Two babies savedOne in Dallas TX&in Charlotte NC  If we put forth effort with prayer- miracle's happen  #SemST ,yes,"Input: PRAISE REPORT Two babies savedOne in Dallas TX&in Charlotte NC  If we put forth effort with prayer- miracle's happen  #SemST  Answer: yes
"
