input,output,text
leave halsey alone u dumb ass fucking bitch i'll come for ur family you idiotic hoe ,yes,"Input: leave halsey alone u dumb ass fucking bitch i'll come for ur family you idiotic hoe  Answer: yes
"
@user why r u such a bitch ,yes,"Input: @user why r u such a bitch  Answer: yes
"
"@user @user Absolutely! No DACA, No Amnesty, No Sanctury Cities, Deport All Illegal Aliens, Build The Wall! #MAGA #2A #NoDACA #DeportThemAll #BuildTheWall #OBAMAgate #StandWithICE #PEDOgate #LockThemAllUp #BanIslam #TRUMP2020 @user @user ",yes,"Input: @user @user Absolutely! No DACA, No Amnesty, No Sanctury Cities, Deport All Illegal Aliens, Build The Wall! #MAGA #2A #NoDACA #DeportThemAll #BuildTheWall #OBAMAgate #StandWithICE #PEDOgate #LockThemAllUp #BanIslam #TRUMP2020 @user @user  Answer: yes
"
@user Which are the VISA OVERSTAYERS???#DeportThemAll Dumb Ass Bitch declaring they believe in GOD & won't have any part of any misgivings about Muslims! ,yes,"Input: @user Which are the VISA OVERSTAYERS???#DeportThemAll Dumb Ass Bitch declaring they believe in GOD & won't have any part of any misgivings about Muslims!  Answer: yes
"
@user @user Corden them off please. #TravelBanToOtherCities #DeportThemAll #NoSanctuaryCities Illegal is illegal GO HOME ,yes,"Input: @user @user Corden them off please. #TravelBanToOtherCities #DeportThemAll #NoSanctuaryCities Illegal is illegal GO HOME  Answer: yes
"
@user SAME SHIT. YOU SKINNY AF BITCH IMA FIGHT YOU HOE DONT MAKE ME LEAK UR NUDES ,yes,"Input: @user SAME SHIT. YOU SKINNY AF BITCH IMA FIGHT YOU HOE DONT MAKE ME LEAK UR NUDES  Answer: yes
"
Learn from Most of #Europe that's been #Invaded by Mostly Muslims! Then look at #Italy #Poland & others who Elected Politicians to #StopImmigration & #DeportIllegals #Sweden & #Germany now trying to Reverse the Huge Mistakes of Unlimited Migration of ppl who Refuse to #Assimilate ,yes,"Input: Learn from Most of #Europe that's been #Invaded by Mostly Muslims! Then look at #Italy #Poland & others who Elected Politicians to #StopImmigration & #DeportIllegals #Sweden & #Germany now trying to Reverse the Huge Mistakes of Unlimited Migration of ppl who Refuse to #Assimilate  Answer: yes
"
you say you breaking bitch? where ya hoe at? ,yes,"Input: you say you breaking bitch? where ya hoe at?  Answer: yes
"
"Bitch u can't insinuate someone else isnt doing anything with their life when u don't know them. 😂 Hoe, you're not… ",yes,"Input: Bitch u can't insinuate someone else isnt doing anything with their life when u don't know them. 😂 Hoe, you're not…  Answer: yes
"
A LARGE group (100+) of out-of-control African youths have hurled a number of rocks and damaged a police car during a rampage in Melbournes northwest!Thank you @user for importing this rubbish into our country. #auspol #springst #sendthemback ,yes,"Input: A LARGE group (100+) of out-of-control African youths have hurled a number of rocks and damaged a police car during a rampage in Melbournes northwest!Thank you @user for importing this rubbish into our country. #auspol #springst #sendthemback  Answer: yes
"
If a bitch talk down on you when your down that hoe don't deserve you when you up ,yes,"Input: If a bitch talk down on you when your down that hoe don't deserve you when you up  Answer: yes
"
The complacent are in every piece of TRASH on roads & highways. #BuildThatWall no longer complicit. ,yes,"Input: The complacent are in every piece of TRASH on roads & highways. #BuildThatWall no longer complicit.  Answer: yes
"
