input,output,text
Hello; I'm working here in Qatar turning 5 yrs on November this year and was recently get married last March 2010. My wife previously work here in Qatar too; I'm planning to bring her and our baby here. I just want to know what will be the procedures and requirements that I need to bring them both. Can someone give me an idea about bringing them here under my sponsorship as husband and father? Thanks; hoping for someone to give me some ideas.,yes,"Input: Hello; I'm working here in Qatar turning 5 yrs on November this year and was recently get married last March 2010. My wife previously work here in Qatar too; I'm planning to bring her and our baby here. I just want to know what will be the procedures and requirements that I need to bring them both. Can someone give me an idea about bringing them here under my sponsorship as husband and father? Thanks; hoping for someone to give me some ideas. Answer: yes
"
does anybody have current information regarding rules and regulations for tourist visas. before first time it was issued for 14 days and then it was extendable for next 14 days. now the first issuance is for one month; is there anybody who can tell me about first extension of this one month tourist visa to qatar....,yes,"Input: does anybody have current information regarding rules and regulations for tourist visas. before first time it was issued for 14 days and then it was extendable for next 14 days. now the first issuance is for one month; is there anybody who can tell me about first extension of this one month tourist visa to qatar.... Answer: yes
"
Is Twilight movie available in cinemas?,yes,"Input: Is Twilight movie available in cinemas? Answer: yes
"
Hi; I worked in Doha until 2001; lost my job and left the country. I had a bank loan with 2 guarantors. Despite contacting CBQ and offering payment from the UK; they refused. I have some business in Doha and wondered what my status would be? Would I be allowed back in 9 years later. I have a new passport now. Any advice welcomed. Many thanks; Kwikfit,yes,"Input: Hi; I worked in Doha until 2001; lost my job and left the country. I had a bank loan with 2 guarantors. Despite contacting CBQ and offering payment from the UK; they refused. I have some business in Doha and wondered what my status would be? Would I be allowed back in 9 years later. I have a new passport now. Any advice welcomed. Many thanks; Kwikfit Answer: yes
"
Hi; I would like to know if the 2 yrs ban is still there; if yes; when is it going to be lifted? Coz i'm hearing lot of rumor. Pls help me out. Regards; Thamiz,yes,"Input: Hi; I would like to know if the 2 yrs ban is still there; if yes; when is it going to be lifted? Coz i'm hearing lot of rumor. Pls help me out. Regards; Thamiz Answer: yes
"
Dear All; I am from India and i have masters from the Top Uni in UK. I have been offered a traffic engineer role at Parsons. The package that is offered is very low. It is 8K; plus there won't be any sponsorship for my family. I am very upset about the offer but the role is in my field and is good for my career. The problem is i feel i am being undervalued here because of the Poor European condition. I want to know; would i be able to sponsor my family (in near future) with this salary. (basic 5200+living allowance 2800). I also want to know; if i could change the company after a certain period of time as i feel the salary in very low but i need the job so i am thinking abt accepting it. I believe seasoned people in this forum might provide a helpful guide to me.,yes,"Input: Dear All; I am from India and i have masters from the Top Uni in UK. I have been offered a traffic engineer role at Parsons. The package that is offered is very low. It is 8K; plus there won't be any sponsorship for my family. I am very upset about the offer but the role is in my field and is good for my career. The problem is i feel i am being undervalued here because of the Poor European condition. I want to know; would i be able to sponsor my family (in near future) with this salary. (basic 5200+living allowance 2800). I also want to know; if i could change the company after a certain period of time as i feel the salary in very low but i need the job so i am thinking abt accepting it. I believe seasoned people in this forum might provide a helpful guide to me. Answer: yes
"
this is the situation.i am currently working here in qatar.i came here in qatar with a bussines visa;and was hired by one company and my visa was trasfer into working visa.now i want to make a resignation with my current company but the problem is the company doesnt want to give me release N O C.some are saying that the company should give release to me because i am locally hired and it is in qatar labour law.another thing is i just got married with my husband.my husband can sponsor me but the company also refuse to give N O C.if i resigned with the company and got my visa cancelled...can my husband sponsor me in husband visa.. thanks in advance...,yes,"Input: this is the situation.i am currently working here in qatar.i came here in qatar with a bussines visa;and was hired by one company and my visa was trasfer into working visa.now i want to make a resignation with my current company but the problem is the company doesnt want to give me release N O C.some are saying that the company should give release to me because i am locally hired and it is in qatar labour law.another thing is i just got married with my husband.my husband can sponsor me but the company also refuse to give N O C.if i resigned with the company and got my visa cancelled...can my husband sponsor me in husband visa.. thanks in advance... Answer: yes
"
Now that I have your attention (good morning btw ;)... Does anyone know if transit visa's are issued here?,yes,"Input: Now that I have your attention (good morning btw ;)... Does anyone know if transit visa's are issued here? Answer: yes
"
WHY ARE ABAYAS MOSTLY BLACK IN COLOUR IN QATAR ?,yes,"Input: WHY ARE ABAYAS MOSTLY BLACK IN COLOUR IN QATAR ? Answer: yes
"
"Please tell me what is ""&#1604;&#1575; &#1610;&#1608;&#1580;&#1583; &#1576;&#1610;&#1575;&#1606;&#1575;&#1578; &#1604;&#1585;&#1602;&#1605; &#1575;&#1604;&#1578;&#1571;&#1588;&#1610;&#1585;&#1577; "". it is in RP process online checking.. Thanx.",yes,"Input: Please tell me what is ""&#1604;&#1575; &#1610;&#1608;&#1580;&#1583; &#1576;&#1610;&#1575;&#1606;&#1575;&#1578; &#1604;&#1585;&#1602;&#1605; &#1575;&#1604;&#1578;&#1571;&#1588;&#1610;&#1585;&#1577; "". it is in RP process online checking.. Thanx. Answer: yes
"
