input,output,text
The tourist supported the authors.,The authors were supported by the tourist.,"Input: The tourist supported the authors. Answer: The authors were supported by the tourist.
"
The athlete contacted the tourists.,The tourists were contacted by the athlete.,"Input: The athlete contacted the tourists. Answer: The tourists were contacted by the athlete.
"
The judges believed the bankers.,The bankers were believed by the judges.,"Input: The judges believed the bankers. Answer: The bankers were believed by the judges.
"
The president encouraged the actor.,The actor was encouraged by the president.,"Input: The president encouraged the actor. Answer: The actor was encouraged by the president.
"
The lawyers believed the authors.,The authors were believed by the lawyers.,"Input: The lawyers believed the authors. Answer: The authors were believed by the lawyers.
"
The senator advised the doctors.,The doctors were advised by the senator.,"Input: The senator advised the doctors. Answer: The doctors were advised by the senator.
"
The authors advised the student.,The student was advised by the authors.,"Input: The authors advised the student. Answer: The student was advised by the authors.
"
The secretaries believed the tourists.,The tourists were believed by the secretaries.,"Input: The secretaries believed the tourists. Answer: The tourists were believed by the secretaries.
"
The tourists recommended the bankers.,The bankers were recommended by the tourists.,"Input: The tourists recommended the bankers. Answer: The bankers were recommended by the tourists.
"
The student believed the professors.,The professors were believed by the student.,"Input: The student believed the professors. Answer: The professors were believed by the student.
"
The tourist admired the managers.,The managers were admired by the tourist.,"Input: The tourist admired the managers. Answer: The managers were admired by the tourist.
"
The tourist contacted the bankers.,The bankers were contacted by the tourist.,"Input: The tourist contacted the bankers. Answer: The bankers were contacted by the tourist.
"
The president introduced the senators.,The senators were introduced by the president.,"Input: The president introduced the senators. Answer: The senators were introduced by the president.
"
The senators advised the presidents.,The presidents were advised by the senators.,"Input: The senators advised the presidents. Answer: The presidents were advised by the senators.
"
The banker contacted the professor.,The professor was contacted by the banker.,"Input: The banker contacted the professor. Answer: The professor was contacted by the banker.
"
The lawyer thanked the presidents.,The presidents were thanked by the lawyer.,"Input: The lawyer thanked the presidents. Answer: The presidents were thanked by the lawyer.
"
The students supported the lawyers.,The lawyers were supported by the students.,"Input: The students supported the lawyers. Answer: The lawyers were supported by the students.
"
The managers recognized the author.,The author was recognized by the managers.,"Input: The managers recognized the author. Answer: The author was recognized by the managers.
"
The athletes helped the managers.,The managers were helped by the athletes.,"Input: The athletes helped the managers. Answer: The managers were helped by the athletes.
"
The judges stopped the lawyers.,The lawyers were stopped by the judges.,"Input: The judges stopped the lawyers. Answer: The lawyers were stopped by the judges.
"
The president advised the artists.,The artists were advised by the president.,"Input: The president advised the artists. Answer: The artists were advised by the president.
"
The doctor believed the scientists.,The scientists were believed by the doctor.,"Input: The doctor believed the scientists. Answer: The scientists were believed by the doctor.
"
The secretary encouraged the lawyers.,The lawyers were encouraged by the secretary.,"Input: The secretary encouraged the lawyers. Answer: The lawyers were encouraged by the secretary.
"
The senator avoided the bankers.,The bankers were avoided by the senator.,"Input: The senator avoided the bankers. Answer: The bankers were avoided by the senator.
"
The tourist believed the doctor.,The doctor was believed by the tourist.,"Input: The tourist believed the doctor. Answer: The doctor was believed by the tourist.
"
