input,output,text
""" Okay now, okay, settle down.",Present,"Input: "" Okay now, okay, settle down. Answer: Present
"
"Chapter 6 "" Seth took Kirstie to McDonald's, "" Paige announced, tucking her cell phone into her purse.",Past,"Input: Chapter 6 "" Seth took Kirstie to McDonald's, "" Paige announced, tucking her cell phone into her purse. Answer: Past
"
I quietly snuck up to him and pulled at his sleeve.,Present,"Input: I quietly snuck up to him and pulled at his sleeve. Answer: Present
"
His tongue slides along the inside edge of my lower lip.,Present,"Input: His tongue slides along the inside edge of my lower lip. Answer: Present
"
"Unable to suppress it, Mandy yawned sleepily and stretched lazily.",Past,"Input: Unable to suppress it, Mandy yawned sleepily and stretched lazily. Answer: Past
"
The smell churned my stomach even faster.,Past,"Input: The smell churned my stomach even faster. Answer: Past
"
I lean against the post and watch her set up.,Present,"Input: I lean against the post and watch her set up. Answer: Present
"
Wall's chuckle rumbled through the room.,Past,"Input: Wall's chuckle rumbled through the room. Answer: Past
"
With great difficulty Brand regained at least some of his composure.,Past,"Input: With great difficulty Brand regained at least some of his composure. Answer: Past
"
"He sobered as she pushed her plate away, too.",Past,"Input: He sobered as she pushed her plate away, too. Answer: Past
"
Canto 3 ONE I led Lilly to a safe little nook well out of sight of the curator's office.,Past,"Input: Canto 3 ONE I led Lilly to a safe little nook well out of sight of the curator's office. Answer: Past
"
Someone sneezed and I waited until the fit had ended before I started.,Past,"Input: Someone sneezed and I waited until the fit had ended before I started. Answer: Past
"
"The Spectator launches onto my throat, and I jerk, losing my grasp on the knife.",Present,"Input: The Spectator launches onto my throat, and I jerk, losing my grasp on the knife. Answer: Present
"
""" Shit, "" Blythe murmurs as she works to swivel the guns to the rear of the craft, her eyes clued to the radar screen.",Present,"Input: "" Shit, "" Blythe murmurs as she works to swivel the guns to the rear of the craft, her eyes clued to the radar screen. Answer: Present
"
The other he affixed to the inside of Judith's car bumper.,Past,"Input: The other he affixed to the inside of Judith's car bumper. Answer: Past
"
The Lexus barreled onto I-25 and continued north.,Past,"Input: The Lexus barreled onto I-25 and continued north. Answer: Past
"
""" I'll assign a soldier to help you search, "" Elliott offers.",Present,"Input: "" I'll assign a soldier to help you search, "" Elliott offers. Answer: Present
"
"He exposed the flat ridge of his stomach, and the muscles rippling there made Renna's mouth go dry.",Past,"Input: He exposed the flat ridge of his stomach, and the muscles rippling there made Renna's mouth go dry. Answer: Past
"
The wiry hairs tickled her palms and his muscles turned rock-hard beneath her hands.,Past,"Input: The wiry hairs tickled her palms and his muscles turned rock-hard beneath her hands. Answer: Past
"
And she provided the image of the mother and melted the spirit where the harsh words of a man would have toughened it.,Past,"Input: And she provided the image of the mother and melted the spirit where the harsh words of a man would have toughened it. Answer: Past
"
"My dad's voice boomed into the bathroom, and my eyes widened in shock as he stared at the two of us in the bathroom.",Past,"Input: My dad's voice boomed into the bathroom, and my eyes widened in shock as he stared at the two of us in the bathroom. Answer: Past
"
Tears pricked my eyes.,Past,"Input: Tears pricked my eyes. Answer: Past
"
""" Dr. Malone. """,Present,"Input: "" Dr. Malone. "" Answer: Present
"
"He grunted and climbed to his feet, still holding me.",Past,"Input: He grunted and climbed to his feet, still holding me. Answer: Past
"
"Turning away from the window, I unzipped my hoodie and carefully slid it off.",Past,"Input: Turning away from the window, I unzipped my hoodie and carefully slid it off. Answer: Past
"
"So, in answer to Brezhnev's query, he lied.",Past,"Input: So, in answer to Brezhnev's query, he lied. Answer: Past
"
I cautiously inched the rest of the way towards them and grabbed her hand again.,Past,"Input: I cautiously inched the rest of the way towards them and grabbed her hand again. Answer: Past
"
It senses your movement.,Present,"Input: It senses your movement. Answer: Present
"
Dham absently strokes the cat.,Present,"Input: Dham absently strokes the cat. Answer: Present
"
""" I wonder how they found out, "" I pondered aloud.",Past,"Input: "" I wonder how they found out, "" I pondered aloud. Answer: Past
"
Though far and wide the pack must go All borders they disdain.,Present,"Input: Though far and wide the pack must go All borders they disdain. Answer: Present
"
Which finger belonged to which slave was a puzzle best left unsolved.,Past,"Input: Which finger belonged to which slave was a puzzle best left unsolved. Answer: Past
"
He jabbed a thumb toward Roku.,Past,"Input: He jabbed a thumb toward Roku. Answer: Past
"
"The aging priestess pursued carefully, her dark brows joining.",Present,"Input: The aging priestess pursued carefully, her dark brows joining. Answer: Present
"
"She crawled slowly to the closet, paused, breathed heavily, pulled open the door.",Past,"Input: She crawled slowly to the closet, paused, breathed heavily, pulled open the door. Answer: Past
"
I thanked the clockmaker and tried to take my leave.,Past,"Input: I thanked the clockmaker and tried to take my leave. Answer: Past
"
We hopped in our rental car and drove to the haunted house.,Past,"Input: We hopped in our rental car and drove to the haunted house. Answer: Past
"
"Christie charged up the steps, breathless when she reached the landing.",Past,"Input: Christie charged up the steps, breathless when she reached the landing. Answer: Past
"
"Instinctively Chives shrank back a few steps as the heir rehearsed a few half swings, the club striking the stone floor with the odd spark.",Past,"Input: Instinctively Chives shrank back a few steps as the heir rehearsed a few half swings, the club striking the stone floor with the odd spark. Answer: Past
"
"I relive... that second... over and over. """,Present,"Input: I relive... that second... over and over. "" Answer: Present
"
"She breathes,' wait here,' before continuing forward towards the figure.",Present,"Input: She breathes,' wait here,' before continuing forward towards the figure. Answer: Present
"
They lean in close and speak softly.,Present,"Input: They lean in close and speak softly. Answer: Present
"
My mom glances out at the mountains and the sky is tinted pink from the sunrise and reflects in her eyes.,Present,"Input: My mom glances out at the mountains and the sky is tinted pink from the sunrise and reflects in her eyes. Answer: Present
"
The faces in front of him reflected an open longing that tore him apart.,Past,"Input: The faces in front of him reflected an open longing that tore him apart. Answer: Past
"
"I hooked my short pinkie with his, enjoying every second of the happy moment.",Past,"Input: I hooked my short pinkie with his, enjoying every second of the happy moment. Answer: Past
"
""" Philip, "" Helen uttered his name and waited for him to turn her way.",Past,"Input: "" Philip, "" Helen uttered his name and waited for him to turn her way. Answer: Past
"
""" Okay,' en.'",Present,"Input: "" Okay,' en.' Answer: Present
"
""" He messed with you. """,Past,"Input: "" He messed with you. "" Answer: Past
"
"With a beer in his door hand and the window open to yell endlessly at everyone, he steered and shifted with the other hand.",Past,"Input: With a beer in his door hand and the window open to yell endlessly at everyone, he steered and shifted with the other hand. Answer: Past
"
"Warm light shone out, breaking up from the myriad tiny panes.",Past,"Input: Warm light shone out, breaking up from the myriad tiny panes. Answer: Past
"
"He slams into Will, shoving him against the wall.",Present,"Input: He slams into Will, shoving him against the wall. Answer: Present
"
"She tries to disguise it, but there is an undercurrent of panic in her voice.",Present,"Input: She tries to disguise it, but there is an undercurrent of panic in her voice. Answer: Present
"
""" Um... "" she muttered cautiously, "" what are you doing ? """,Past,"Input: "" Um... "" she muttered cautiously, "" what are you doing ? "" Answer: Past
"
"He remembers being an animal of some sort. """,Present,"Input: He remembers being an animal of some sort. "" Answer: Present
"
It belongs to a skinny guy with long black hair that covers half his face.,Present,"Input: It belongs to a skinny guy with long black hair that covers half his face. Answer: Present
"
"She must have sensed my presence because she popped her head up, her body sinking.",Past,"Input: She must have sensed my presence because she popped her head up, her body sinking. Answer: Past
"
I dreaded the funeral and the reception afterward.,Present,"Input: I dreaded the funeral and the reception afterward. Answer: Present
"
"He flips through a magazine like he isn't listening, but I know that he is.",Present,"Input: He flips through a magazine like he isn't listening, but I know that he is. Answer: Present
"
""" Bailey Wright. """,Present,"Input: "" Bailey Wright. "" Answer: Present
"
"Nina draws out her smaller camera and holds it like a talisman, practically sniffing around for a good shot.",Present,"Input: Nina draws out her smaller camera and holds it like a talisman, practically sniffing around for a good shot. Answer: Present
"
"While Jaimie is gone, Diana begins speaking to herself hoping that in some way, Daniel will be able to hear her.",Present,"Input: While Jaimie is gone, Diana begins speaking to herself hoping that in some way, Daniel will be able to hear her. Answer: Present
"
""" Uh, fine, "" I mumbled in response.",Present,"Input: "" Uh, fine, "" I mumbled in response. Answer: Present
"
""" I bet you noticed Bradley dancing with Sabrina, "" Jackie teased.",Present,"Input: "" I bet you noticed Bradley dancing with Sabrina, "" Jackie teased. Answer: Present
"
""" She should be concerned, "" Stephanie clipped.",Past,"Input: "" She should be concerned, "" Stephanie clipped. Answer: Past
"
She rinsed the pig off and examined the scratches.,Past,"Input: She rinsed the pig off and examined the scratches. Answer: Past
"
""" He's a Captain, "" she corrects.",Present,"Input: "" He's a Captain, "" she corrects. Answer: Present
"
The mechanics weaved their way through the tangled mess of motors and wires leading to the main unit.,Past,"Input: The mechanics weaved their way through the tangled mess of motors and wires leading to the main unit. Answer: Past
"
His nostrils flare in reaction.,Present,"Input: His nostrils flare in reaction. Answer: Present
"
""" I vow. """,Present,"Input: "" I vow. "" Answer: Present
"
It just protects the human body from the cold.,Present,"Input: It just protects the human body from the cold. Answer: Present
"
""" Of course he loves you... I love you too.",Present,"Input: "" Of course he loves you... I love you too. Answer: Present
"
He just caressed her cheek.,Past,"Input: He just caressed her cheek. Answer: Past
"
A girl pops out her head behind him.,Present,"Input: A girl pops out her head behind him. Answer: Present
"
"The rest of the guys slapped each other's backs, laughing their asses off.",Past,"Input: The rest of the guys slapped each other's backs, laughing their asses off. Answer: Past
"
"he inquired dryly, enjoying her spirit as much as he'd enjoyed her laughter a moment before.",Past,"Input: he inquired dryly, enjoying her spirit as much as he'd enjoyed her laughter a moment before. Answer: Past
"
"And - "" NOW ! """,Present,"Input: And - "" NOW ! "" Answer: Present
"
The thought of it pricked through any semblance of sanity he'd restored to himself over the years.,Past,"Input: The thought of it pricked through any semblance of sanity he'd restored to himself over the years. Answer: Past
"
""" Did you piss off the old lady ? """,Present,"Input: "" Did you piss off the old lady ? "" Answer: Present
"
How I'm finally the girl a guy likes enough to be with and not just flirt with.,Present,"Input: How I'm finally the girl a guy likes enough to be with and not just flirt with. Answer: Present
"
"Instantly the light on my side of the room dimmed, throwing the room into pitch black.",Past,"Input: Instantly the light on my side of the room dimmed, throwing the room into pitch black. Answer: Past
"
He inhaled sharply as I began to grind up against him.,Past,"Input: He inhaled sharply as I began to grind up against him. Answer: Past
"
"All of them belong to groups that are racist or just nasty. """,Present,"Input: All of them belong to groups that are racist or just nasty. "" Answer: Present
"
I warn you to be honest so your death might be swift.,Present,"Input: I warn you to be honest so your death might be swift. Answer: Present
"
"Lennox opens a pantry door next to her, and I cross to pick up the broom and dustpan she offers.",Present,"Input: Lennox opens a pantry door next to her, and I cross to pick up the broom and dustpan she offers. Answer: Present
"
""" With His Majesty's regard. """,Present,"Input: "" With His Majesty's regard. "" Answer: Present
"
"She cocked her head at me, looking like she was truly fascinated by my answer.",Past,"Input: She cocked her head at me, looking like she was truly fascinated by my answer. Answer: Past
"
She whispers the word again.,Present,"Input: She whispers the word again. Answer: Present
"
Leigh flattened her hand over the bulge of his pecs.,Past,"Input: Leigh flattened her hand over the bulge of his pecs. Answer: Past
"
""" Thank you, Elle.",Present,"Input: "" Thank you, Elle. Answer: Present
"
Nicole smacked the seat next to her.,Past,"Input: Nicole smacked the seat next to her. Answer: Past
"
""" Because it holds out the possibility of enhancing talent. """,Present,"Input: "" Because it holds out the possibility of enhancing talent. "" Answer: Present
"
"He stops, grits his teeth, and then a sound like a murmur in a cavern comes out of his mouth.",Present,"Input: He stops, grits his teeth, and then a sound like a murmur in a cavern comes out of his mouth. Answer: Present
"
"And bubble bath. """,Present,"Input: And bubble bath. "" Answer: Present
"
Maybe she just awoke from a nap.,Past,"Input: Maybe she just awoke from a nap. Answer: Past
"
The words jump out of my mouth the second Mel opens the door.,Present,"Input: The words jump out of my mouth the second Mel opens the door. Answer: Present
"
"It belongs to you, period. """,Present,"Input: It belongs to you, period. "" Answer: Present
"
It generated its own fly code.,Past,"Input: It generated its own fly code. Answer: Past
"
We slowed down as we finally approached the street in front of my house.,Past,"Input: We slowed down as we finally approached the street in front of my house. Answer: Past
"
My hand adjusted its hold on the gun I held by my side as I studied the huddled group surrounding me.,Past,"Input: My hand adjusted its hold on the gun I held by my side as I studied the huddled group surrounding me. Answer: Past
"
Rob holds tightly to Chloe and speaks around their embrace.,Present,"Input: Rob holds tightly to Chloe and speaks around their embrace. Answer: Present
"
""" Then quit hitting on me to self-destruct what you're feeling for Rachel Flores. """,Past,"Input: "" Then quit hitting on me to self-destruct what you're feeling for Rachel Flores. "" Answer: Past
"
"A large gray shape leaped through the window, passing through the glass.",Past,"Input: A large gray shape leaped through the window, passing through the glass. Answer: Past
"
""" Bye Monarch. """,Present,"Input: "" Bye Monarch. "" Answer: Present
"
"Now, I assume a physician has been to visit the countess. """,Present,"Input: Now, I assume a physician has been to visit the countess. "" Answer: Present
"
""" I like your coffee, "" I lied.",Past,"Input: "" I like your coffee, "" I lied. Answer: Past
"
""" But that brings up another point.",Present,"Input: "" But that brings up another point. Answer: Present
"
Pleasure she quickly stifled and he felt its loss.,Past,"Input: Pleasure she quickly stifled and he felt its loss. Answer: Past
"
Safely in the woods he collapsed and fell asleep.,Past,"Input: Safely in the woods he collapsed and fell asleep. Answer: Past
"
The whole stream of insanity bouncing around inside of me almost spills out.,Present,"Input: The whole stream of insanity bouncing around inside of me almost spills out. Answer: Present
"
""" You're thinking, "" he accused, one corner of his mouth lifting into a half smile.",Past,"Input: "" You're thinking, "" he accused, one corner of his mouth lifting into a half smile. Answer: Past
"
Then you settle into your nightly routine.,Present,"Input: Then you settle into your nightly routine. Answer: Present
"
""" Great language recall and usage.",Present,"Input: "" Great language recall and usage. Answer: Present
"
"In shock, I froze, then humiliation unfurled over me in a hot sheet of disgrace.",Past,"Input: In shock, I froze, then humiliation unfurled over me in a hot sheet of disgrace. Answer: Past
"
Colin regarded him carefully and when he spoke his voice was dangerous.,Past,"Input: Colin regarded him carefully and when he spoke his voice was dangerous. Answer: Past
"
"Be quiet, Simon, she willed.",Past,"Input: Be quiet, Simon, she willed. Answer: Past
"
He flicked his claw in the air.,Past,"Input: He flicked his claw in the air. Answer: Past
"
Realizing that cut so deep it matched the pain of Caleb's loss.,Past,"Input: Realizing that cut so deep it matched the pain of Caleb's loss. Answer: Past
"
The warehouse piled high with crates.,Past,"Input: The warehouse piled high with crates. Answer: Past
"
""" Those cylinders we saw in Hangar One or Two ? """,Present,"Input: "" Those cylinders we saw in Hangar One or Two ? "" Answer: Present
"
""" I didn't bellow, "" Sam denied as his hands slipped around her waist, and then frowned.",Past,"Input: "" I didn't bellow, "" Sam denied as his hands slipped around her waist, and then frowned. Answer: Past
"
The shock that his ex girlfriend died causes his condition.,Present,"Input: The shock that his ex girlfriend died causes his condition. Answer: Present
"
He froze when he saw the people.,Past,"Input: He froze when he saw the people. Answer: Past
"
